x exact r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30 r31 r32 r33 r34 r35 r36 r37 r38 r39 r40 r41 r42 r43 r44 r45 r46 r47 r48 r49 r50 r51 r52 r53 r54 r55 r56 r57 r58 r59 r60
-11.85 1.406143934475009e-19 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 2.579658717928004e-33 5.019673694704129e-32 -4.36576023664624e-32 -1.917617757742877e-31 -5.259281917688121e-32 5.689454088080699e-32 1.355263023467034e-31 5.58332685462417e-33 -8.719734724984817e-32 -1.369056559059882e-32 -1.403550742148385e-33 -7.162782876625319e-33 -3.304089150360018e-33 -9.916830179181346e-33 -1.179986291021586e-32 -8.81893350847105e-33 -6.282535457235856e-33 -1.701180523413494e-33 1.819633512275111e-33 2.121465190128992e-33 1.088972785575483e-33 2.389403745799591e-34 -3.885786175287383e-35 -4.20206778055412e-35 1.522844117171475e-36 1.844503866923425e-35 1.062599371826114e-35 3.528976920941989e-36 6.549554221531228e-37 -3.036477319792643e-37 -1.914288192668365e-37
-11.7 -1.465019269149676e-19 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 9.453917410998551e-35 2.116201306401892e-33 -4.616416655591198e-34 -4.688525452037373e-33 -1.917923685482676e-33 4.526617779710284e-33 5.678891236310097e-33 7.619399407072681e-35 1.024371656621054e-33 2.794155931337742e-34 1.053762845013777e-34 3.263300934108966e-34 7.841201109453984e-36 -1.267144055631371e-34 -3.224258641901909e-34 -4.944452891415481e-34 -4.015181364817987e-34 -1.530931916574553e-34 6.717381130995205e-36 5.759150757885635e-35 3.568504503451773e-35 9.002414201302723e-36 -2.491347339320407e-36 -1.763973661716733e-36 1.610577182303003e-37 6.991336410012163e-37 4.662905432949675e-37 1.967968566845768e-37 1.073288219516645e-38 -7.390130823794499e-39
-11.55 -3.82114355477437e-19 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 4.032395715072785e-36 6.093640391206817e-35 -1.395947611156495e-35 -9.193587177896568e-35 -6.471849616872063e-35 1.763209701203801e-34 1.382394430250257e-34 4.671570307097641e-35 1.266125412823659e-35 1.676843164225191e-35 1.113326366016919e-35 1.051357046336194e-35 1.604234423278724e-35 6.212471032447159e-36 -7.025621333046817e-36 -1.726685874938681e-35 -1.644533323045522e-35 -8.358990879552254e-36 -8.522314331982633e-37 1.674277312206206e-36 1.102728751768106e-36 1.100688487786613e-37 -1.985104337886175e-37 -1.733179424341904e-37 -4.393997618447547e-38 9.112184446689327e-39 1.407479066037839e-38 7.299451805735055e-39 3.263275467318926e-39
-11.4 9.912140881954102e-19 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 1.188000435044642e-37 1.654485213705761e-36 4.97005089301302e-38 -5.356648838352373e-36 -3.121801970620493e-36 4.646976138935731e-36 1.221061417739146e-37 -4.243025409221307e-37 3.6174101081533e-37 -7.365766054841536e-39 2.957030752110995e-37 7.085065254564214e-37 8.638123079801223e-37 8.927267184978245e-37 2.194755155189801e-37 -4.878060891822284e-37 -5.792662909450167e-37 -3.167261998559666e-37 -6.006555264421743e-38 3.902198094916468e-38 5.614169744475299e-38 2.960870368414884e-38 -3.413739405226232e-38 -6.988885694972643e-38 -3.737110963612217e-38 1.23107807188699e-38 5.115587033313183e-38 1.311502095928661e-38
-11.25 -1.142428103622302e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 3.406207982547371e-39 3.587486139232602e-38 -9.250525352962189e-39 -2.158043614640078e-37 -8.343224390065886e-38 -4.162521286206164e-38 -1.346751507706417e-38 -1.762131621111302e-38 -2.430600105967914e-38 -5.855866963733621e-39 -2.307529269254091e-39 1.543777014573319e-38 4.283766028931238e-38 1.014298953176761e-37 1.590320293387315e-37 -1.639370303324278e-38 -3.708740284104781e-37 -2.712585833002092e-37 5.277700098308851e-37 8.727016097477786e-37 -3.730299680509934e-37 -1.783905465816532e-36 -7.686191571887116e-37 9.234156313238608e-37 1.262220364924544e-36 -1.373453873566129e-38 -7.91137130097804e-37
-11.1 1.094719480453165e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 7.64972928186717e-41 2.077157213299085e-39 -8.877490392866171e-41 -6.327177325565524e-39 -1.308807944160124e-39 8.477478660563809e-40 -5.241271942721863e-40 -8.782395383376409e-40 -8.762911777715606e-40 -1.726660335626234e-37 -2.464695919675257e-37 1.410286156968087e-36 3.660880840859779e-36 -1.653643273058364e-36 -1.096032919682012e-35 -7.076622463212125e-36 1.633431540557459e-35 2.187198331630955e-35 -1.243155203433977e-35 -3.96943899387174e-35 -1.276208396444707e-35 3.790678652790614e-35 4.184961688036587e-35 1.289694343328179e-35 -3.12585820040976e-35 -2.068376898827478e-35
-10.95 -8.457619743644063e-19 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 4.677991700253032e-42 8.750996686836941e-41 -4.376697914227322e-42 -1.045389882913105e-41 -4.822734824151318e-42 1.380284875566324e-41 3.33131817409346e-41 -3.577885437949217e-36 -5.787324519319891e-36 2.862080394066001e-35 8.576941771689786e-35 -6.534485714293598e-35 -3.56811693133051e-34 -1.896837648832674e-34 4.282981870446711e-34 6.146457936748585e-34 -2.361984120278633e-34 -1.029143996298385e-33 -2.789428700162737e-34 1.166000675656917e-33 1.113173675698416e-33 8.262326331406961e-35 -5.229186759580144e-34 -4.746663248902994e-34 4.038477847542562e-35
-10.8 1.75534028585954e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 2.054145804325687e-43 2.870513275681453e-42 5.567723659931782e-43 -2.052752336528367e-42 -3.337759877388585e-43 -1.43325086675198e-34 -9.64408148452414e-35 8.972475249366583e-34 1.433811838501171e-33 -2.484576448910577e-33 -8.884026991628612e-33 -2.912435641775264e-33 1.254172869261958e-32 1.52508433269971e-32 -6.985083240614814e-33 -2.233385192381878e-32 -5.082207826927188e-33 2.291907568241827e-32 2.405241406060128e-32 -4.923668486429728e-33 -2.001947049526308e-32 -1.413181441037624e-32 5.745972263161433e-33 8.461468005166391e-33
-10.65 3.321988789579141e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 7.106157390112153e-45 1.688184186101489e-44 -5.652032921459271e-45 -2.517087443559821e-33 -2.234762351577644e-33 1.70230590061524e-32 3.103829929737884e-32 -5.037165721828281e-32 -1.955516452527289e-31 -2.618394312136003e-32 4.081880631009548e-31 3.886987092846743e-31 -1.683019315478427e-31 -5.746658819256311e-31 -1.476363512426509e-31 5.436594962975797e-31 4.482099927791947e-31 -2.494961036884505e-31 -5.61463792865863e-31 -3.124553487916829e-31 -2.617002760747357e-33 2.345003367669252e-31 1.063278650328914e-31
-10.5 1.410354291864036e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 4.148893565164064e-47 -1.058127834045056e-31 -2.929518425836978e-32 6.33933702891378e-31 4.562239427492334e-31 -1.608695568551181e-30 -2.973580193850689e-30 1.067493612214336e-30 9.659213929668526e-30 7.956373228280805e-30 -5.129382607094584e-30 -1.296154636909294e-29 -3.238835490607182e-30 9.900673382799932e-30 8.985765164537519e-30 -4.327478682706894e-30 -1.240657583909084e-29 -5.337790794675177e-30 2.588977041629695e-30 4.382440743847225e-30 1.485546293985688e-30 -7.342140321921692e-31
-10.35 2.946942802051298e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -0 -1.196668146740597e-30 -3.827255907533618e-31 9.562952289274417e-30 9.903896864161323e-30 -2.814407662626112e-29 -5.919732671773625e-29 3.117177798386404e-29 2.044276433544785e-28 1.306981338423908e-28 -2.017783357291586e-28 -3.090335676252197e-28 -6.671794172079351e-29 2.3396090637285e-28 1.798012728776044e-28 -9.970483273094953e-29 -2.019204191446694e-28 -6.500267529730373e-29 9.939030776325563e-29 1.160786999458523e-28 5.602106164772185e-29 -3.295866220252312e-29 -3.106582722580163e-29
-10.2 3.779224407720366e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -0 -1.912037370742083e-28 -3.850897729573319e-29 3.671577421131734e-28 1.088616389920676e-28 -9.907260454779421e-28 -7.575636942554968e-28 1.23773799539634e-27 2.856970564717258e-27 1.114254494606578e-27 -4.842761485144005e-27 -6.555421577163227e-27 -9.326426424983221e-28 4.828539453382514e-27 3.863306321148475e-27 -1.259210150678977e-27 -3.714930504319623e-27 -9.698404582280424e-28 2.418325538694076e-27 2.358483658538682e-27 7.639539401175028e-28 -2.455495440411711e-28 -6.402194179702798e-28 -2.405046927839956e-28
-10.05 -8.225231556338972e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -0 -4.716379759662296e-27 -1.314195323857422e-27 3.121470624074297e-27 1.619507716069485e-27 -1.256483645942658e-26 -1.523362928619851e-26 2.100257696431974e-26 5.266850984692241e-26 1.521515850713223e-27 -1.048250927895074e-25 -1.096873095329661e-25 2.229162340179061e-26 1.099072872105332e-25 7.401300504100033e-26 -2.87976599425353e-26 -6.069371401155285e-26 -1.370613933698638e-26 3.439073910942536e-26 3.768788823761993e-26 5.795628458515526e-27 -1.24239691398136e-26 -1.216059617954875e-26 -2.175304914772814e-27 1.599689773525265e-27
-9.9 -6.975277304822751e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -0 -8.244249595599959e-26 -3.28095032258057e-26 5.51329433758314e-25 1.169456332631894e-25 -4.444755056753403e-25 -1.303718971203222e-25 7.173396096172948e-25 5.80543455867985e-25 -3.914960460430777e-25 -1.385016733130972e-24 -1.293754933845426e-24 8.882928336643063e-25 2.406246181987816e-24 1.345492959247304e-24 -5.721958471371482e-25 -1.20642520372692e-24 -3.388185817030412e-25 5.67796661340312e-25 4.901253095318944e-25 -3.667474130497633e-26 -3.044089155280506e-25 -2.351177386829273e-25 -9.243701177387795e-26 5.258931186154726e-26 4.342161535510203e-26
-9.75 8.586393050841638e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -0 -9.243749968508428e-25 -2.95522272444248e-25 1.220901461495397e-23 4.264077826169722e-24 -2.224358669577202e-24 -2.025028053210463e-24 7.468794397329287e-24 1.07036099011553e-23 -7.712455929279834e-24 -2.408858477332633e-23 -9.20158925494194e-24 2.52056208356798e-23 3.966800212699683e-23 1.465044822426657e-23 -1.440915835147349e-23 -2.126308495120996e-23 -5.835163054722957e-24 7.066935758213862e-24 7.064958587894296e-24 -5.21035433086235e-25 -5.270267720547962e-24 -3.507804889036697e-24 -7.72428924207225e-25 4.509689811977442e-25 7.116303397568968e-25 2.805609132542708e-25
-9.6 3.729457239653155e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -0 -2.571820554051138e-23 -4.187952529725348e-24 1.893830572073535e-22 9.265797110408313e-23 -5.595496407056706e-22 -1.205893228934339e-22 2.441764831174923e-22 6.211397851804317e-23 -2.667642302249184e-22 -2.278170210495687e-22 1.263218872389719e-23 3.421228617455163e-22 4.999502325270481e-22 9.266849942420951e-23 -3.840398730324592e-22 -3.786430608180553e-22 -8.589196085304664e-23 1.326809882148137e-22 1.085569244358058e-22 -8.884463164286636e-24 -5.877118700704124e-23 -4.000118754664512e-23 8.411309594020225e-26 1.521835980707045e-23 1.236123764199894e-23 2.416296863519615e-24 -6.031474653918485e-25
-9.449999999999999 -8.112403873631484e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -0 -5.045667771077233e-22 -4.847385208658942e-24 1.876021141783987e-21 8.627989477418375e-22 -1.111418183818858e-20 -4.689448377251242e-21 8.784499291676525e-23 9.764548633448249e-22 -2.254493367456533e-21 -3.803958565155547e-21 1.441402475151749e-21 5.878062435677874e-21 3.815389073060535e-21 -1.890193562742155e-21 -6.588377566023523e-21 -5.281933151882086e-21 -7.721563421475679e-22 2.2313303797995e-21 1.812932361813812e-21 1.371935665463746e-22 -7.379448914957678e-22 -4.030194852923573e-22 1.315007981059703e-22 2.79885576117456e-22 1.841567573488169e-22 7.250936954659576e-23 -2.36171280456557e-23 -2.200409744575895e-23
-9.299999999999999 -3.585800347273945e-18 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -0 -8.477851273911808e-21 -9.236195028438548e-22 4.596559699247572e-20 1.045478590797125e-20 -1.529503843262281e-19 -8.939259571084258e-20 2.597782859308661e-19 5.422834679537952e-20 -6.65841236684203e-20 -1.009293505187507e-20 5.414047933713273e-20 4.848729684794006e-20 2.018266275113377e-20 -3.969039082475126e-20 -8.900079409692878e-20 -5.669485569345416e-20 1.329650366352281e-20 4.026780197796235e-20 2.629815879057898e-20 1.011014705701849e-21 -8.428359571243187e-21 -4.776701397335207e-21 1.222721097203371e-21 3.634717050831075e-21 2.108313262087875e-21 5.123684432174911e-22 -1.370925540544778e-22 -3.124872012710902e-22 -1.512397482714587e-22
-9.15 -1.796285535931068e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 0 -7.04628653330619e-20 4.314306794092345e-20 7.911639735496371e-19 6.540595174313876e-20 -1.326667494317486e-18 -8.049574970911044e-19 4.630084530548815e-18 2.318712101846188e-18 4.227311773342378e-19 -1.643368912206092e-19 3.947055230278191e-19 7.191989160755726e-19 -1.432204588845955e-19 -7.668137268232439e-19 -6.80516459702726e-19 -2.554860257385178e-19 4.018438214183014e-19 6.347275069885063e-19 3.482915189465032e-19 -1.123251389705293e-20 -1.354973831104082e-19 -7.207514128154965e-20 1.052909535702304e-20 3.04132325971966e-20 1.787136639826973e-20 7.800729745957392e-22 -5.1324825653926e-21 -4.379321473520683e-21 -1.415355276389027e-21 -3.04979295405319e-22
-9 2.097289354880286e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -0 -4.930142214242947e-19 7.571032389470849e-19 1.152751156818398e-17 2.034449416029797e-18 -2.876698203185202e-17 -8.387419767506521e-18 5.660678684774586e-17 3.893661386328018e-17 -5.984580251761463e-17 -1.111414061216134e-17 9.415050065525011e-18 -6.839123268113013e-19 -6.414941080508128e-18 -5.919782661654976e-18 -4.662468491646401e-18 1.26458174075929e-18 7.248055790416877e-18 7.405116267826576e-18 2.761800891058887e-18 -8.853021897231676e-19 -1.910003907852776e-18 -9.788259843513073e-19 -2.471031920414656e-20 2.94731241681563e-19 1.400250917216951e-19 -3.752245072191168e-20 -7.983518577667043e-20 -5.510032974130171e-20 -2.579465181624955e-20 1.099180115008303e-22 2.56912537599739e-21
-8.85 1.703226802336904e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 0 -3.519427094503952e-18 1.186782712955853e-17 8.69342413205171e-17 -3.878137347231605e-17 -4.310447273167388e-16 -6.750961651749135e-17 4.250088996047805e-16 3.272118678074239e-16 -9.602385211048037e-16 -5.705543612431068e-16 -1.572740177153815e-16 -6.884441807025263e-18 -5.109242902194631e-17 -7.554329664702602e-17 8.688706794316756e-18 5.160895641714501e-17 5.914981137731912e-17 5.362826499329593e-17 1.072056103133602e-17 -2.578267498061116e-17 -2.629791454434236e-17 -1.090477602795548e-17 6.408533074901581e-19 3.10682717920323e-18 1.470734706630411e-18 -1.914274511263024e-19 -8.205309837065009e-19 -5.3196207240734e-19 -2.021484596533128e-19 -4.197609280936333e-20 3.785460150260601e-20 2.526833091497749e-20
-8.699999999999999 2.386406756421812e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 0 -3.978186220591922e-17 1.451140980664512e-16 5.659231568473942e-16 -6.868404930253223e-16 -5.455990092573012e-15 -1.337620852687897e-15 8.225894261893994e-15 2.925839030403867e-15 -1.04807209208583e-14 -8.464182622728397e-15 6.87257638997459e-15 8.933876954798025e-16 -7.49477847588987e-16 3.557802024017022e-16 4.891995823767807e-16 4.512260551947365e-16 4.434879578461173e-16 1.282346118681292e-16 -1.941050010510368e-16 -3.626332655939588e-16 -2.76529991408795e-16 -9.996379761495274e-17 2.235985760024824e-17 4.255610739509108e-17 1.978943220946484e-17 4.316155007143931e-20 -4.87862974169957e-18 -3.755012317743339e-18 -1.154619434303529e-18 1.130774937884317e-19 3.557121733403777e-19 2.377727943720207e-19 1.097437042242173e-19
-8.549999999999999 -2.817325975130375e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -0 -7.256908461304592e-16 8.258643783129982e-16 3.045151876434428e-15 -1.011276766626177e-14 -3.739221392198104e-14 1.06200100528224e-14 1.063283876236692e-13 2.480589723937432e-14 -6.70233684129366e-14 -6.491541316760275e-14 1.003409533612913e-13 7.247658610816309e-14 2.3185374722028e-14 4.827168491482529e-15 5.576055223960083e-15 4.780692009610677e-15 -3.110949634479515e-16 -1.575999649952372e-15 -2.451259202959636e-15 -3.263319646252558e-15 -2.105987272552681e-15 -2.914734217586102e-16 4.846683079942698e-16 4.864421890547135e-16 2.093153509599972e-16 2.218919101787857e-17 -3.588989602305956e-17 -2.289828292799671e-17 -3.394749267896403e-18 4.545790114690413e-18 4.827882174437879e-18 2.991717541911534e-18 7.992485640604053e-19 2.511919580047559e-19
-8.4 7.078888604978545e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 0 -4.739122365875353e-15 9.997957141213376e-15 3.09587109983458e-14 -1.062160368818427e-13 -2.266771425233169e-13 2.063913625050121e-13 1.17239603943025e-12 3.692344990006855e-13 -1.176043432238517e-12 -4.951546528632541e-13 9.912518635404917e-13 9.530117866232908e-13 -3.60244178368673e-13 7.993698426211578e-15 4.387096997625332e-14 -3.336052370758615e-14 -2.533003699449853e-14 -2.327996313428606e-14 -2.111430837501246e-14 -1.196819709997983e-14 -5.028978121237023e-15 3.734230574539505e-15 7.392671016613307e-15 5.129258141038253e-15 1.715159233325158e-15 4.208209568666437e-18 -3.347749572165251e-16 -1.998639198520174e-16 -3.526577630269634e-17 4.685111246873392e-17 4.535260813275695e-17 2.557456235222296e-17 1.133329930418502e-17 1.376969021645244e-18 -1.781424175340428e-20
-8.25 2.719382805005334e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 0 -5.145045961789504e-14 7.761114915788219e-14 4.568816337114406e-13 -5.114323975072068e-13 -9.291458074870748e-13 2.898754850811594e-12 7.311671354374125e-12 -9.460815462258669e-13 -1.296514363869996e-11 -4.098864550323217e-12 5.259277294190343e-12 6.566176018859171e-12 -4.971360730661091e-12 -4.732134447670732e-12 -1.592213974374721e-12 -4.941915915631377e-13 -4.111767995552137e-13 -2.082314636953667e-13 -9.401271145620402e-15 7.220649108058195e-15 3.981791084340627e-14 7.351385958589569e-14 6.95075301578885e-14 3.691589068941825e-14 1.0737269024871e-14 -2.410079239695397e-15 -3.919074051434015e-15 -1.998177134442565e-15 -4.441349006358536e-16 1.557700021886699e-16 2.807425975460417e-16 1.687101756526548e-16 6.755244581091575e-17 2.026662881571201e-17 -1.718104211207645e-18 -2.919071667448278e-18
-8.1 -6.009639282285185e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 0 -2.108977903986804e-13 7.520001744400198e-13 2.57617761596202e-12 -5.187002535940122e-12 -8.288122150031074e-12 2.601936566513881e-11 4.124970846699625e-11 -2.614224561881343e-11 -1.250505521264821e-10 -4.831321783918057e-11 8.632706690567979e-11 4.232538920074387e-11 -4.635699641343993e-11 -5.550875795796741e-11 5.084211078470563e-12 -4.921234171356649e-12 -2.411655241864765e-12 1.013690391707455e-12 7.70294925562715e-13 7.683693626499323e-13 5.288704019366588e-13 3.637634801923596e-13 3.257919167455427e-13 1.593170130999058e-13 -1.012895086386994e-15 -4.616573653280496e-14 -3.609466667942125e-14 -1.643197011311761e-14 -4.145830786146548e-15 5.451744715396163e-16 1.144129002741146e-15 7.571650474470652e-16 2.711399772470541e-16 3.923946021058192e-17 -2.014748989137807e-17 -2.505646455023961e-17 -1.529113402347684e-17
-7.949999999999999 1.131567616447525e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -1.927956427074711e-14 4.11572402388907e-12 2.301232560632947e-11 -3.459407810339742e-11 -9.671714008095072e-11 1.049418291993228e-10 1.317288439681841e-10 -3.61360172859631e-10 -7.105742152076805e-10 -1.076831585192279e-11 7.989920885385532e-10 3.293863508735651e-10 -1.930785602723453e-10 -3.395211523206098e-10 8.725919439730669e-11 1.508481575578541e-10 4.988563791091797e-11 1.98993672150203e-11 1.607881700541101e-11 6.431166191543109e-12 1.502036029507405e-12 7.625110570304289e-13 8.577744292470039e-14 -2.904735148121598e-13 -5.623746754755305e-13 -5.128265424027491e-13 -2.969642269379987e-13 -1.029237904248209e-13 -2.007927222377847e-14 4.334788634638791e-15 7.130864388111829e-15 3.594765423164332e-15 8.032702871146109e-16 -2.70066303287886e-16 -3.73455297046766e-16 -2.377668557381448e-16 -1.174122613361838e-16 -5.283349047592123e-17
-7.8 8.838472313185987e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 4.189130090874321e-12 1.774964094313734e-11 8.250748220451312e-11 -2.842845739855318e-10 -4.694013758146923e-10 8.813910018611002e-10 9.981169698226248e-10 -2.758473319034512e-09 -3.723929862826809e-09 1.442682227521138e-09 6.787370608126366e-09 3.129853478427474e-09 -3.200635379079252e-09 -1.823757933949889e-09 9.36645408678334e-10 1.60580503672799e-09 1.909150276870511e-10 2.469428613540507e-10 9.256884520773996e-11 2.626402892127418e-12 -8.24225158969303e-12 -1.24937878677743e-11 -6.695518069276699e-12 -4.646146839288932e-12 -4.435956944932965e-12 -3.227245806107009e-12 -1.488864565177935e-12 -4.901354286647362e-13 -3.201557502619399e-14 6.035523100110932e-14 4.644813748847971e-14 2.350616189503239e-14 6.46235483395355e-15 -1.291814215589234e-15 -2.391934338811479e-15 -1.603831342646583e-15 -8.554846661652893e-16 -3.649810977566862e-16 -1.507217348042428e-16
-7.649999999999999 1.070253528511285e-16 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 3.4453858603391e-11 1.010329785716731e-10 -7.165379681827725e-12 -1.331130738607869e-09 -3.375322416298457e-09 4.998956601393766e-09 8.951930207318565e-09 -9.202111528236236e-09 -9.556436671893966e-09 2.111385937183242e-08 3.520625275116514e-08 5.208946892013353e-09 -2.42429834259784e-08 -1.306915604476058e-08 2.499011083153907e-09 8.645749458583407e-09 8.473551675852956e-10 -2.002361458674355e-09 -5.699170111167543e-10 -3.078192099627159e-10 -2.821614433869974e-10 -1.137514471698251e-10 -4.686363075741148e-11 -1.966831058874916e-11 -8.88473734489791e-12 -6.572459521700765e-12 -3.083921725990417e-12 -2.091091985406916e-13 5.679422438946355e-13 4.919455667904166e-13 2.806898048298968e-13 1.1271836124953e-13 3.313363813218131e-14 -2.769130617497505e-16 -1.013811917543157e-14 -8.076322803214016e-15 -4.835100083330039e-15 -2.639613260046251e-15 -8.842813717703964e-16 -4.08682748409851e-16
-7.5 -3.519892677453127e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 0 2.582558716235799e-10 4.991667321930917e-10 -1.297673133347125e-09 -4.610111170750781e-09 -1.06685985529406e-08 3.443815018309052e-08 3.732544980170677e-08 -6.299470129637957e-08 -5.924333770081999e-08 1.365454401653076e-07 1.710680843517454e-07 -2.947581411636889e-08 -1.837958940484624e-07 -9.999785603624377e-08 5.577809983777009e-08 3.782896359344232e-08 -3.530156761397978e-09 -2.061263677007366e-08 -6.318272558108451e-09 -4.618449616210283e-09 -1.751055010253681e-09 -5.17084854215653e-10 -9.063823680727472e-11 4.072231755002852e-11 2.761088254057696e-11 2.101857778596165e-11 1.368727625944201e-11 1.026073017604615e-11 6.05234117558094e-12 3.106612136283533e-12 1.229509922803238e-12 4.696349936694381e-13 1.141280461758613e-13 -1.765831921389977e-14 -4.678444829705937e-14 -4.30547430648971e-14 -2.665442986266215e-14 -1.432285736178826e-14 -7.305783064548818e-15 -1.950626289247706e-15 -9.956292035921749e-16
-7.35 4.051189083911193e-17 -0 -0 -0 0 -0 -0 -0 -0 -0 0 -0 -0 0 -0 -0 -0 -0 -0 1.73023865804587e-09 2.242578511356551e-09 -8.626418990176425e-09 -2.180991672026512e-08 1.260626304207562e-09 1.375325801858186e-07 2.099790238963895e-07 -2.998360466710206e-07 -3.945884665992771e-07 3.703328058027407e-07 3.642058880093257e-07 -5.771225856090555e-07 -8.744227533592657e-07 -2.346782818712923e-07 3.277610442750792e-07 2.476553640733859e-07 1.500397261904842e-08 -9.762227518001381e-08 -3.890519772602384e-08 4.144978203993285e-09 -1.156920966644464e-09 7.748507420066574e-10 1.603708622798223e-09 7.843738491392238e-10 4.502820338727894e-10 1.766491380064075e-10 8.21665519502905e-11 4.244014825191946e-11 2.387575980390782e-11 1.004884796019522e-11 4.06371408966361e-12 1.522024603518914e-12 5.710290399613045e-13 1.276191065825107e-13 -7.736506141999381e-14 -1.075176406736299e-13 -9.642947636262684e-14 -5.903315893098692e-14 -2.938232928409897e-14 -1.350889093732165e-14 -3.822283742540444e-15 -1.819055554401643e-15
