x exact r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30 r31 r32 r33 r34 r35 r36 r37 r38 r39 r40 r41 r42 r43 r44 r45 r46 r47 r48 r49 r50 r51 r52 r53 r54 r55 r56 r57 r58 r59 r60
-0.15 0.04446850911881099 0.04999973890014637 0.0311095145415719 -0.0126436462157888 0.02240160173057117 0.01376619367546447 0.026104165217439 0.03737946895033685 0.04305062704691261 0.05490433434115134 0.05096779104564685 -0.0749635202168763 -0.05773717511255831 -0.04737354518049576 -0.03829451401668001 -0.01798455753060605 -0.003369992959909608 0.02527286734823534 0.04796917530936511 0.06547609032624836 0.06595829480902517 0.07206247196537302 0.0778060389041932 0.07483394213206136 0.06410914239536585 0.05477645394116425 0.04959760100080008 0.04724144423810935 0.04612220607655614 0.04498415396725956 0.04463967988523171 0.04448473611381165 0.04448642994502149 0.04447726368231277 0.0444692379287456 0.04446744473134159 0.04446780776177447 0.04446865757189075 0.04446829252531941 0.04446854648132359 0.04446845863649122 0.04446851355862312 0.04446850041211929 0.04446851090133708 0.04446850783891838 0.04446850940767658 0.04446850902305198 0.0444685090619358 0.04446850913160951 0.04446850909534403 0.04446850912720576 0.04446850910856964 0.04446850912191887 0.04446850911544842 0.04446850911973411 0.04446850911818342 0.04446850911886976 0.04446850911873211 0.04446850911880391 0.04446850911879323 0.04446850911879384
0 1.280002837968401e-14 -0.0503567487197725 -0.01754020010734775 0.006095936595477613 -0.00227493963217125 0.02497556605681609 0.01842933341787214 0.02851382923206362 0.02109945247516879 0.01264760374081444 -0.001546173185211981 0.005998755538378528 0.01151294821983943 -0.002035762280506377 -0.01884673515379164 -0.05956885221226541 -0.05335259067035427 -0.02622651583536791 0.005273138553007383 0.01863503864223967 0.03031025068095502 0.03668354656708562 0.03504915391874978 0.02878276110536716 0.01928600677101048 0.008395444685262307 0.003733694938753669 0.002351826529979971 0.001380830278991191 0.0009015339328811131 0.0001262061513567821 1.054402387357393e-05 -3.088640717056232e-06 5.237095581768616e-06 -3.060249840653492e-07 -1.575251327257123e-06 -1.578893140601594e-07 -3.831682951987168e-07 1.079802272146335e-07 -1.0295057330764e-07 2.594447692658071e-08 -1.170220832798878e-08 8.8634524544364e-09 -1.477807821610232e-09 2.213519258385825e-09 -3.112855124260739e-11 4.092480648249383e-10 1.505739619485025e-10 5.32527096163511e-11 3.507904297773941e-11 -4.643806401957776e-12 7.084079969356543e-12 -5.145266401313179e-12 2.284626585050742e-12 -1.436309958679788e-12 5.208309930519026e-13 -1.880666795499967e-13 1.716711796344423e-14 -3.94693675849686e-14 -1.755710796103041e-14 -3.156153681778527e-15
0.15 -0.04446850911878548 0.002672165876162966 -0.006597932552456071 -0.01317742126619147 0.005701954886648838 0.007786497141820717 0.01629208673573566 0.01230307929215935 -0.006914805587633149 -0.03993952438308945 -0.05905973401831917 0.09041840155046957 0.07769756889512885 0.05137591478985169 0.003090973942270014 -0.07185129761493947 -0.09151705883170065 -0.06555507994029722 -0.03505657804757797 -0.0167190126274218 -0.001100523539372797 -0.003585000883446463 -0.01190257821587494 -0.0174694166339492 -0.02870155124207484 -0.03706367243816341 -0.04164151493710683 -0.04304698663050698 -0.04338038334307027 -0.04405714318618194 -0.04435946959129199 -0.04450811234091264 -0.04448138919566822 -0.04447576743669575 -0.04447077597564748 -0.04446857155654736 -0.04446836939752617 -0.04446778465997656 -0.04446842907314099 -0.04446838100039835 -0.04446851715236785 -0.04446848635782581 -0.04446851319537486 -0.04446850454996047 -0.04446851021255848 -0.04446850825551042 -0.044468509215122 -0.04446850901682322 -0.04446850910222435 -0.04446850912230225 -0.0444685091127611 -0.04446850912554762 -0.04446850911532624 -0.04446850912209049 -0.04446850911784362 -0.04446850911961876 -0.04446850911869615 -0.0444685091188759 -0.04446850911876659 -0.04446850911878461 -0.04446850911879404
0.3 -0.08728014808364297 -0.02124699145482141 -0.008744208085156319 -0.02397215065972691 -0.0008007533133175034 -0.0001664051714403664 0.001451802586350929 -0.01897520936585518 -0.05606794405336131 -0.09206790838820607 -0.1076628514896499 0.1691523416191618 0.1301258142575261 0.09395889723979781 0.03751193127049886 -0.07317017020915888 -0.1026207860435146 -0.09317362132064685 -0.06297993027506579 -0.03673156950337073 -0.03826313697042905 -0.04953131752759003 -0.05855328502553001 -0.06418302281540751 -0.07376853295286297 -0.08165670543862591 -0.08503285753191193 -0.08618299480492143 -0.08705946558340323 -0.08730982975364417 -0.08739153732130654 -0.08728561165009736 -0.08728805294882724 -0.08727943863306782 -0.08727984420233725 -0.08728097148498343 -0.08727925208499936 -0.08727997372989822 -0.08727976271419688 -0.08728011439441265 -0.08728009520536019 -0.08728015523296127 -0.08728013949079046 -0.08728015153397943 -0.08728014656853786 -0.08728014899063664 -0.08728014795562007 -0.08728014828341017 -0.08728014812446398 -0.0872801481067229 -0.08728014809277866 -0.08728014807990861 -0.08728014808744274 -0.08728014808107558 -0.08728014808505606 -0.08728014808298251 -0.08728014808383705 -0.08728014808353485 -0.08728014808366631 -0.08728014808363679 -0.08728014808364844
0.45 -0.1268410234546308 -0.03196956996230521 -0.01677125907653519 -0.01221427371315814 -0.01851782718885338 -0.003856081937153755 -0.0140736968136665 -0.07163992696809054 -0.1062615869929946 -0.1308750932500888 -0.1335782202724984 0.1818663405292381 0.1693136656896583 0.1197883024248897 0.05970039328730892 -0.04930861103540853 -0.09668053704595177 -0.09619419451603142 -0.06670126241138742 -0.06906478525447574 -0.08368259321859445 -0.09521056395349996 -0.1030874693945018 -0.1086683577212996 -0.1155034788650902 -0.1222226966634646 -0.1252726812220837 -0.1265747867064406 -0.1272252667351577 -0.1272549767841154 -0.1269491108522332 -0.1268641727927697 -0.1268394757489879 -0.1268463048183803 -0.1268424422029405 -0.1268388477787735 -0.1268417993199414 -0.1268413008874504 -0.1268414071767951 -0.1268410234569027 -0.1268410550064637 -0.1268410121456227 -0.1268410323125656 -0.1268410212966853 -0.1268410259541443 -0.1268410230314095 -0.1268410239858343 -0.1268410234116269 -0.1268410235066844 -0.1268410234479341 -0.1268410234529077 -0.126841023456556 -0.1268410234495748 -0.1268410234554017 -0.126841023452264 -0.1268410234548625 -0.1268410234542017 -0.1268410234546903 -0.1268410234545811 -0.126841023454654 -0.126841023454633
0.6 -0.1616855098580435 -0.009586396906752989 -0.002483166480998771 -0.03043792229157669 -0.002168202972195405 -0.02494794003145328 -0.02565936471792883 -0.1011145606614628 -0.1372318527893202 -0.14437162479176 -0.1349597762173805 0.1799906285503108 0.1586719407740298 0.1217318278036908 0.07576480678313223 -0.02326135710804426 -0.07007093964663115 -0.06870007999274858 -0.08628707045143032 -0.1163456630503125 -0.1308299475382273 -0.1378999103370498 -0.1455900647086188 -0.1482198296763021 -0.1541409254237555 -0.1577589079865056 -0.161200136650251 -0.1621896253078132 -0.1622280956869274 -0.1618867090368678 -0.1617139137806322 -0.161652765369278 -0.1616859396031091 -0.1616875466077098 -0.1616819838177226 -0.1616853937818988 -0.1616854952829891 -0.1616862766023131 -0.1616856766233422 -0.1616856391849573 -0.1616855057467424 -0.1616855302623631 -0.1616855048220298 -0.1616855141090821 -0.1616855082103354 -0.1616855107852519 -0.161685509423894 -0.1616855099529703 -0.1616855097758252 -0.1616855098561776 -0.161685509849821 -0.1616855098524674 -0.1616855098594611 -0.1616855098555481 -0.1616855098593696 -0.1616855098573608 -0.161685509858382 -0.1616855098579592 -0.1616855098581097 -0.1616855098580312 -0.1616855098580549
0.75 -0.1905448266057582 -0.02403294496478409 -0.01772146676241195 -0.01945651711760185 -0.02837410496376408 -0.02580723281921971 -0.03593408638156496 -0.09819445409337794 -0.1236829975675983 -0.1277469351477194 -0.1210825975040004 0.139681685802756 0.120810667678739 0.1091804809098576 0.07206467742797269 0.0003354331011315619 -0.02498487735274681 -0.07154068706451451 -0.1330167535160025 -0.1616347218408898 -0.1724587272487917 -0.1795068506065785 -0.1823410553586564 -0.1849520953966347 -0.1863024681218593 -0.1898862923879772 -0.1909606678729016 -0.1911110717765666 -0.1907792976581473 -0.1905518268174216 -0.1904434996490896 -0.1905149167986268 -0.1905335958097744 -0.1905461703730064 -0.1905463210361381 -0.190545440591337 -0.1905453444610767 -0.1905446524422211 -0.1905449479788721 -0.1905447873011169 -0.1905448699495345 -0.1905448184110553 -0.1905448351017801 -0.1905448223942125 -0.1905448281519415 -0.1905448253669749 -0.1905448269298308 -0.1905448263861417 -0.1905448266519372 -0.1905448265755299 -0.1905448266038857 -0.1905448266051597 -0.1905448266038141 -0.1905448266084301 -0.1905448266050624 -0.1905448266068944 -0.1905448266056115 -0.1905448266059396 -0.1905448266057267 -0.1905448266057842 -0.1905448266057572
0.8999999999999999 -0.2124174187297329 -0.05122620548809176 -0.02397861995515964 -0.03197772398670095 -0.02168894507455615 -0.0318640061899698 -0.02119975353984194 -0.05360484780274011 -0.07092134756675642 -0.08700060566372518 -0.08203375027746537 0.06424271493304388 0.08618020011852626 0.07810312987395022 0.06848312293217046 0.0290463723103537 -0.02234821154077018 -0.1079237246091476 -0.1721517237677496 -0.1989794853044344 -0.2095205675546362 -0.2131006390444633 -0.215369978142628 -0.2143415540746841 -0.214650571071836 -0.2142000900787072 -0.2134239972114538 -0.2125339765528861 -0.2123101360926387 -0.2121819508053058 -0.2123264361314499 -0.2123846115862893 -0.2124102356946651 -0.2124105650492307 -0.2124201469973085 -0.2124179666802665 -0.2124174077087972 -0.2124172500257474 -0.2124172142200746 -0.2124174528410204 -0.2124173833984331 -0.2124174279537479 -0.2124174074054496 -0.2124174208104456 -0.212417415635493 -0.212417419280955 -0.2124174179847295 -0.2124174188019959 -0.2124174186012785 -0.2124174187392184 -0.2124174187198362 -0.2124174187294138 -0.2124174187309383 -0.2124174187276575 -0.2124174187306242 -0.2124174187287163 -0.2124174187299399 -0.2124174187295625 -0.2124174187297808 -0.2124174187297199 -0.2124174187297427
1.05 -0.2266365760199492 0.02187020216651731 -0.007702326268080581 -0.02347397620300206 -0.009563009699598321 -0.008955964141395677 -0.005963215070419863 0.002215753909936677 -0.01099349651750123 -0.01898298023685616 -0.02540665367496224 0.01551627111135851 0.02429378525435364 0.05334674995884214 0.07286364278384723 0.01592831914850262 -0.06593151850824733 -0.1429787252560011 -0.2011950551440645 -0.228084226169426 -0.2372895122228081 -0.2395767211592723 -0.2388785641903883 -0.2382029655606883 -0.2351717133288023 -0.2301551518701095 -0.2272640148660618 -0.2266227347119953 -0.2262812683497561 -0.2265625505070259 -0.226615399696797 -0.2266769004382102 -0.2266333560772717 -0.2266344918178533 -0.2266326757705768 -0.2266372562148939 -0.226635835300152 -0.226636304703294 -0.226636526030327 -0.2266364964182856 -0.2266365877398078 -0.2266365564956548 -0.2266365833344488 -0.2266365720624021 -0.2266365785383348 -0.226636575108218 -0.226636576688683 -0.2266365758876856 -0.2266365761614796 -0.2266365760180167 -0.2266365760416291 -0.2266365760231079 -0.2266365760207545 -0.2266365760217417 -0.2266365760187839 -0.2266365760205988 -0.22663657601955 -0.2266365760200562 -0.2266365760198764 -0.2266365760199653 -0.2266365760199481
1.2 -0.2329276959750638 -0.07308393431489693 -0.02828435164613544 0.007795281261593113 0.01070858671849291 0.02216264948950097 0.02386225558588104 0.04614693146485523 0.05278872510251417 0.05307878417264943 0.04965205967325712 -0.05972088349491386 -0.01035543663870067 0.03435976431926471 0.03753643167235842 -0.04545135615424875 -0.1149635703945655 -0.1762912513601498 -0.2243096348324267 -0.2472990711142737 -0.2543121655994674 -0.2552999454542688 -0.2538450963022171 -0.2518767477509291 -0.2452302196754636 -0.2379848124213643 -0.2338244726763692 -0.2327502010443669 -0.2328549418240067 -0.2328473776618118 -0.2330620622362989 -0.2329510488254676 -0.2329495550987893 -0.2329199728234065 -0.2329274139257148 -0.2329256287111605 -0.2329274322927874 -0.2329272715452899 -0.2329273578917653 -0.2329276653188705 -0.2329276568370022 -0.2329277103837067 -0.2329276897638035 -0.2329277015650998 -0.2329276945567114 -0.2329276975497455 -0.2329276956828578 -0.2329276963632826 -0.2329276959526143 -0.2329276960373874 -0.2329276959729618 -0.2329276959818518 -0.2329276959770171 -0.2329276959749307 -0.2329276959766794 -0.2329276959746836 -0.232927695975538 -0.232927695974966 -0.2329276959751418 -0.2329276959750588 -0.232927695975072
1.35 -0.2314454705468783 0.07639455309735999 0.04189665447725933 0.02005403276629194 0.02533759915627914 0.04389821494155179 0.04562265964139758 0.08398311352260564 0.1011834373971373 0.1155697544716335 0.11603666293167 -0.08247382592270602 -0.0284162287868393 -0.008121227420151381 -0.04932527870867475 -0.1126035933449001 -0.1620495557513066 -0.2093311697174751 -0.2456618472491407 -0.2555852150878932 -0.2606667440971178 -0.259942714227498 -0.2580768302795236 -0.2537868597854501 -0.2454730948150001 -0.2373227073045938 -0.2331149317975089 -0.232083934547136 -0.2316096248796571 -0.231787059814302 -0.2314806756464298 -0.2314988854749347 -0.2314411682192806 -0.2314577294103493 -0.2314447908391542 -0.2314450159658675 -0.2314449035749725 -0.2314454199931509 -0.2314456136642742 -0.2314454740386801 -0.2314455116071123 -0.2314454644827661 -0.2314454812867295 -0.2314454685533328 -0.2314454734260157 -0.2314454698905804 -0.2314454711812031 -0.2314454702998533 -0.2314454706137372 -0.2314454704981127 -0.2314454705566395 -0.2314454705424621 -0.2314454705470519 -0.2314454705475454 -0.2314454705459052 -0.2314454705474863 -0.2314454705465629 -0.2314454705470457 -0.2314454705468427 -0.2314454705468972 -0.2314454705468821
1.5 -0.2227809068034833 0.0137281194056146 0.03639328155833772 0.0123413690411997 0.02749559484237695 0.046669018266523 0.05300187196186856 0.1123829946002625 0.1385521349519921 0.1596794442105879 0.1617546546956465 -0.08174134770430275 -0.0603635611933805 -0.1024404968749968 -0.1356791225830805 -0.1806937093961616 -0.2028442503384376 -0.2379677196203583 -0.2544462530791565 -0.2585204226428154 -0.2551784185578869 -0.2545670889278541 -0.2497702689566038 -0.2458860485029256 -0.2374530111003241 -0.2296648736530063 -0.2259921360078751 -0.2242834466647435 -0.2235765940053309 -0.222886801265991 -0.2229136847014301 -0.2227331612408845 -0.2227907282909542 -0.2227796251785392 -0.2227827016976283 -0.222782194802894 -0.2227816602263302 -0.2227815095448461 -0.2227811226723305 -0.2227809982513793 -0.222780890824352 -0.2227809154569136 -0.2227808986375938 -0.2227809086565185 -0.2227809043630086 -0.222780907369368 -0.2227809061251313 -0.2227809069280258 -0.222780906664857 -0.2227809068152199 -0.2227809067810324 -0.222780906803935 -0.2227809068015371 -0.222780906802695 -0.2227809068040929 -0.2227809068028658 -0.2227809068037684 -0.2227809068033595 -0.2227809068035475 -0.2227809068034811 -0.2227809068034868
1.65 -0.2079301258838921 0.01788878622710539 -0.001983074544219036 0.01316474563809644 0.01197444362999284 0.03558997958374395 0.0437038057903066 0.1218427216214092 0.1581584145701175 0.175415790665799 0.1913096814353974 -0.08948841607975755 -0.152322670346853 -0.1850566730137048 -0.215682729897602 -0.2354645628895184 -0.2415041852607647 -0.2462406992772402 -0.255336819278986 -0.2482024693683743 -0.2442876614297824 -0.2372197696081419 -0.2336245215973453 -0.2297526931629907 -0.2229862842547331 -0.2162194812524406 -0.2119807056253895 -0.2103833153132365 -0.2090148050413874 -0.2084305678774703 -0.2078191170481813 -0.2079571116347353 -0.2079177914761345 -0.2079376307927693 -0.2079338749915839 -0.2079316930971818 -0.2079317067490801 -0.207930541608383 -0.2079303048806555 -0.2079300632467396 -0.2079301264756584 -0.2079301091948112 -0.2079301267491892 -0.207930120888984 -0.2079301261846415 -0.2079301244939687 -0.2079301261189386 -0.2079301256442401 -0.2079301259719463 -0.2079301258540431 -0.2079301258953115 -0.2079301258787034 -0.2079301258845884 -0.2079301258841356 -0.2079301258835434 -0.2079301258845242 -0.2079301258836776 -0.2079301258840076 -0.207930125883832 -0.2079301258838966 -0.2079301258838839
1.8 -0.1882215063555717 -0.04627230305047631 -0.03255961257406179 -0.0006206321183718031 0.01259114557970046 0.01247454996261479 0.03849279228309239 0.1213062516902204 0.146106213845641 0.1784488917841035 0.1536577434920222 -0.1654939857961679 -0.2224479573687272 -0.2591055402491037 -0.2762371461487478 -0.2804109502534919 -0.2584811459323459 -0.253140084303171 -0.2372309967750704 -0.2307739202951852 -0.2234333803296238 -0.2167229311488996 -0.2113885534677485 -0.208945810151262 -0.2029911376968199 -0.196764258427286 -0.1932593898242548 -0.1908559867702185 -0.1897545338750236 -0.1886197610591106 -0.1883336664466685 -0.1881586237850645 -0.1882254330726965 -0.1882145844686075 -0.1882206748643049 -0.1882224244699457 -0.1882212462743303 -0.188221742012802 -0.1882214339521072 -0.1882215361781903 -0.1882214927743306 -0.18822151244227 -0.1882215008428675 -0.1882215078469981 -0.1882215046775201 -0.1882215068227717 -0.188221505855441 -0.1882215064500717 -0.1882215062437246 -0.1882215063745743 -0.1882215063404179 -0.1882215063575493 -0.1882215063523231 -0.1882215063542476 -0.1882215063551653 -0.1882215063548026 -0.1882215063556421 -0.1882215063554082 -0.1882215063555863 -0.1882215063555396 -0.1882215063555648
1.95 -0.1652044508953264 0.01121384159418532 0.004317042296244224 0.0005180711078118273 -0.003064273588559682 0.0175467015607214 0.04277420393127624 0.08522972096672365 0.1338026316127267 0.1061119828912248 0.05696684923115168 -0.2237152116500567 -0.2807077952246567 -0.3052174299010161 -0.3327478285807524 -0.2958426877763542 -0.2655795817514331 -0.2368855332554274 -0.2194732139603975 -0.2041038395866862 -0.1971906772835489 -0.1926761251249478 -0.1885625873177844 -0.1844874986279055 -0.1793998603671903 -0.1733949578728652 -0.169591729238817 -0.1681624270850636 -0.1667174193718746 -0.1659851372232082 -0.1652765705761753 -0.1652812269136939 -0.1652051990801996 -0.1652112452839525 -0.1652032639547424 -0.1652023028510421 -0.165203959591149 -0.1652040427587529 -0.1652045007506378 -0.1652044952612236 -0.1652044889931293 -0.1652044575799022 -0.1652044603642368 -0.1652044518013581 -0.1652044533793755 -0.1652044509493591 -0.1652044515320776 -0.1652044508742485 -0.1652044510116016 -0.1652044508775927 -0.165204450907582 -0.1652044508900843 -0.1652044508962603 -0.1652044508944502 -0.1652044508946478 -0.1652044508953594 -0.1652044508950154 -0.1652044508953626 -0.1652044508952769 -0.1652044508953345 -0.1652044508953132
2.1 -0.1405106170664406 0.0252592760969425 0.02733031221078734 -0.001213077385804841 0.0213131390082993 0.03549909201824479 0.04844361460321892 0.09155192841052086 0.03441522508640176 -0.01339629037833185 -0.0649740518383751 -0.236354067048973 -0.3104430151948787 -0.3501434962435659 -0.3487365031887147 -0.3107027497990432 -0.2479475342892338 -0.2186578091667885 -0.1920416230972939 -0.1762671922412342 -0.1706271636291313 -0.1664813359865337 -0.1634429155054234 -0.1608947888333595 -0.1533539500068974 -0.1473855853269179 -0.1442916317650671 -0.1426967087956887 -0.1420473238714758 -0.1410639838429887 -0.1407857595627162 -0.1405360709469493 -0.1405291868330205 -0.1405022087019188 -0.140507094956567 -0.140508991056183 -0.1405094094526946 -0.1405097855225571 -0.1405102056204284 -0.1405105583165838 -0.1405106108423342 -0.1405106284469902 -0.1405106181662452 -0.1405106207250651 -0.1405106170284819 -0.1405106180548839 -0.1405106169588851 -0.1405106173014251 -0.1405106170357864 -0.1405106171038441 -0.1405106170589142 -0.1405106170733623 -0.1405106170662159 -0.1405106170679323 -0.1405106170671435 -0.1405106170665548 -0.1405106170667242 -0.1405106170664268 -0.1405106170664904 -0.1405106170664285 -0.1405106170664455
2.25 -0.1157050539883418 -0.01084243719549089 -0.005129908960829302 0.02434969103061515 0.05074253521960596 0.04873320780094961 0.09561583204387697 -0.0228597441093358 -0.1012358006466956 -0.149668359255159 -0.175636299275733 -0.2480656576812572 -0.3220387191192166 -0.3501589877045571 -0.3597897331767614 -0.2867553355166909 -0.2338832205779154 -0.1861179956316536 -0.1623137146465731 -0.1510305447113829 -0.1447717324414207 -0.1408153037556751 -0.1381893695195511 -0.1350433158322558 -0.128018194904554 -0.1213330984779979 -0.1182297276937298 -0.1175218631044345 -0.1166476191857801 -0.1164618253821261 -0.1158555888492814 -0.1157574634822347 -0.1157020205523475 -0.1157119465015416 -0.1157040112124966 -0.1157050666446544 -0.1157041949703596 -0.1157048207677213 -0.1157049444402472 -0.1157049999523787 -0.1157050381566385 -0.1157050419145558 -0.1157050525291275 -0.115705051524457 -0.1157050541780191 -0.1157050533388593 -0.1157050540936165 -0.1157050537768047 -0.115705054014186 -0.1157050539666413 -0.1157050540056357 -0.1157050539889669 -0.1157050539929622 -0.1157050539894172 -0.1157050539891831 -0.1157050539888145 -0.1157050539883765 -0.115705053988446 -0.1157050539883403 -0.1157050539883608 -0.1157050539883341
2.4 -0.09214839342514532 -0.02948721726685065 -0.005728147640757526 0.04499918309001508 0.04318425440709304 0.1045337524594535 0.02593541394236588 -0.1833864685661024 -0.2435713964824979 -0.2553575194619371 -0.2741041438759262 -0.2533266258289503 -0.30397393515235 -0.3295611370981489 -0.3237123504923762 -0.2726521009970441 -0.1981111951935265 -0.1612596299996006 -0.1352906705778878 -0.1259013847069294 -0.1207937151430333 -0.1170625437222192 -0.1129357374466965 -0.108287524618982 -0.1034261949443635 -0.09726450250027976 -0.09385600134393736 -0.09264706222003324 -0.0926951071618799 -0.09222094674029911 -0.09224953846388446 -0.09215535855312849 -0.09216253374794509 -0.09214442024070603 -0.09215289593908593 -0.09214936785956084 -0.09214993780283916 -0.09214901322088594 -0.09214874314235158 -0.09214842936052424 -0.09214837261528604 -0.09214838048357817 -0.09214838570626215 -0.09214839106107736 -0.09214839169565729 -0.09214839313594399 -0.09214839303179675 -0.09214839345350787 -0.09214839336775893 -0.09214839344432504 -0.09214839342016221 -0.09214839343128456 -0.09214839342478993 -0.09214839342630875 -0.0921483934252678 -0.09214839342513977 -0.09214839342522993 -0.09214839342511306 -0.09214839342515574 -0.09214839342512451 -0.09214839342514244
2.55 -0.07089061841723168 0.03767268485051081 0.0483538665214877 0.01635555568352405 0.1163809502963492 -0.01023469185097917 -0.1398970661292421 -0.3132665112759673 -0.3379104532080056 -0.3382271951112275 -0.3415196629065599 -0.2463468281767447 -0.272508684683293 -0.2785071727739951 -0.2799630029588819 -0.2221096748399131 -0.1714549301511106 -0.1326246337166905 -0.1155164473046188 -0.1017720904934418 -0.09838488498292626 -0.09408619852977705 -0.08701394079851921 -0.08549605545713017 -0.07922572486830443 -0.07545853216592344 -0.07211492184730886 -0.07116782614019135 -0.07052356246104528 -0.07082766781457049 -0.07084232085725384 -0.07091928832646222 -0.07088552511945881 -0.07089699967971476 -0.07089164628117704 -0.07089401625492277 -0.07089138006240889 -0.07089128159186601 -0.07089062235033759 -0.07089061754941579 -0.07089061340194229 -0.07089061861923036 -0.07089061841877757 -0.07089061787478182 -0.07089061847559155 -0.07089061815193594 -0.07089061855474142 -0.07089061838843244 -0.07089061847317665 -0.07089061840695107 -0.07089061842063352 -0.07089061841193077 -0.07089061841748116 -0.07089061841609749 -0.07089061841719464 -0.07089061841719595 -0.07089061841716311 -0.07089061841722072 -0.07089061841720033 -0.07089061841722794 -0.0708906184172169
2.7 -0.05261162082093941 0.02512860144755464 -0.003388897673434477 0.09295998167144912 -0.06345179171727575 -0.1941288025296311 -0.3259833815698971 -0.3709620595619878 -0.3809271789784328 -0.3795456788063116 -0.3706001829251205 -0.2318996007182717 -0.2225200427905134 -0.2240583243834428 -0.2230009726391501 -0.1751776060777355 -0.1344740601177855 -0.117462113167274 -0.09061848543963075 -0.08400931480241622 -0.07591504212816973 -0.06922339781064138 -0.06636199604098293 -0.06284573065967597 -0.05996216855486967 -0.05463103639723724 -0.05346698336354019 -0.0523292248663466 -0.05204514692710891 -0.05213709217920961 -0.05252254089913424 -0.05257990558801506 -0.05263079182600364 -0.05261630584134075 -0.05261598786886244 -0.05261161825910025 -0.05261258141518031 -0.05261159532250636 -0.05261176154322948 -0.05261162847728869 -0.05261165287281038 -0.05261163192205704 -0.05261162698334549 -0.05261162313628748 -0.05261162171630155 -0.05261162130372343 -0.05261162086924662 -0.05261162087888616 -0.05261162077795115 -0.05261162081260258 -0.05261162080558916 -0.05261162081701824 -0.05261162081611075 -0.05261162081932859 -0.05261162081960108 -0.05261162082042214 -0.05261162082072635 -0.05261162082084351 -0.05261162082091577 -0.05261162082092042 -0.0526116208209368
2.85 -0.03761479046206687 -0.1245049180381387 0.04449699753713592 -0.06765464312988534 -0.3168963625403441 -0.4151285557491873 -0.4068029234635201 -0.4075919592903515 -0.3821761499181853 -0.3672951349755919 -0.3698386595364858 -0.2071345097182147 -0.1732884664795461 -0.1774391180652436 -0.1726914845833866 -0.1320301233391689 -0.1027874111055052 -0.08556408455983341 -0.0788161683685439 -0.06243485295630325 -0.05363238171021345 -0.04949948404025936 -0.04656545611362072 -0.04571449538010922 -0.04210595411491167 -0.03982762824854248 -0.03747253117997019 -0.03729039167153563 -0.03724038357588973 -0.03731242692356843 -0.03742757346485406 -0.03759642577140949 -0.03759683225917421 -0.03762031015837934 -0.03761313375276255 -0.03761478260637405 -0.03761435252780791 -0.03761521227186481 -0.03761489498052169 -0.03761491180932099 -0.03761480965588894 -0.03761480358147459 -0.03761479352553075 -0.0376147925835783 -0.03761479122452786 -0.03761479081604071 -0.03761479063677686 -0.03761479048026976 -0.0376147904802264 -0.03761479044943025 -0.03761479045995364 -0.03761479045659571 -0.03761479046077285 -0.03761479046033376 -0.03761479046153463 -0.03761479046170003 -0.03761479046194426 -0.03761479046204468 -0.03761479046206243 -0.0376147904620745 -0.03761479046206442
3 -0.0258694872852397 0.2979543557792421 -0.1278408783740309 -0.4387098873737926 -0.4946978523489812 -0.478162077921707 -0.4552830380001426 -0.3891647655531795 -0.3517934429016331 -0.332443459466441 -0.3220043308074392 -0.1877456693623591 -0.1510585189411599 -0.1391104211746579 -0.1340265250511843 -0.09844924427533458 -0.07167100605013543 -0.06528632651028278 -0.05138873829451456 -0.04228968341612392 -0.03539822319013469 -0.03325950542473675 -0.03089087334109394 -0.03061425893001826 -0.02862151967377828 -0.02628205167575632 -0.02564200032608344 -0.02566119281870462 -0.02581774457625563 -0.02589209486774338 -0.02581107685541972 -0.02579581066739924 -0.02585636360258427 -0.02585644299342647 -0.02586607923939004 -0.02586736440390288 -0.02586912349219027 -0.02586877032051847 -0.02586938086268014 -0.02586940593855524 -0.02586948207661941 -0.02586947950643072 -0.02586948631520469 -0.0258694859337682 -0.02586948697211977 -0.02586948708333319 -0.02586948717860749 -0.02586948726445609 -0.02586948727494566 -0.02586948729548934 -0.0258694872864704 -0.02586948728829844 -0.02586948728573699 -0.02586948728668061 -0.02586948728594777 -0.02586948728580697 -0.02586948728549202 -0.02586948728533845 -0.02586948728527803 -0.0258694872852473 -0.02586948728524303
