x exact r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30 r31 r32 r33 r34 r35 r36 r37 r38 r39 r40 r41 r42 r43 r44 r45 r46 r47 r48 r49 r50 r51 r52 r53 r54 r55 r56 r57 r58 r59 r60
-9 -1.396339135225991e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -0 -0 -0 0 -0 -0 0 -5.527631827966436e-20 7.197236590241316e-20 1.159725124850721e-18 2.151169136279262e-19 -2.868126463323682e-18 -8.683341671486355e-19 5.473967492448905e-18 3.806293242292087e-18 -5.695249452910575e-18 -1.386132897157041e-18 8.152078186879959e-19 1.195774337846268e-19 -4.270212770328738e-19 -4.98776475217822e-19 -4.477973287133233e-19 6.851036641615106e-20 6.043785502847716e-19 6.305936309038739e-19 2.380215675586275e-19 -7.165860686384743e-20 -1.586962906568252e-19 -8.158392262868613e-20 -2.619376166502894e-21 2.37901345430022e-20 1.141134585992852e-20 -2.81533674576405e-21 -6.213840464626907e-21 -4.289694869093394e-21 -2.002100458596382e-21 -1.864026379022252e-23 2.028242095213909e-22
-8.85 -1.277873613833896e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -0 -0 -0 0 -0 -0 -4.294413222032509e-19 1.16408761389857e-18 8.967464012895478e-18 -3.632671440106056e-18 -4.277536045340217e-17 -7.185040883992525e-18 4.246689149178353e-17 3.27655415301678e-17 -9.078347213596349e-17 -5.594905883637698e-17 -1.313401227091387e-17 2.81428594365715e-18 -2.843111435934707e-18 -6.910719294630792e-18 -9.035891189459472e-20 3.925049712185509e-18 4.962476221395964e-18 4.65992042685202e-18 9.960674873048456e-19 -2.138601385807579e-18 -2.20084942650299e-18 -9.156189431868906e-19 4.708027164397291e-20 2.536636509447886e-19 1.211763603551286e-19 -1.361117790069521e-20 -6.44134270607136e-20 -4.174177283986481e-20 -1.580660240508715e-20 -3.27675721001896e-21 2.837432549796966e-21 1.90350414878342e-21
-8.699999999999999 -5.445267739351864e-18 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -0 -0 -0 0 -0 -5.121379617818266e-18 1.462434397110032e-17 6.214394126973033e-17 -6.514923299509418e-17 -5.470136207404433e-16 -1.375069654837223e-16 8.16136230038672e-16 2.97100052147259e-16 -1.008229481559917e-15 -8.19327625787112e-16 6.492059228754769e-16 1.280203232483133e-16 -5.322299762739552e-17 2.175125588874816e-17 3.090332959478403e-17 3.421482735501407e-17 3.87493795758355e-17 1.295069008172476e-17 -1.524428711312242e-17 -3.035233641380252e-17 -2.333099808492385e-17 -8.466118470714648e-18 1.796255078226075e-18 3.500024196860549e-18 1.632161700963378e-18 1.698206764703726e-20 -3.859976338236169e-19 -2.979262556311851e-19 -9.182207298242009e-20 8.329601162112572e-21 2.741796000024848e-20 1.841476452876657e-20 8.074206175775497e-21
-8.549999999999999 1.311473000771901e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -0 -0 -0 0 -9.008277502345648e-17 8.491589925882246e-17 3.669047611487516e-16 -9.924578695423001e-16 -3.830754020608844e-15 9.779097610617159e-16 1.051809055265062e-14 2.54564210563961e-15 -6.649156966274442e-15 -6.407422706487117e-15 9.425733570260053e-15 7.036781667899789e-15 2.118001443128497e-15 2.096587644272635e-16 3.441633847903668e-16 3.891550674875212e-16 -7.171840987612365e-19 -1.058515042099771e-16 -1.951360176990562e-16 -2.753576251697829e-16 -1.799963491973944e-16 -2.603511917563546e-17 3.991213537350984e-17 4.031064381152168e-17 1.734500127092913e-17 1.89888622152679e-18 -2.877585165291375e-18 -1.843182916142862e-18 -2.83219805637553e-19 3.495087601152779e-19 3.738192709200787e-19 2.309153423798655e-19 6.338473989818157e-20 1.787972270990443e-20
-8.4 2.684810238792326e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -0 -0 -0 -6.505575872236349e-16 1.073489576310191e-15 3.913538924838662e-15 -1.07143896528515e-14 -2.442200771360392e-14 1.950489279799783e-14 1.171452511887113e-13 3.734438182644182e-14 -1.16118528388394e-13 -4.958109482590723e-14 9.481926052774502e-14 9.148958438270382e-14 -3.364496957176653e-14 -2.287184016402724e-15 2.504745953344081e-15 -2.952615690040373e-15 -1.778033203512414e-15 -1.706983849554317e-15 -1.716343269067683e-15 -1.034114648744425e-15 -4.61659531989115e-16 2.960783860555981e-16 6.154814025834451e-16 4.280712445356244e-16 1.43332099209263e-16 1.054839717569554e-18 -2.713391925152956e-17 -1.623885157218311e-17 -2.944776148779102e-18 3.640656395285793e-18 3.534681393896919e-18 1.983228481122642e-18 8.738989123930642e-19 1.139276779246409e-19 -3.979741034126984e-21
-8.25 1.443972562102077e-18 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -0 -0 -7.456437101684791e-15 8.526585754738721e-15 5.637929972908842e-14 -5.270539457489615e-14 -1.099629387064923e-13 2.846125997435986e-13 7.44173009307346e-13 -8.219758754322992e-14 -1.278641769718558e-12 -4.124574363868737e-13 5.180360135948458e-13 6.409306338563655e-13 -4.626363671687208e-13 -4.555777796186683e-13 -1.513866504202747e-13 -3.830107275407018e-14 -3.056711653467362e-14 -1.567473072542881e-14 -5.401655974482401e-16 8.683336091039919e-17 2.940544512933254e-15 6.045778741737228e-15 5.832905754631381e-15 3.107273120128748e-15 9.065903031975936e-16 -1.934081637580498e-16 -3.204122922042355e-16 -1.631944370876875e-16 -3.65540810760891e-17 1.198862387237503e-17 2.203877500929375e-17 1.318146119761172e-17 5.235862594771583e-18 1.564573049253815e-18 -1.130205502793743e-19 -2.203153565615802e-19
-8.1 -1.552584828717001e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -0 -4.050547357764583e-14 8.913836985516175e-14 3.51065858869506e-13 -5.578840901627553e-13 -1.026673871618889e-12 2.627184788122781e-12 4.370439189795939e-12 -2.453823649945258e-12 -1.24534962409511e-11 -4.834982024559735e-12 8.482010412138286e-12 4.191921103951775e-12 -4.404462734748263e-12 -5.289870931903881e-12 4.540350681154594e-13 -3.526938321376021e-13 -1.555334932466793e-13 1.069678171937591e-13 6.419882394184643e-14 6.002828806516614e-14 4.136365556270129e-14 2.964589232681741e-14 2.758779654352491e-14 1.365026659233156e-14 3.838139173641941e-17 -3.799752680409857e-15 -2.975919363599948e-15 -1.350629024390052e-15 -3.412705880943505e-16 4.158052082538281e-17 9.041381104508535e-17 5.967526870385459e-17 2.122852702180146e-17 3.061238271499408e-18 -1.5012131590285e-18 -1.900333850488274e-18 -1.129485107214213e-18
-7.949999999999999 1.058204234928266e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -0 -1.218708820656484e-13 5.235076048975046e-13 3.331093989627988e-12 -3.814110910181016e-12 -1.18500572508762e-11 1.084259954395289e-11 1.523815485082451e-11 -3.549002675189715e-11 -7.187818120869314e-11 -1.912689255869943e-12 7.856521670960186e-11 3.272841438773459e-11 -1.887093548417709e-11 -3.283603470836883e-11 7.919218698320776e-12 1.441712818006903e-11 4.873691018850645e-12 1.776304273401625e-12 1.343242753187893e-12 5.030115444279213e-13 1.053760566785885e-13 6.190671797590353e-14 1.003108083360133e-14 -2.20238863465117e-14 -4.624534706121332e-14 -4.262986727239232e-14 -2.466696114511794e-14 -8.530067618026484e-15 -1.671610082174487e-15 3.378363709136924e-16 5.688536869225939e-16 2.859903377637389e-16 6.395600875730098e-17 -2.069078721129588e-17 -2.863392132331334e-17 -1.807054367736596e-17 -9.033290646875174e-18 -3.886602203594406e-18
-7.8 2.245528159094305e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 0 -3.569966887955934e-13 2.228879187029295e-12 1.573981376451845e-11 -3.385993494086512e-11 -6.332137022747677e-11 9.500501608707483e-11 1.209393842572287e-10 -2.787691957458719e-10 -3.88975888034991e-10 1.334236793734147e-10 6.737317258891871e-10 3.108843869536637e-10 -3.128576564845029e-10 -1.78946870202358e-10 8.807175702649838e-11 1.519812990315801e-10 1.858758953083794e-11 2.121854367506794e-11 7.223319937035526e-12 -2.543289537902819e-13 -8.456653729664535e-13 -1.069245751170742e-12 -5.365717783869307e-13 -3.726564183643469e-13 -3.674360261355721e-13 -2.701410201490334e-13 -1.245364209622836e-13 -4.094120310657112e-14 -2.806797244985496e-15 4.854490918414408e-15 3.737341993029272e-15 1.883316148554527e-15 5.17525554716681e-16 -9.854330278952351e-17 -1.845467014481788e-16 -1.229570816645128e-16 -6.556771014884492e-17 -2.828760722254526e-17 -1.108481506140405e-17
-7.649999999999999 1.585384507934739e-16 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 0 -3.26990876197817e-13 1.243631587367427e-11 3.813740539935018e-11 -1.714850968844248e-10 -4.871889800647944e-10 5.534704888808217e-10 1.087402485867819e-09 -9.533646928835393e-10 -1.077249065649991e-09 2.073532160957146e-09 3.540994267530255e-09 5.450398694880417e-10 -2.376639611768872e-09 -1.286513003145004e-09 2.414386996190543e-10 8.293253718643031e-10 8.562143396862946e-11 -1.903045035854357e-10 -5.815935304295741e-11 -2.957079107597773e-11 -2.520491841578402e-11 -9.659803796192664e-12 -3.808684672834731e-12 -1.564507490953181e-12 -7.167787940504471e-13 -5.510019847204312e-13 -2.61477661041909e-13 -1.900813822842071e-14 4.634189854717078e-14 4.015303292714778e-14 2.279526800454562e-14 9.105213991567866e-15 2.671690471737585e-15 -4.039745025356119e-18 -7.869664177769063e-16 -6.230728879415143e-16 -3.720186954091928e-16 -2.037438983268347e-16 -6.88107748944342e-17 -3.002211664335524e-17
-7.5 3.345661835268675e-17 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 -0 1.357930676837137e-12 5.755057368315366e-11 8.701001647554552e-11 -5.907198615507061e-10 -2.004604457755718e-09 4.124769940193282e-09 4.965378156057357e-09 -6.807873291561461e-09 -7.013257803269832e-09 1.380866138354295e-08 1.765860359512371e-08 -2.594037170354485e-09 -1.818463159395468e-08 -9.875999779679564e-09 5.420252362602767e-09 3.679493405906483e-09 -3.136913580214181e-10 -1.937323694503457e-09 -5.980129448742875e-10 -4.172431159348184e-10 -1.510274944582094e-10 -4.215777474358144e-11 -6.237889739021715e-12 4.086995125988222e-12 2.459777592942177e-12 1.77472762651428e-12 1.136174774260397e-12 8.520414631713973e-13 5.008495421300007e-13 2.558685691832794e-13 1.00626367798658e-13 3.827550920029318e-14 9.334726448445915e-15 -1.308290797796228e-15 -3.644757396749785e-15 -3.352461538416415e-15 -2.062551250903517e-15 -1.104318851588457e-15 -5.612007342271234e-16 -1.502304577134809e-16 -7.224875519598322e-17
-7.35 1.415114469785609e-16 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 0 2.034704107229707e-11 2.481453061007795e-10 9.054405926360305e-12 -2.77422224712913e-09 -3.891311184696747e-09 1.798960377321895e-08 3.013636957008166e-08 -3.335298133951779e-08 -4.742931762925947e-08 3.847130638567545e-08 4.000361329670781e-08 -5.664085527670058e-08 -8.747938347167792e-08 -2.365893691716433e-08 3.202380678164009e-08 2.418955155621232e-08 1.483840757652137e-09 -9.291592901516754e-09 -3.692005857099423e-09 3.994840411024718e-10 -6.310302361259668e-11 9.098233085423151e-11 1.509142474966759e-10 7.125029992935843e-11 3.947370994910726e-11 1.501889544742983e-11 6.860962402622003e-12 3.519194920281087e-12 1.978412555247869e-12 8.269337694337948e-13 3.329088509279822e-13 1.246147253935401e-13 4.70457690149711e-14 1.089359236658114e-14 -5.794208702014928e-15 -8.30337126646946e-15 -7.476215842077612e-15 -4.560082085116129e-15 -2.247224655574925e-15 -1.017908745723819e-15 -2.810584465763466e-16 -1.200605495325482e-16
-7.199999999999999 3.772407288513166e-16 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 0 1.117453812322806e-10 1.197306519706553e-09 -3.536432297382299e-10 -1.058706866340761e-08 -6.992475019349605e-09 4.899226696463244e-08 1.081625369322909e-07 -2.050165234338623e-07 -1.843952738730399e-07 2.18592546351342e-07 2.055064350142159e-07 -3.198050284279161e-07 -4.029348752179729e-07 -1.034848875317147e-08 2.262550435242136e-07 1.467376098405259e-07 -3.537756448925574e-08 -3.199732872365891e-08 -8.85020292285461e-09 7.412227611089216e-09 4.630347439649667e-09 2.856927151945008e-09 1.165613971423773e-09 5.160887640421659e-10 1.671142476946954e-10 5.857027661401194e-11 1.411203202903814e-11 2.822983496019536e-12 9.188384460593229e-13 6.551403460284783e-13 6.265920485011948e-13 4.737763837445962e-13 2.931709855126234e-13 1.515033761257861e-13 6.798959333379535e-14 1.941435979342174e-14 4.265887871643955e-15 -3.861215853180673e-15 -3.794437889304325e-15 -2.172836785168545e-15 -1.007562588646475e-15 -3.512629462320522e-16 -6.37126693666586e-17
-7.05 1.110123665211504e-15 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 0 -5.871754729403127e-10 4.661343792198812e-09 -4.205225141930246e-09 -3.788865750145835e-08 2.806192169835311e-09 1.905177487691859e-07 1.68006909327109e-07 -7.710657592184865e-07 -8.521335844625854e-07 8.843812912516095e-07 1.000975859264552e-06 -7.07540909688772e-07 -7.642941954356186e-07 6.657447341169395e-07 1.012325510132093e-06 3.811209882044673e-07 -1.338455317623311e-07 -1.962699163188069e-07 -4.798783070760203e-08 3.310075839919539e-08 2.695703459054827e-08 7.081968256592647e-09 4.257183624089544e-09 1.234725226304151e-09 2.515915439448538e-10 7.808800354222257e-12 -4.453113666320813e-11 -2.950437562559504e-11 -1.784411820461615e-11 -4.323728474928067e-12 3.476238473932569e-13 2.206383398092383e-12 1.880926584651915e-12 1.01663278968514e-12 4.81514400093333e-13 2.103351822237394e-13 7.488734776135349e-14 3.083252115521786e-14 4.984898603370048e-15 -9.323783434171939e-16 -1.685093624963049e-15 -8.315199294332864e-16 1.079531575161797e-16 6.532032579887524e-16
-6.899999999999999 6.702262332577755e-15 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 0 -8.383178255044043e-09 1.823825317812156e-08 -2.09359194259476e-08 -1.507227066144529e-07 1.969655322242808e-08 5.865351410682592e-07 2.516366083422755e-07 -1.608713975272372e-06 -2.668424268438553e-06 4.342782097659053e-06 3.298104431522798e-06 -3.063090162732846e-06 -2.97759780511989e-06 3.23081942466334e-06 4.356411355870725e-06 7.623276475862593e-07 -1.0258627426526e-06 -8.785051438699875e-07 -2.636422142112773e-10 7.237569587473542e-08 6.637983384946264e-08 1.705569702863156e-08 -3.099089324932636e-09 -2.758493879531947e-09 -1.68212876613223e-09 -1.076978527914589e-09 -5.046944846152846e-10 -2.76381689779151e-10 -1.00033298577229e-10 -4.052078279298463e-11 -2.696485855890158e-12 6.816245879724878e-12 7.29675448689976e-12 4.809570151184889e-12 2.165480543629326e-12 8.931816586664761e-13 3.272944529468134e-13 6.848733602780286e-14 2.89610895111137e-15 -2.002514587804155e-14 -1.241746394196568e-14 -4.20005038207764e-15 1.187174115648405e-15 4.886608279753069e-15 6.025988636047667e-15
-6.75 4.138372937086439e-14 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 0 -2.387234265167781e-08 8.183371322095919e-08 3.609142314554954e-08 -4.731631026645393e-07 2.239579048077468e-07 1.700204141181073e-06 -9.529344890823485e-08 -5.0639964232251e-06 -3.312967061655786e-06 1.418759954231734e-05 1.113019659431578e-05 -9.968888532491766e-06 -9.862823776289731e-06 5.44096418913012e-06 6.948242158572751e-06 -2.45107693668571e-06 -4.579321986982122e-06 -2.181011647872078e-06 -2.912941530399454e-07 5.167676265657478e-07 2.233987247163144e-07 3.5501025413678e-08 -2.282914266973234e-08 -2.138828270699917e-08 -1.268182036625405e-08 -5.389440505189773e-09 -2.553902048387317e-09 -1.013181136132611e-09 -4.606605063034025e-10 -1.427445639839565e-10 -4.316516524142285e-11 6.238356402966109e-12 1.774093349598754e-11 1.34424076825559e-11 7.532974173299983e-12 2.92548769865012e-12 1.097938521557229e-12 3.40650499788286e-13 9.965870271782997e-15 -5.307905659628328e-14 -4.644548108217724e-14 -8.002051639615888e-15 1.859134353396149e-14 3.141278773029651e-14 3.858242681736026e-14 4.023684014113913e-14
-6.6 2.355133056155661e-13 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 0 -1.360355444809387e-07 2.258258523994259e-07 6.92773982049879e-07 -1.502484148425415e-06 9.474042791849975e-07 5.44760908512484e-06 -1.194431353899423e-07 -1.219597290202829e-05 -4.599527734563169e-06 2.156223115831696e-05 3.022742695998087e-05 -3.631951055270799e-05 -2.720834322734372e-05 1.613438282721637e-05 1.963227034358459e-05 -1.123996205344186e-05 -1.934830678700983e-05 -5.824789218895344e-06 4.245219879738331e-08 1.255768001008819e-06 4.601508198673181e-07 1.747793902885232e-07 -2.124454837974364e-08 -5.679817313703548e-08 -2.902266736496133e-08 -1.622340021187527e-08 -6.404883092525357e-09 -2.740675435333106e-09 -9.370830546908761e-10 -3.656745478529232e-10 -8.15127468507071e-11 -4.742869500525582e-12 2.194311190777346e-11 2.40465194358667e-11 1.432284724825475e-11 7.055200820160513e-12 2.517747637658899e-12 9.611195448249995e-13 3.822779788804011e-13 1.485238813756955e-13 1.21253894061431e-13 1.493741338240646e-13 1.910220708887532e-13 2.163634781661107e-13 2.276142264169776e-13 2.336609286921246e-13 2.350215786464778e-13
-6.45 1.266033258167579e-12 0 0 0 -0 0 0 0 0 0 0 -0 -0 -0 -6.206262650230439e-07 6.705819257291808e-07 1.615232779226474e-06 -5.897239663804355e-06 -5.144806860570925e-07 1.346941312195118e-05 -3.478911111277588e-06 -2.749821374190908e-05 -7.683559442278019e-07 5.303590106468285e-05 2.946535692069411e-05 -0.0001057521947348073 -6.416489313229736e-05 4.082946960733629e-05 4.012272742350517e-05 -1.332741753567416e-05 -2.485230760021035e-05 -2.812343797513934e-06 3.579580366211913e-06 2.311884059293333e-06 1.327964555166847e-06 3.42854513335311e-08 -9.758411036946881e-08 -1.204906220867112e-07 -8.342234891655319e-08 -1.907981437203748e-08 -6.396684627226114e-09 -1.560801059258963e-09 -5.388095609835132e-10 9.808533547874003e-11 1.264443738227989e-10 1.300530797896519e-10 8.855937869652704e-11 4.923456926266008e-11 2.463834216366665e-11 8.626851639031154e-12 2.831732336101863e-12 1.199567459644025e-12 9.184698541010909e-13 1.000778198799799e-12 1.056712251771047e-12 1.141774241614146e-12 1.210680964915344e-12 1.247262012746071e-12 1.261028661484386e-12 1.26495947550127e-12 1.266496114616616e-12 1.266537569704013e-12
-6.3 6.393300329308912e-12 0 0 0 -0 0 0 0 0 0 0 -0 -0 -2.435374098988598e-06 1.792872245282702e-06 7.608720664498534e-06 -1.327153321398406e-05 -1.613149814680051e-05 3.355936800736997e-05 -1.173699211479919e-05 -6.813809598662076e-05 -7.794314203255929e-06 9.522142489175527e-05 4.226250552102542e-05 -0.0001047079845448143 -0.0001481429751059913 8.30888918520775e-05 8.869197635402303e-05 -1.465564977671863e-05 -4.749156255392794e-05 -6.833845941536983e-07 2.272629930154482e-05 9.069413591692809e-06 3.688293706050058e-06 1.129788285180502e-06 -4.60705255353737e-07 -3.552618183635914e-07 -2.138868432496758e-07 -8.660040720039484e-08 -7.103028796673183e-09 7.999219645883862e-09 5.749365729214533e-09 2.962749473342701e-09 1.604626015993409e-09 8.451126986109185e-10 4.150969228452859e-10 2.233778982237893e-10 9.740769828412839e-11 4.221752544279706e-11 1.150522114509665e-11 3.622990888925964e-12 3.699568614472644e-12 4.725066814042086e-12 5.506052921751561e-12 5.906979228673132e-12 6.159232428830572e-12 6.316420323112066e-12 6.378916375227417e-12 6.396053958312379e-12 6.397184260602794e-12 6.395648406288685e-12 6.394376963770701e-12
-6.149999999999999 3.033682191339446e-11 0 0 0 -0 0 0 0 0 0 0 -0 -8.262309734720485e-06 7.590209905243366e-06 2.837545064365431e-05 -3.360076844440418e-05 -3.198006664125779e-05 0.000114229599135091 7.151479740432807e-06 -0.0001285831051445043 4.062973103187562e-06 0.0001539577809033303 3.282781635882776e-05 -0.0001862747767111045 -0.0001033240174853977 0.0002493962079325332 0.00013623851223282 -3.449310273257074e-05 -4.562182659003913e-05 7.119845609978208e-07 1.627900683998032e-05 9.813830856235108e-06 6.733078339753239e-06 3.17084194594819e-06 7.776819922861286e-07 -3.937044504063521e-07 -3.252083648516277e-07 -2.145965716498996e-07 -8.162184919320922e-08 -9.510285190284635e-09 1.021519631505081e-08 8.351749586184514e-09 4.661431026173918e-09 2.348293176848069e-09 1.216425727052374e-09 5.824404184093607e-10 3.131661435582061e-10 1.488632306052413e-10 7.593644245756595e-11 3.690993930084754e-11 2.662327951705674e-11 2.680710227194466e-11 2.800528322521574e-11 2.908288853696588e-11 2.965725308249728e-11 3.002214308072168e-11 3.023953499686771e-11 3.032115891782069e-11 3.034140799192212e-11 3.034212543104888e-11 3.033989956374519e-11 3.033838228617106e-11
-6 1.353373633877828e-10 0 0 0 -0 0 0 0 0 0 0 -1.700503316439333e-05 2.864550672843834e-05 8.831368961380601e-05 -7.249417801824183e-05 -0.0001137256347557025 0.000202273100578051 0.0001310849884028836 -0.0002348049461132561 7.173258029054619e-06 0.0002680029156730326 0.000100867621109478 -0.0002223765776397685 -0.0001621198216249018 9.461195465439054e-05 0.000260758425620701 7.713039890383591e-05 -6.524307380924211e-05 -3.973714046347823e-05 1.591163011130356e-05 2.412027508221354e-05 9.081751270261092e-06 4.108975162984611e-06 2.018403741594999e-06 5.81160220074361e-07 -9.045211743150699e-08 -1.482627887407325e-07 -1.271648219944385e-07 -3.654134554616811e-08 9.947518329224109e-09 1.207901229951635e-08 6.546559708052483e-09 3.446673184365647e-09 1.742264410344568e-09 9.883563690932835e-10 5.292225126478597e-10 3.420486144005538e-10 2.221803147050599e-10 1.698200554850139e-10 1.403139458382754e-10 1.322784044391686e-10 1.322831204923118e-10 1.332651226512643e-10 1.340917949002071e-10 1.345936610847716e-10 1.349614827093936e-10 1.352026114089088e-10 1.353063918759671e-10 1.353362591770524e-10 1.35340342152849e-10 1.35339233211516e-10 1.353380734032764e-10
-5.85 5.677981508679453e-10 0 0 0 -0 0 0 0 0 0 -2.809952148840962e-05 5.968874362969851e-05 0.0002373352919018134 -0.0002415780326819363 -0.0003224842061047409 0.0004279256659586774 0.0002463865212327704 -0.0006701615060289255 -0.0001247416883625746 0.0003673311777019007 0.0001433536829057296 -0.0001927001823623532 -0.0001615448899135089 6.084126630669669e-05 7.801607223108066e-05 -1.927119364179406e-05 -2.207219822208701e-05 4.369191380517475e-06 -8.838751595907375e-06 -6.06385601543549e-06 2.228755710152258e-05 1.864700742971962e-05 3.251307998229256e-06 1.88925754381979e-06 4.704324223435336e-07 -1.571193848386262e-07 5.814731551531998e-08 -6.287756442617174e-09 1.717535864207077e-08 1.938907743296788e-08 4.931158509702258e-09 1.462016807222314e-09 1.06733776711484e-09 8.45204162234419e-10 7.564875087313169e-10 6.567484965026829e-10 6.171164660411005e-10 5.84882441373117e-10 5.700042710336541e-10 5.643444095536588e-10 5.640795909472587e-10 5.655481295340932e-10 5.663162172994599e-10 5.668122852149172e-10 5.67148246534253e-10 5.674488790415321e-10 5.676607629489323e-10 5.677615175514987e-10 5.677922410364747e-10 5.677980976744916e-10 5.677982529858399e-10 5.677982433673748e-10
-5.7 2.241211794546207e-09 0 0 0 -0 0 0 0 0 -6.258511797582008e-05 0.0001440400940719578 0.0004229715643987774 -0.000740617991947325 -0.0007399784295064221 0.0006920780790366588 0.0005625892538587175 -0.0008520967765031104 -0.000392181870534737 0.000392608453964223 0.0002605409273205947 -0.000111145115468382 -0.0002559936951278285 -4.243619488239774e-05 0.0001406285793759045 0.0001174530558405758 -7.329813976559122e-05 -5.911493250978726e-05 -1.462028606717975e-05 1.856398723484567e-05 2.075038549212724e-05 3.404646484634419e-06 -3.103806178939049e-06 -5.029790745045794e-07 -1.781475283280479e-07 -1.422336946450223e-07 3.193862873101865e-07 2.303533840967731e-07 8.99084963723485e-08 1.827173758512301e-08 8.281686748072521e-09 9.592985686239092e-10 9.280262722582464e-10 1.319377191862793e-09 1.795772014517629e-09 1.988402453572839e-09 2.128023895554756e-09 2.178554132836936e-09 2.211847948047239e-09 2.226279823915077e-09 2.235270557299653e-09 2.238330792158735e-09 2.239439280943247e-09 2.240008097571094e-09 2.240419465390404e-09 2.240734934067139e-09 2.240966750271533e-09 2.241111951363966e-09 2.241176814358385e-09 2.241198987850976e-09 2.241206231227559e-09 2.241209309959271e-09 2.241210664334514e-09
-5.55 8.327212211116415e-09 0 0 0 -0 0 0 0 -3.79460223421392e-05 0.0003594043855806085 0.0005720662978153045 -0.001190454187212412 -0.001399384693561922 0.001644245786301046 0.001031646953474402 -0.001421385997372375 -0.0007742117244491843 0.0007782763496371794 0.0005427858632400316 -5.133500146740294e-05 -0.0003634495675054565 -0.0001768221181772068 0.0001006756288353511 0.0001535436404600863 4.142862052448307e-05 -1.082861650471162e-05 -7.200493172784926e-05 -1.219181878508372e-05 2.425616885664143e-05 1.681686460607786e-05 -9.39722642114079e-06 -1.341831170535797e-05 -3.384112299029912e-06 -5.694859858613214e-07 4.440534444210069e-07 5.150558316728285e-07 2.900600087496727e-07 1.164808359429672e-07 2.969720799988675e-08 5.687423043438207e-09 8.356752741183856e-09 8.478293709784434e-09 7.853913714318717e-09 7.929225717363987e-09 7.98383069030984e-09 8.143198441291421e-09 8.213491056554044e-09 8.272244236705951e-09 8.301319291252077e-09 8.317407059007766e-09 8.322958619928921e-09 8.32470819854239e-09 8.325620296522431e-09 8.326298706710636e-09 8.326719954478367e-09 8.326965145488663e-09 8.32709912648222e-09 8.327161666477828e-09 8.327190803678507e-09 8.327202933587355e-09 8.327209635093074e-09 8.327211301657751e-09
-5.399999999999999 2.914054707169361e-08 0 0 0 -0 0 0 -0.0006078424563441694 0.0005927732271843445 0.001186555519159165 -0.00208564481699213 -0.002180595418540327 0.003946005153881515 0.001669694436155482 -0.001351676896616706 -0.001022510991306049 0.0002829216249072606 0.0004644425407836132 0.0002341122736428309 -0.0002894032489024108 -0.0003753178852932744 -8.619947281032761e-05 0.0001402759870977537 0.0001234059448966782 4.652144876914084e-05 -9.168176203110435e-05 3.772010899911413e-05 5.111781024427506e-05 -9.974734232617447e-06 -1.835447308190789e-05 -6.525043340683074e-06 2.452843364931795e-06 -1.339722441744514e-08 2.414085335244848e-07 6.514509873665175e-07 4.818258773504271e-07 3.345338258263157e-07 1.730862848314522e-07 4.868535416610136e-08 1.684985687936979e-08 2.653519478267383e-08 2.953085429900032e-08 2.913848770962788e-08 2.883455198682551e-08 2.880026938294922e-08 2.892014494233413e-08 2.899654094551311e-08 2.906458290975531e-08 2.910243150474181e-08 2.912553929561116e-08 2.913424176233212e-08 2.913731065313672e-08 2.913868928028345e-08 2.91395946121998e-08 2.914012416385053e-08 2.91403841721822e-08 2.914049125775141e-08 2.914052438638845e-08 2.914053662229713e-08 2.914054211900792e-08 2.914054547036742e-08 2.914054662758921e-08
