x exact r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30 r31 r32 r33 r34 r35 r36 r37 r38 r39 r40 r41 r42 r43 r44 r45 r46 r47 r48 r49 r50 r51 r52 r53 r54 r55 r56 r57 r58 r59 r60
0.3 0.2445208669637561 0.1375604395627666 0.1592214869434436 0.246872885539514 0.2879765771933337 0.3009801968420807 0.32373663132665 0.3402540650400523 0.340181140236091 0.323752134341334 0.2982905301691063 0.2814531085357438 0.265670159437826 0.2631851459214314 0.2592029078801801 0.255388240454717 0.2521021661972868 0.2502191117847986 0.2501046110770035 0.2501055491177728 0.2513872475122861 0.250388011021386 0.2490485414852109 0.2477262234362428 0.246874830206097 0.2456744293772194 0.2449102277404303 0.2446586353870077 0.2445856196659 0.2445175347002516 0.2445076213209893 0.2445078165088064 0.2445200445238895 0.2445200641673958 0.2445209380533018 0.2445209035072277 0.2445207891798803 0.2445209502343528 0.2445208824660602 0.2445209020135284 0.2445208698256828 0.2445208716475337 0.2445208662879489 0.2445208677115108 0.244520866659369 0.2445208670952809 0.2445208668862089 0.2445208669748611 0.2445208669470144 0.2445208669603034 0.2445208669618532 0.2445208669629828 0.2445208669640566 0.2445208669634366 0.2445208669639539 0.244520866963635 0.2445208669637999 0.2445208669637333 0.2445208669637565 0.2445208669637469 0.2445208669637486 0.2445208669637478
0.45 0.238093982567185 0.1707185486253537 0.193115137504278 0.2802667172596623 0.3217241063767703 0.3643137767940065 0.3650416041131747 0.3665552061803121 0.3399645271932458 0.3160319078758942 0.2974146818835158 0.2831662861797615 0.2692232639087636 0.2574116147529499 0.2572633924675991 0.2553557071478957 0.2505954111322071 0.2484784120059361 0.2467813976172633 0.2469894236319297 0.2452800665145269 0.2436732551979449 0.2421531752056933 0.2410140040753647 0.2401512791367464 0.2392448902888913 0.238495668183351 0.2382130223270177 0.2380955336498981 0.2380409405235104 0.2380472054058739 0.2380826369043295 0.238091680627111 0.2380941542919449 0.2380934931381017 0.2380938506357204 0.238094190361669 0.2380939108672319 0.238093958010282 0.2380939478546295 0.2380939826497811 0.2380939796791282 0.2380939835609391 0.2380939817739614 0.2380939827549399 0.23809398235005 0.2380939826040172 0.238093982522103 0.2380939825708867 0.2380939825628866 0.238093982567718 0.2380939825673241 0.2380939825670086 0.2380939825675853 0.2380939825671117 0.2380939825673648 0.2380939825671586 0.2380939825672111 0.2380939825671725 0.2380939825671817 0.2380939825671755 0.238093982567177
0.6 0.2292069441427585 0.1418428171531555 0.1740464353254912 0.3055168633465535 0.3564467287464668 0.3762115502468495 0.3923867802747475 0.3505092320725779 0.3221022820192493 0.296503195993739 0.2888047535621812 0.2790546054267338 0.2627629021005138 0.2553013193893904 0.2515631292655549 0.25003107669448 0.2474167797897837 0.2438218826061607 0.242376063650512 0.2390319795042724 0.2358823004312531 0.2337807148860938 0.2325881608754702 0.2315057298257925 0.2310927067746993 0.2301651092671007 0.2296785962431347 0.2292627445245707 0.229153336460087 0.2291513468263726 0.229187966568318 0.2292046341395964 0.2292103241846268 0.2292069405403733 0.2292067587195114 0.2292072851383774 0.2292069547536344 0.2292069478321696 0.2292068745891674 0.2292069298835141 0.2292069326360003 0.2292069446388287 0.2292069423462198 0.2292069446054274 0.2292069437730292 0.2292069442872246 0.2292069440626899 0.2292069441797562 0.2292069441346786 0.2292069441495807 0.2292069441428967 0.2292069441434036 0.2292069441432046 0.2292069441426297 0.2292069441429505 0.2292069441426443 0.2292069441428044 0.2292069441427246 0.2292069441427572 0.2292069441427463 0.2292069441427517 0.2292069441427498
0.75 0.2179896531224529 0.1752024081576125 0.2052158326506288 0.3186041020422481 0.3476082947833329 0.3743041307864002 0.352083078975529 0.3214254484093624 0.2856650660676752 0.279404894256097 0.2711553375025619 0.2637140567791312 0.2544443166432713 0.2492513004011146 0.2449639601024693 0.2412546274134096 0.2396519356713305 0.2374971704523593 0.2323969319878692 0.227622880349961 0.223504476613768 0.2215554684396816 0.2202471520430172 0.2196885084300157 0.2192584272356219 0.2188577364050657 0.218208670235762 0.2180034342123289 0.2179589184769365 0.2179807611402296 0.2179953800978261 0.2180011431490357 0.2179928015877329 0.217990774113175 0.2179895256325315 0.2179895070273464 0.217989594911758 0.2179896039136299 0.2179896699846705 0.2179896422360378 0.2179896569967524 0.2179896492709546 0.2179896538985631 0.2179896523682085 0.2179896534915133 0.2179896529854963 0.2179896532284441 0.2179896530941994 0.2179896531407901 0.2179896531184863 0.2179896531249043 0.2179896531225967 0.2179896531224857 0.2179896531226059 0.2179896531222307 0.2179896531225032 0.2179896531223574 0.2179896531224589 0.2179896531224331 0.2179896531224501 0.2179896531224455 0.2179896531224472
0.8999999999999999 0.2046325045144943 0.2029624065412845 0.2190028838052758 0.2793575105888427 0.3187829471799779 0.2995627383253827 0.2817411305540203 0.2585522844256783 0.2623377659839028 0.2517936946059793 0.2477834324284611 0.2426420054548579 0.2427820803647844 0.237204428658115 0.2353445976730544 0.2316670367478373 0.2283674741433518 0.2245602952899728 0.2193100346862367 0.2133104990065063 0.2093099800583401 0.2069525338887724 0.2059984116428388 0.2053605874750225 0.2053273793113654 0.2049481823762588 0.2047003032206616 0.2046355474739039 0.2046788895600667 0.2046720129340003 0.2046676278118161 0.2046434792667433 0.20463600940936 0.2046332573796981 0.2046331673571785 0.2046322404402003 0.2046324494763528 0.2046325051973113 0.2046325189117655 0.2046325230776052 0.2046325012498125 0.2046325077459809 0.2046325036742341 0.2046325055245306 0.2046325043293699 0.2046325047842698 0.204632504466558 0.2046325045781939 0.2046325045083504 0.2046325045252633 0.2046325045137203 0.2046325045153 0.2046325045145241 0.2046325045143913 0.2046325045146591 0.2046325045144193 0.2046325045145711 0.2046325045144745 0.204632504514504 0.2046325045144876 0.2046325045144919 0.20463250451449
1.05 0.1893969521672463 0.06672036262382348 0.1029946875135401 0.2316076023491341 0.2041531061289193 0.1936692992909637 0.1893012421055352 0.214870063701089 0.2176527642290171 0.2223469654376092 0.2183434751050733 0.2237508011365737 0.2210921958163632 0.2235792367873089 0.220522299839337 0.218447740771178 0.2126044039820869 0.2077449544506359 0.2032289761969199 0.1975030950882637 0.1929005193351297 0.1908940151231978 0.1897406526232481 0.18936140084129 0.1891616360953367 0.1891417108826166 0.1893860940186922 0.1894961290800071 0.1894803410857113 0.1894735847910755 0.1894190149876962 0.1894017725800068 0.1893933907237229 0.1893973480177683 0.1893971662952178 0.1893973220610941 0.1893968886048318 0.1893970191430251 0.1893969760154123 0.1893969555027335 0.1893969591863437 0.1893969509552688 0.1893969539035015 0.1893969515067488 0.1893969525185248 0.1893969519483885 0.1893969522469523 0.1893969521103254 0.1893969521786556 0.189396952155458 0.1893969521674349 0.1893969521654847 0.1893969521669907 0.1893969521671866 0.1893969521671008 0.1893969521673388 0.1893969521671935 0.1893969521672764 0.1893969521672369 0.1893969521672512 0.1893969521672442 0.1893969521672453
1.2 0.172621505267108 0.1333340507203319 0.1122925715190528 0.0293073616358675 0.05867834562778185 0.07597055721493114 0.1168900027013336 0.151527467917176 0.1739912500389836 0.1819499515849548 0.195530295521618 0.1961333617379308 0.2035826402432755 0.2022778908114965 0.2023887414551228 0.1983263443594847 0.1933189177800716 0.1893898580306886 0.1845840409877749 0.1796197434529415 0.1754699576493657 0.1732333125268462 0.1723143972994751 0.17173001282207 0.1716659810324152 0.1721098488911817 0.1725254337125733 0.1727314205058769 0.1727442475642538 0.1726765616517221 0.1726481155572531 0.1726116476445565 0.1726198452885091 0.1726195132420563 0.1726222882526694 0.1726215396355891 0.1726217010281978 0.1726215297135057 0.1726215430676709 0.172621535755415 0.1726215076478949 0.1726215087585232 0.1726215039332846 0.1726215058192113 0.1726215047718656 0.172621505391888 0.1726215051314577 0.1726215052925698 0.1726215052343538 0.1726215052690768 0.1726215052619778 0.1726215052672951 0.1726215052665681 0.1726215052669511 0.1726215052671218 0.1726215052669794 0.1726215052671382 0.1726215052670709 0.1726215052671157 0.1726215052671026 0.1726215052671087 0.1726215052671076
1.35 0.1547202920085623 -0.1697741195447057 -0.1563269030258096 -0.09157590296699598 -0.07788158566047788 -0.001656474107538631 0.04791811417531497 0.09497266396730993 0.1235434712581917 0.1509543510594449 0.1616278574275408 0.1743228934948567 0.1781300217294736 0.1807260931048711 0.1776813650683623 0.1767902370293931 0.1720052923567686 0.1686655254631868 0.1648860868436605 0.1600575283773864 0.1567617712915966 0.1548037824538246 0.1537645248831108 0.153290821105781 0.1535275729241586 0.1541468626007437 0.1546058671744448 0.1547743493519799 0.1547679141753819 0.1547590944591414 0.1547065290680486 0.1547210856243789 0.1547158504710815 0.154720922474976 0.1547191614229227 0.154720364697704 0.1547203414107025 0.1547203464758559 0.1547202978442298 0.1547202789317198 0.154720291859908 0.1547202882726546 0.1547202925812124 0.1547202910554296 0.1547202921892901 0.1547202917574503 0.1547202920655245 0.1547202919540861 0.1547202920295229 0.1547202920029566 0.1547202920126211 0.154720292007769 0.1547202920089212 0.1547202920085523 0.1547202920085078 0.154720292008641 0.1547202920085141 0.154720292008587 0.1547202920085493 0.1547202920085654 0.1547202920085612 0.1547202920085621
1.5 0.1361720750177445 -0.1121716812599536 -0.1327159177916994 -0.1781265261037357 -0.1058870458318434 -0.0603370641114807 -0.008155344391034523 0.04555958372478434 0.090061740147222 0.114601445909864 0.1356955429840232 0.1462056398865568 0.1537034094077128 0.1528867281687903 0.1564439246858443 0.1532805375937761 0.1496714241226813 0.1471676802004306 0.144297020941182 0.1402525210142147 0.1369869773253783 0.1357770841224296 0.1347996323219336 0.1347705431469834 0.1350397441214768 0.135598070321453 0.135977536333231 0.1360695116369081 0.1361372939102506 0.1361500803706739 0.1361860435334342 0.1361637113884949 0.13617773338911 0.136171353760349 0.1361722633747603 0.1361719199147315 0.1361719592908974 0.1361720095667884 0.1361720214290491 0.1361720564850585 0.1361720668987144 0.1361720765636593 0.1361720742404844 0.1361720757527175 0.1361720748521869 0.136172075230451 0.1361720749678306 0.1361720750755109 0.1361720750069371 0.1361720750292964 0.136172075016731 0.1361720750195727 0.1361720750177037 0.1361720750178965 0.1361720750178078 0.1361720750176944 0.1361720750177928 0.1361720750177211 0.1361720750177536 0.1361720750177394 0.1361720750177441 0.1361720750177436
1.65 0.1174989336805609 -0.05156387712316322 -0.05173530416112043 -0.05795182915739229 -0.09086260204044673 -0.07283057732008233 -0.04418489048531712 0.02154210250470741 0.05888378397535762 0.08838599845060249 0.1082372523891129 0.1184867525601352 0.122586167377253 0.1303560063812898 0.1326744416200007 0.1317061753864149 0.1271694778252446 0.126237612215407 0.1238542409306163 0.1200872214907891 0.1176451041433702 0.116243823501286 0.1163430968666095 0.1163150784084789 0.1165687590397629 0.1169006464763103 0.1171374726502278 0.1173107189904313 0.1173666159069393 0.1174507559166961 0.1174738256848451 0.1175155095213086 0.1174972112708658 0.1175003433051257 0.1174982715947185 0.1174985878114868 0.1174987937765183 0.1174987893131516 0.117498897391643 0.117498917917795 0.1174989395793743 0.1174989335925797 0.1174989351798143 0.117498933586353 0.1174989341165897 0.1174989336513384 0.1174989338002731 0.1174989336600487 0.1174989337007803 0.1174989336730719 0.1174989336829949 0.1174989336795998 0.11749893368097 0.1174989336805007 0.1174989336805372 0.1174989336805875 0.1174989336805095 0.1174989336805767 0.1174989336805514 0.1174989336805652 0.1174989336805601 0.1174989336805609
1.8 0.09923561964671655 0.08514691932583665 0.07202939475524645 0.01143342861078887 -0.02376932697922905 -0.05471520509849327 -0.032659812138474 -0.0002747047016189311 0.04326658101941779 0.06836048821380428 0.08206976393265485 0.08812416551280075 0.0995144669701976 0.1062083260933913 0.1103560279113774 0.1094927176969235 0.107253987136385 0.1054111811569221 0.1035899188853563 0.1008930038746008 0.09849689427827547 0.09801114400424064 0.09798029306290115 0.0983292229231255 0.09842235487976166 0.09862403148790527 0.09883221780636384 0.09892948670147317 0.09908333112743736 0.09914033566794621 0.09922188750516366 0.09922975885946154 0.09924274666703786 0.0992354587497985 0.09923634615794787 0.09923570856830075 0.09923553623025172 0.09923564636878536 0.09923559811987773 0.0992356263562863 0.09923561686925818 0.09923562091921345 0.09923561910246761 0.09923562014986163 0.09923561951700018 0.09923561979540167 0.09923561960666864 0.09923561968990274 0.09923561963876139 0.09923561965615947 0.09923561964513697 0.09923561964795526 0.09923561964654964 0.09923561964697272 0.09923561964682028 0.09923561964674585 0.09923561964677551 0.09923561964670924 0.09923561964672804 0.09923561964671453 0.09923561964671798 0.09923561964671596
1.95 0.08189255838679167 -0.006433904370271499 0.0007378537841130975 0.02310576512656497 0.02113850673036649 0.01649366910424018 -0.002228284555451138 0.01007222656985569 0.03050737506203502 0.05038889441776376 0.05258567918464812 0.06253955144805773 0.0781333406437464 0.08448790266128074 0.08835672286916944 0.089852930524038 0.08819981776284767 0.0865951833607137 0.08472326934845549 0.0822111510271254 0.08112437598622292 0.0807859858147497 0.0807278163787904 0.08077924593747657 0.08115320581322355 0.08128258216652977 0.08149436649362411 0.08164562563675226 0.08169540539669522 0.08179583590144797 0.08183771581497148 0.08189056723006476 0.08188587237377348 0.08189267630244096 0.08189194714056341 0.08189267364200202 0.08189276099769592 0.08189260253232206 0.08189259498426105 0.08189255308944005 0.08189255431419026 0.08189255493330225 0.08189255781930176 0.08189255755187579 0.08189255831410747 0.08189255817114041 0.08189255838298484 0.08189255833234398 0.08189255838870844 0.08189255837705173 0.08189255838829117 0.08189255838579125 0.08189255838721998 0.0818925583867165 0.08189255838685953 0.08189255838684452 0.08189255838678723 0.08189255838681435 0.08189255838678754 0.0818925583867945 0.08189255838678999 0.08189255838679139
2.1 0.06591718872416974 -0.0362312218167972 -0.02618892583067576 0.01898861753725216 0.05739977794447737 0.06255156895832956 0.05392742949676005 0.03349721077390064 0.03584173727588853 0.02499978621235609 0.0281020492022551 0.04149690851633489 0.05523019881765444 0.06542246154042287 0.07035132771967574 0.0715087023963643 0.06993856746159582 0.06933998923425493 0.06728094808810668 0.06594941905237774 0.06517775936294051 0.06485667541530184 0.06474479743646736 0.06474924053575885 0.06481387083819047 0.06537944550875635 0.06561953815754112 0.06571232734822927 0.06579210014393277 0.06580967980798159 0.06588301423894387 0.06589431872504728 0.06591552597341387 0.06591557345120964 0.0659180465639818 0.06591752602207053 0.06591734092962268 0.06591729958237906 0.06591726392999193 0.06591722564743453 0.06591719379199389 0.06591718927425062 0.06591718769005091 0.06591718863098986 0.06591718839897952 0.06591718872760766 0.06591718863827813 0.06591718873341458 0.06591718870417031 0.06591718872677552 0.06591718872107684 0.0659171887248054 0.06591718872361346 0.06591718872419078 0.065917188724052 0.06591718872411317 0.06591718872416015 0.06591718872414609 0.06591718872416975 0.0659171887241651 0.06591718872416945 0.06591718872416832
2.25 0.05165933092304696 0.0592594820183664 0.06723778172540568 0.07748119253443927 0.07497368968187668 0.0902925192592187 0.09608450474744476 0.06327114341737738 0.01961211779590357 0.00838062812760558 0.01034524503608334 0.02046290407969151 0.0379039968762761 0.04863558241883379 0.05466903583137737 0.05473794318171459 0.05430344641821815 0.0528357174978381 0.05313701799456838 0.05182786240735406 0.05081695183822545 0.05051615944026362 0.05037500634303213 0.05029963586849417 0.05052534370005304 0.05102971560662038 0.05144299011620967 0.05156549940102282 0.051554293895366 0.05160616227774227 0.05159965194263438 0.0516480821180043 0.05165489654113704 0.05165980722169172 0.05165870336719404 0.05165943558886363 0.05165933213396603 0.05165941189795083 0.05165935263369589 0.05165934066139767 0.05165933576118834 0.05165933226040858 0.05165933199049955 0.05165933103908337 0.0516593311393735 0.05165933090486255 0.05165933097903869 0.05165933091374352 0.05165933094099712 0.05165933092086207 0.0516593309248693 0.05165933092163146 0.0516593309230028 0.05165933092267759 0.05165933092296233 0.05165933092298081 0.05165933092300914 0.05165933092304334 0.05165933092303814 0.05165933092304641 0.0516593309230446 0.05165933092304681
2.4 0.03934616854402414 0.1108119928543646 0.1183530773168781 0.1183540862175572 0.1122014292521105 0.1130836973003746 0.1049306445445356 0.05624044852628109 0.01494845193678393 -0.002863108629752362 -0.002017241758755202 0.006525702400062106 0.02423004200818442 0.03551129970848509 0.03955967290784772 0.04125745586981772 0.03921984128504969 0.0407689749302827 0.04049437988910313 0.03970928284737527 0.03852134551618064 0.037999927017223 0.03783220862012013 0.0379549109390773 0.03837640826876129 0.03869182171640258 0.03911026539955453 0.03930775892776871 0.0393699340504135 0.03932449115691573 0.03935321082768285 0.03933890377425462 0.03934604534892783 0.0393449264706774 0.03934659742346253 0.03934575078030606 0.03934608469096346 0.03934602825605328 0.03934611287811583 0.03934613726502253 0.03934616530124376 0.03934617041183487 0.03934616966607016 0.03934616922424271 0.03934616874737013 0.03934616869474382 0.03934616856860193 0.03934616857775879 0.03934616854155655 0.03934616854885296 0.03934616854242018 0.03934616854443509 0.03934616854352235 0.03934616854405228 0.03934616854393062 0.03934616854401329 0.03934616854402358 0.03934616854401599 0.03934616854402542 0.03934616854402217 0.03934616854402445 0.03934616854402307
2.55 0.02907107520905246 0.02458338749895575 0.06166594376916586 0.1346587784205893 0.1502174165934128 0.1180777725244953 0.0691236667773516 0.05187482953107608 0.01205757172899996 -0.005576820784211642 -0.009794951462123202 0.0009052611603587992 0.01501772938524274 0.02302502142166567 0.02774030576568124 0.02777122764910856 0.02964431793726531 0.03016448069235637 0.03039203905687329 0.02896775833975048 0.02832043170138986 0.02757978584540029 0.02750207853009453 0.0279875974505517 0.02801664972314107 0.02863471493803702 0.02881630828965131 0.0290558272774493 0.02909954719593892 0.02913860560717281 0.02908802613329468 0.02907798730062822 0.02906857493635156 0.02907167851967688 0.02907049616010874 0.02907099559491218 0.0290707650586479 0.02907100869809572 0.02907101610915214 0.02907107553720209 0.02907107549292766 0.02907107567525199 0.02907107521523899 0.02907107520903475 0.02907107525991459 0.02907107520404892 0.02907107523254948 0.02907107519735395 0.02907107521158061 0.02907107520433614 0.02907107520990025 0.02907107520876064 0.02907107520947821 0.02907107520902725 0.02907107520913983 0.02907107520905313 0.02907107520905343 0.02907107520905614 0.02907107520905189 0.02907107520905374 0.02907107520905149 0.0290710752090523
2.7 0.02079811005342048 0.08267644906569431 0.1260465671678155 0.1395399414758868 0.1226005251983956 0.07953931887193018 0.04692739526355921 0.03495817657815965 0.01181232725722525 -0.005594189034648405 -0.005562883063888847 -0.001117323829415129 0.00778492691205974 0.01394956347085953 0.0162229843595326 0.02018060982780771 0.02147571100437428 0.02218312153737091 0.02119934495969047 0.0207202697242558 0.01956072781098388 0.01950554511054569 0.01974606246846899 0.01973347759575819 0.02011931892487769 0.02030228513069414 0.02079020339501059 0.02079295085797687 0.02087435816214079 0.02087919683755131 0.02085487907386516 0.02080828203320736 0.02080148530958112 0.0207962806878198 0.02079768427860349 0.020797703931737 0.02079811655482868 0.02079802357167409 0.02079811377898757 0.02079809772462338 0.02079810950529967 0.02079810727480498 0.02079810909584128 0.02079810952871166 0.0207981098547631 0.02079810997791082 0.02079811001212583 0.02079811004952727 0.02079811004851951 0.02079811005705005 0.02079811005409929 0.02079811005467499 0.02079811005373027 0.02079811005380466 0.02079811005354531 0.02079811005352396 0.02079811005345948 0.02079811005343559 0.02079811005342665 0.02079811005342123 0.02079811005342078 0.02079811005341948
2.85 0.01438107671432772 0.1766133202926655 0.1265592884479639 0.1057451440965569 0.04243354780945367 0.03305985616596332 0.03048869702442389 0.02297127355144873 -0.001612494587232428 0.001215868856838145 0.0004329539123824973 0.000912198097465624 0.003761540472718085 0.005604551690594753 0.01057876386450009 0.01390960685797904 0.01523163671068246 0.01516690632122187 0.01478165096201882 0.013250497307221 0.01336319886893029 0.01352588059396165 0.01362096204703271 0.01376650024757647 0.01374498120838833 0.01414952322228694 0.01427094645348233 0.01446694452387166 0.01444971126362288 0.01443597897088974 0.01441757613794136 0.01440092854902381 0.01438301872382041 0.01438288147149689 0.01438054824615775 0.01438123296723791 0.0143810748874052 0.0143811172373484 0.01438103759257119 0.01438106717534218 0.01438106579957462 0.01438107500532193 0.01438107555839786 0.01438107644180279 0.01438107652860103 0.01438107664696465 0.01438107668350637 0.01438107669911002 0.01438107671270272 0.01438107671274833 0.01438107671536347 0.01438107671449027 0.01438107671476855 0.01438107671442834 0.01438107671446464 0.01438107671436871 0.01438107671435578 0.01438107671433668 0.01438107671432892 0.01438107671432757 0.01438107671432667 0.01438107671432748
3 0.009593326588838472 -0.2031648015290155 -0.02166706409735827 -0.1045253513970924 -0.02464926495582133 0.004705455611761569 0.008373948143412715 0.006668425760619158 0.002354200738134502 0.00162633643378169 0.003387351825191325 0.003914420446963001 0.0006266255167003211 0.004392294930830842 0.00711171556537289 0.009157099093986158 0.009747711059667886 0.009879861391216939 0.008868172805311957 0.008871137356152576 0.008848976749469141 0.009099526734944815 0.009165884696401059 0.009292042855013914 0.009326943476652432 0.009472343191635733 0.009663357885481101 0.009666239298261537 0.009638960876244447 0.009608880139829497 0.009595071298314026 0.009599872243949667 0.009600739719873023 0.009594593854547284 0.009594581464188222 0.009593638040468767 0.009593518446517169 0.009593356666373534 0.009593391311886055 0.009593335702609028 0.009593333754633551 0.009593326998724909 0.009593327254793005 0.009593326665282582 0.009593326702072601 0.009593326614478365 0.009593326605440856 0.009593326597674421 0.009593326590443317 0.009593326589653983 0.009593326587963651 0.009593326588732926 0.009593326588588072 0.009593326588799382 0.009593326588724093 0.009593326588782917 0.00959332658879423 0.009593326588818925 0.009593326588831021 0.009593326588835676 0.009593326588837995 0.00959332658883838
3.15 0.006162700360516664 0.1441843663261779 -0.3662260090309168 -0.1821188984668907 -0.08962179365352052 -0.02466102845537947 -0.02051619500410693 0.01069497910543803 0.003972188051532387 0.001173844345880237 0.002937624379312746 0.003141697976201672 0.005777411774705327 0.005554284830742395 0.005466291802017031 0.00513832472977552 0.005374841213291008 0.005078826686607996 0.00563755966916102 0.005691429560655458 0.005923968175682116 0.005919975247557353 0.006089344120859294 0.006057322796903449 0.006264980448193918 0.006185255575199784 0.006261776867136828 0.006167307374962428 0.006173325283806669 0.006144524159651219 0.006157931890412044 0.006162394836802713 0.006166196564318906 0.006165469421312516 0.006163376896677885 0.006163114794922152 0.006162902629467047 0.006162882369026002 0.006162755647060169 0.006162739507656128 0.006162706575358476 0.006162703352325708 0.006162700940863581 0.006162700880023154 0.006162700513840842 0.006162700463631909 0.006162700400946085 0.006162700379551462 0.006162700370295553 0.006162700362547019 0.006162700360694047 0.006162700359762047 0.006162700360164176 0.00616270036021796 0.006162700360388943 0.006162700360431136 0.006162700360484608 0.00616270036050245 0.006162700360512269 0.006162700360515722 0.006162700360516691 0.006162700360516914
3.3 0.003805588331992835 -0.04991423051728057 -0.0992190860153318 -0.1507425079039682 -0.1287374451856519 -0.08121450378346004 -0.02419375621664466 0.004424032581800282 0.004437294316406072 0.003508185822919402 0.0001562995098223648 0.003743085216765299 0.009510504803640067 0.007891399163616157 0.004717496454343401 0.00289960141486088 0.001346695343772625 0.002101386022891255 0.003243665442861334 0.003929768389598846 0.003793989270695703 0.003846212814403287 0.003860932280417776 0.004087507311186515 0.003995737151946154 0.004155422967968767 0.003746268776624918 0.003791906374718415 0.003721803230103305 0.00378475261620652 0.003782178166038474 0.003804270276204048 0.003803530076704588 0.003805260408307035 0.003806262750735495 0.003805846107722484 0.003805846432510814 0.003805636877398935 0.003805628478314748 0.003805578708612425 0.003805587069151962 0.003805587428466416 0.003805588803283766 0.00380558829411296 0.00380558842160011 0.00380558833450319 0.003805588345783236 0.003805588330472106 0.00380558832871672 0.003805588330054525 0.00380558833096269 0.003805588331622384 0.003805588331579138 0.003805588331802153 0.003805588331900395 0.003805588331987333 0.003805588332004961 0.003805588332004957 0.003805588331998727 0.003805588331995591 0.003805588331994038 0.00380558833199367
3.45 0.00225507303141985 -0.08599862761495708 0.007712201224975679 -0.08752874364175103 -0.1137442983839863 -0.08628013769504199 -0.04619995943287745 0.001204849427147656 0.004134624063894124 0.001475050639780495 0.00338361427367555 0.007877690190197961 0.007981370622282869 0.007449002841079932 0.005344504345886874 0.0003139031792796995 -0.0004119250205143437 0.0005149752887504211 0.001582931953317232 0.002144903584279888 0.002459480893781782 0.002462137625579014 0.002598577889669831 0.002568757932393607 0.002806486070958706 0.002379366574303327 0.002389311777879131 0.002121287395569906 0.002220918920093966 0.002196670306017099 0.002256266465621776 0.002238808870278767 0.002248946590190294 0.002253388183502979 0.00225477811297629 0.002255232939749176 0.002254948280689572 0.002255072177702286 0.002255051695080557 0.002255081108039434 0.002255072868849062 0.002255073624767532 0.002255072558525924 0.002255072939670933 0.002255072874686978 0.00225507298804482 0.002255072990838861 0.002255073016409672 0.002255073020766218 0.002255073027959434 0.002255073030376199 0.002255073031314367 0.002255073031411901 0.002255073031433712 0.002255073031457817 0.002255073031451553 0.002255073031442051 0.002255073031431405 0.002255073031425777 0.00225507303142264 0.002255073031421615 0.002255073031420874
3.6 0.001280099129877275 -0.2109923409681446 -0.1752649268612071 -0.0974351284086858 -0.05976472929344713 -0.05742568308238988 -0.05747039460302645 -0.01851840696787999 -0.00459457596094991 0.002664669527126506 0.01098487482975861 0.009578581438586482 0.00736623647357589 0.005682852966934122 0.003009918724593071 0.001191437290306666 -0.0005382985256991283 -0.0005154391995117301 0.0002736246169610245 0.0008608883657924469 0.001344151581933708 0.001666587928148373 0.001700806646874942 0.0019489843097237 0.001638511445422569 0.001541827216088067 0.00112086021682611 0.001272008054490256 0.001167245425126605 0.001239101966589498 0.001216092129694996 0.001264878198774956 0.001273044115744304 0.001277896606410424 0.00127896514161248 0.001279227666215803 0.001279848054614878 0.001279951788248747 0.001280052912659448 0.001280082149970114 0.00128010193979095 0.001280099064496337 0.001280099357849343 0.001280098944349397 0.0012800990869771 0.0012800990624454 0.001280099109846798 0.001280099115935021 0.001280099129176745 0.001280099130013484 0.001280099130619466 0.001280099130267562 0.001280099130320581 0.001280099130155569 0.001280099130029705 0.001280099129937564 0.001280099129892435 0.00128009912987921 0.001280099129877434 0.001280099129877537 0.001280099129877677 0.001280099129877952
3.75 0.0006949389824115257 -0.02668589596036926 -0.01031202354500237 -0.02666164610547692 -0.03975378759198107 -0.03947770332313097 -0.04306014764279196 -0.03774362621975026 -0.01653872296480191 0.009545774186274131 0.0111012680896921 0.01250122539230196 0.008028451311422113 0.002311768044359945 0.001682825810796748 0.00145944352260265 0.0005004110636084173 -0.0007366627004480921 -0.0007680208903402001 -4.744113461479827e-05 0.0004805682059668874 0.001031957817536347 0.001440739618867881 0.001115900786824803 0.00125434594889405 0.0008029994016156834 0.000815215854948596 0.0006005688634557975 0.0006692817702380607 0.0005955556582100691 0.0006624510917051202 0.0006738415794664734 0.0006892537188047635 0.0006920274584904823 0.0006940048240603828 0.0006943585616286585 0.0006944298886583847 0.0006947452394128723 0.0006948179816826019 0.0006949013032364912 0.0006949288078549428 0.0006949384987509979 0.0006949387407132329 0.0006949391155581484 0.0006949389603383421 0.000694939007951823 0.000694938983627307 0.0006949389908667483 0.000694938984934457 0.0006949389849099822 0.000694938983573054 0.0006949389831507196 0.0006949389828351724 0.0006949389826624946 0.0006949389825126908 0.0006949389824401767 0.0006949389824117555 0.0006949389824065283 0.0006949389824073542 0.0006949389824093389 0.0006949389824103288 0.0006949389824111131
