x exact r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30
-14.4 -2.005127226899878e-19 7.022423975787351e-44 -1.40214332942217e-42 4.5641671124532e-41 -2.609614610102363e-40 9.138120369742351e-40 -2.575483715132324e-39 6.273358537166207e-39 -8.029831188733664e-39 1.124691530491859e-38 1.999115208285947e-39 -4.341400519480224e-39 -4.755963194136671e-39 2.186752570640425e-39 2.538485108121622e-39 -5.059048670201761e-40 -8.752295473423681e-40 1.773628477466648e-40 -5.838642996868136e-27 -9.487255101509447e-27 -2.676474866292443e-27 2.380574339000096e-27 3.721864292218038e-27 4.384046040001248e-28 -3.61655770074604e-28 -3.758458454014532e-28 -1.437798175948213e-28 2.391553094427733e-30 3.42969674167079e-29 2.280182996673402e-29 1.077157092224603e-29
-14.25 -1.025897956270587e-18 5.912120815829363e-43 -1.178307843416872e-41 3.831040095257133e-40 -2.184322798617574e-39 7.646750386267113e-39 -2.147098693742239e-38 5.209461152268037e-38 -6.645322653185817e-38 9.275701927691944e-38 1.609275003319394e-38 -3.574611834155413e-38 -3.855045252387662e-38 1.792648842586496e-38 2.060794804738142e-38 -4.1517870335852e-39 -7.080350843208812e-39 1.440522506771168e-39 1.698347608398572e-39 -8.009661432988501e-29 -9.858084926585323e-29 -4.076147270399095e-29 5.411944296555369e-29 6.160728303680797e-29 2.211971272013549e-29 -2.742457541523662e-30 -8.518809910449576e-30 -5.291646663747701e-30 -1.647069617899559e-30 3.156058305558423e-32 2.710408569854939e-31
-14.1 -1.69658976824761e-18 4.86488162072855e-42 -9.677500826094692e-41 3.142574791779693e-39 -1.786563214829977e-38 6.252378478507037e-38 -1.748736558369959e-37 4.225640196768958e-37 -5.371141636328843e-37 7.470244432210764e-37 1.26345658989275e-37 -2.873844698378765e-37 -3.049011638781833e-37 1.43469012949353e-37 1.632589864696531e-37 -3.326240317604034e-38 -5.588511904403544e-38 1.147908789376914e-38 1.346508918686085e-38 4.43549813613724e-39 -7.037397227694946e-31 -1.259979157698704e-30 -9.805243522326501e-31 4.971675917983302e-31 6.511605485691964e-31 3.651145725597973e-31 1.320269563042958e-32 -1.309916338312964e-31 -1.030894935510221e-31 -4.105299289342693e-32 -1.05995109573489e-32
-13.95 9.156548344444861e-19 3.912622482632958e-41 -7.767796676161434e-40 2.51917847357725e-38 -1.427805048551355e-37 4.995149796397218e-37 -1.391422385496461e-36 3.347946912575665e-36 -4.239686083704169e-36 5.874482415951113e-36 9.673036685673794e-37 -2.25580974009413e-36 -2.352777349988305e-36 1.120869087345796e-36 1.261998840741369e-36 -2.601284900351631e-37 -4.303275283603519e-37 8.927344068244816e-38 1.041691504770764e-37 3.416848010848015e-38 -1.749485104214001e-39 -8.593697075388698e-33 -2.136270917024411e-32 -1.636670394369011e-32 -2.043909278580936e-33 7.718582350531248e-33 7.21304435185474e-33 2.288416709400328e-33 -8.568379848254633e-34 -1.360924132623725e-33 -8.20485544581422e-34
-13.8 3.871761899184523e-18 3.075558108357647e-40 -6.093324263816822e-39 1.973452524087017e-37 -1.114950184484332e-36 3.899172120966448e-36 -1.08152788534153e-35 2.59077037809352e-35 -3.268070845053446e-35 4.510466305394599e-35 7.220498733733744e-36 -1.728676584157075e-35 -1.771108458246886e-35 8.547713515863225e-36 9.517763897936549e-36 -1.985632146898528e-36 -3.232314164645668e-36 6.775189624421672e-37 7.862609073695463e-37 2.567492545044388e-37 -1.316801851608528e-38 -4.69799353842128e-38 -1.041565015078526e-34 -2.852373568026754e-34 -2.395525775891604e-34 -6.413073449652965e-35 1.043364437757566e-34 1.356124885537632e-34 6.765010712776174e-35 4.582702682600616e-36 -1.420288081310276e-35
-13.65 5.061878469528743e-18 2.362835628180386e-39 -4.671148365016055e-38 1.510700175167608e-36 -8.506762072029007e-36 2.973731123077581e-35 -8.21185593751993e-35 1.958033523660012e-34 -2.459870679934113e-34 3.381104706636801e-34 5.254081012002167e-35 -1.29318980666174e-34 -1.300466408442004e-34 6.362170789950528e-35 7.002557897646225e-35 -1.479259332293995e-35 -2.368024552317973e-35 5.017167761103813e-36 5.78952147120573e-36 1.881646544311524e-36 -9.668880490320704e-38 -3.447650235469817e-37 -2.237848182856702e-37 -1.413546674723439e-36 -2.957642956584778e-36 -3.526139451871626e-36 -1.535396262633521e-36 1.195152128645399e-36 2.01601597321007e-36 1.238174923338752e-36 3.819098099114185e-37
-13.5 6.737866768518242e-18 1.774146734103274e-38 -3.499423819650605e-37 1.130062518618912e-35 -6.341335666977156e-35 2.215746789681314e-34 -6.090447749731214e-34 1.44519726523192e-33 -1.807867864321594e-33 2.47427133304311e-33 3.726217027981833e-34 -9.443017237141119e-34 -9.312927665403792e-34 4.621473216007642e-34 5.025426082878433e-34 -1.075423591938352e-34 -1.691843872869516e-34 3.624801177057746e-35 4.158287720795416e-35 1.344787584805076e-35 -6.925035677778249e-37 -2.467460823261685e-36 -1.594410749826164e-36 -3.086966265173025e-37 6.669789858851924e-38 8.77725971712646e-38 3.247743547434358e-38 7.54928797104979e-39 2.133144109602653e-38 2.995675239843844e-38 2.26954543784588e-38
-13.35 2.085629959680303e-17 1.301920477347866e-37 -2.561904487902701e-36 8.260137430878879e-35 -4.618375499357999e-34 1.612910691167909e-33 -4.412040191500166e-33 1.041653386859616e-32 -1.297248694663911e-32 1.767467546678774e-32 2.575077923888379e-33 -6.7300678795057e-33 -6.503482404235793e-33 3.275910242238634e-33 3.517456441160947e-33 -7.628802079217587e-34 -1.178624162380722e-33 2.554730013838408e-34 2.912904106858305e-34 9.371167681224224e-35 -4.837239540867327e-36 -1.721995493572937e-35 -1.107379639248577e-35 -2.160595044697551e-36 5.504125270259435e-37 8.914603862147835e-37 6.242880477020632e-37 2.933759622798657e-37 1.091355375825227e-37 2.876817770470211e-38 7.159797753112881e-39
-13.2 1.750529322047117e-17 9.337062504331264e-37 -1.832787883332941e-35 5.899564017646942e-34 -3.286042369541485e-33 1.146974305027244e-32 -3.121681330321719e-32 7.331281349309006e-32 -9.087582200435328e-32 1.232345328339097e-31 1.733660137112088e-32 -4.681075417482103e-32 -4.428061685011894e-32 2.265758810013608e-32 2.400854850426002e-32 -5.279867140249549e-33 -8.005102741599487e-33 1.75624086647157e-33 1.989837895322633e-33 6.366364890585818e-34 -3.294862524367463e-35 -1.171662467915923e-34 -7.496266569164915e-35 -1.473978779296522e-35 3.663392870430587e-36 6.019756701736171e-36 4.240909913080072e-36 2.006697426591247e-36 7.531672874262284e-37 1.999404867261746e-37 4.850863517344003e-38
-13.05 1.939683516619089e-17 6.544228588764546e-36 -1.281247556561383e-34 4.117056128775291e-33 -2.284098157350569e-32 7.96765167475085e-32 -2.157105773786229e-31 5.03809789605634e-31 -6.214498655774846e-31 8.385887113134001e-31 1.136788756113371e-31 -3.177193962950486e-31 -2.939138329360139e-31 1.528888974197211e-31 1.597799429370183e-31 -3.564708321041772e-32 -5.299882552389422e-32 1.177443848445722e-32 1.325332970282781e-32 4.215762183742237e-33 -2.188111995875832e-34 -7.771255778258211e-34 -4.944995779126244e-34 -9.799433657324445e-35 2.374153000809771e-35 3.959685487312982e-35 2.804641031869374e-35 1.333377262027097e-35 5.034536832463444e-36 1.351131588326878e-36 3.345879238105925e-37
-12.9 1.251775224896737e-17 4.482497066439448e-35 -8.752123460666813e-34 2.807199937666802e-32 -1.550940434477384e-31 5.406534275368549e-31 -1.455664244543132e-30 3.380265059816901e-30 -4.14818442702412e-30 5.56874203520905e-30 7.258011837593551e-31 -2.104092461003955e-30 -1.901475843318164e-30 1.006388726356462e-30 1.03664849783854e-30 -2.347468274514149e-31 -3.419794394729453e-31 7.697463799125933e-32 8.605568635731142e-32 2.720643287859469e-32 -1.41649843726123e-33 -5.023685221905545e-33 -3.178146401899516e-33 -6.347635849652797e-34 1.497809998705139e-34 2.537120013035161e-34 1.807040796002631e-34 8.632700274144988e-35 3.279505926841345e-35 8.899021406230833e-36 2.248882171305968e-36
-12.75 -1.12724338973e-18 3.00044263766315e-34 -5.841717330699395e-33 1.870096679875273e-31 -1.028712431847972e-30 3.583411633485207e-30 -9.592440299785777e-30 2.214101023232676e-29 -2.7024837481883e-29 3.608356699333417e-29 4.510710730410723e-30 -1.359428862830733e-29 -1.198799024041175e-29 6.461394854112876e-30 6.555759120750128e-30 -1.50759979882259e-30 -2.150254518889431e-30 4.906092795694669e-31 5.446381446317407e-31 1.710791330536005e-31 -8.936989657168972e-33 -3.164572363420181e-32 -1.989654047550815e-32 -4.005226576615657e-33 9.196277901025461e-34 1.583141842657191e-33 1.134054194925199e-33 5.444623606579046e-34 2.081377234694559e-34 5.711707282470686e-35 1.472756260207188e-35
-12.6 -3.744200968247202e-19 1.962656022442282e-33 -3.809786917835747e-32 1.217144995574184e-30 -6.664840012196349e-30 2.319738500474006e-29 -6.172260623975423e-29 1.415693470249574e-28 -1.718213511642657e-28 2.281158742712522e-28 2.727812375154476e-29 -8.567664972417348e-29 -7.363787380165389e-29 4.045726787819674e-29 4.040370659800493e-29 -9.440913727481409e-30 -1.31720163586966e-29 3.048094864872448e-30 3.359169148313479e-30 1.04801113979201e-30 -5.494155367516361e-32 -1.942146312396423e-31 -1.213051009814552e-31 -2.461171518544064e-32 5.493513417312314e-33 9.618104115240018e-33 6.930585465350699e-33 3.344354791678694e-33 1.286717771795704e-33 3.571624581318917e-34 9.395091345313788e-35
-12.45 7.095385944937392e-18 1.254543502183167e-32 -2.427612047395911e-31 7.739097882625633e-30 -4.217539620807285e-29 1.466626780482398e-28 -3.877694226543036e-28 8.835396652584979e-28 -1.06598949541026e-27 1.406828005206418e-27 1.604583071524292e-28 -5.266503660674308e-28 -4.406193246535065e-28 2.47008078155606e-28 2.426306364215847e-28 -5.763805641801846e-29 -7.859553343842837e-29 1.845627053706067e-29 2.018676859807688e-29 6.25296105387893e-30 -3.290346598252358e-31 -1.160992967632169e-30 -7.200679798406032e-31 -1.472462846603164e-31 3.191804844594996e-32 5.687664976543197e-32 4.123474772581955e-32 2.000173876795323e-32 7.746302525085035e-33 2.175357798881521e-33 5.836693877097332e-34
-12.3 -3.19568830477665e-18 7.836070485990788e-32 -1.511335002007618e-30 4.807165465689818e-29 -2.606618617129707e-28 9.055451721533832e-28 -2.37838122014689e-27 5.381766965916739e-27 -6.452674905449405e-27 8.462677246429142e-27 9.177076903657599e-28 -3.15697641308183e-27 -2.567642234522768e-27 1.470279284534553e-27 1.419417807470801e-27 -3.42998278808461e-28 -4.567002470377124e-28 1.088914908151514e-28 1.181741561060977e-28 3.632935457499817e-29 -1.919107427197746e-30 -6.758609392949946e-30 -4.160527840487577e-30 -8.574605993816312e-31 1.803119663243048e-31 3.272867744853465e-31 2.387769332794504e-31 1.164428915840289e-31 4.540085487169693e-32 1.290151378891595e-32 3.530284082594722e-33
-12.15 9.109187525749123e-19 4.782661459899232e-31 -9.192388762810698e-30 2.916876732551415e-28 -1.573323668193195e-27 5.45984209196536e-27 -1.424064867719441e-26 3.199039230889314e-26 -3.8105116021223e-26 4.964704223988412e-26 5.100748811221747e-27 -1.845183420326849e-26 -1.456826532964217e-26 8.530747207744855e-27 8.087664716353896e-27 -1.989186910374833e-27 -2.583749363657426e-27 6.258688480366452e-28 6.737550262060455e-28 2.054830919846673e-28 -1.089802439648185e-29 -3.830512882441892e-29 -2.339285670857538e-29 -4.858722945216465e-30 9.900480976383087e-31 1.832052814848517e-30 1.345320663910503e-30 6.596558950974663e-31 2.589776503494705e-31 7.448454993819334e-32 2.078264230879571e-32
-12 -2.176944525433986e-19 2.852242349180718e-30 -5.462159360334638e-29 1.728842435815846e-27 -9.273685296074241e-27 3.214376025824337e-26 -8.322951942170254e-26 1.855497938909785e-25 -2.19495168323123e-25 2.840081061888666e-25 2.753695927048025e-26 -1.051361190595615e-25 -8.045795815663372e-26 4.823825784532484e-26 4.487310096901129e-26 -1.124002334625925e-26 -1.422807611041309e-26 3.503559205795152e-27 3.740254637957021e-27 1.131170091941222e-27 -6.02348041385258e-29 -2.11305920409869e-28 -1.279524392555835e-28 -2.678116072811116e-29 5.281518586420866e-30 9.972797164753859e-30 7.37262486012704e-30 3.635300031470933e-30 1.437305759994091e-30 4.184729565690364e-31 1.190423462195747e-31
-11.85 1.406143934475009e-19 1.662013491767133e-29 -3.170659260697853e-28 1.000869615257496e-26 -5.337644447447937e-26 1.847670554239744e-25 -4.747665187599855e-25 1.050012055944345e-24 -1.233110381342799e-24 1.58397290550359e-24 1.443051625411775e-25 -5.838855274936713e-25 -4.324087725882407e-25 2.657822626334807e-25 2.42378489377347e-25 -6.186803736468199e-26 -7.624334529853983e-26 1.909683743185154e-26 2.021194008198905e-26 6.058877993456576e-27 -3.239242810183143e-28 -1.13421597328861e-27 -6.806211310501848e-28 -1.435445706307938e-28 2.736171088399521e-29 5.277253985289405e-29 3.92851615032477e-29 1.948181153174875e-29 7.758422499519161e-30 2.287142134884594e-30 6.63226500148245e-31
-11.7 -1.465019269149676e-19 9.462346934437016e-29 -1.797891576853852e-27 5.659251333037511e-26 -2.999693949392761e-25 1.036872820043817e-24 -2.642957766356358e-24 5.79647026360177e-24 -6.755330920336014e-24 8.611263426791783e-24 7.335362807918505e-25 -3.15994686686502e-24 -2.260741901003121e-24 1.426579457888298e-24 1.274191849566755e-24 -3.316381332784986e-25 -3.974594401974552e-25 1.01325671020608e-25 1.062923656234784e-25 3.156745324199812e-26 -1.694194882798138e-27 -5.922068311147886e-27 -3.519691656244575e-27 -7.478834628976212e-28 1.375948958338889e-28 2.713567178184122e-28 2.034604271200248e-28 1.014893413847496e-28 4.071661659884573e-29 1.215570580264187e-29 3.592691413266889e-30
-11.55 -3.82114355477437e-19 5.263361132910986e-28 -9.958275421149937e-27 3.125161943662673e-25 -1.645882293140318e-24 5.680130718644379e-24 -1.435676016311147e-23 3.121092756403994e-23 -3.608163279236308e-23 4.562518727542457e-23 3.613879318774031e-24 -1.666150719574984e-23 -1.149461386645542e-23 7.457614046788317e-24 6.517607668864495e-24 -1.730789752707467e-24 -2.015046972648594e-24 5.231834455965945e-25 5.438181828031023e-25 1.59930534388767e-25 -8.614196386845512e-27 -3.006753928913503e-26 -1.768828773226957e-26 -3.786156357201065e-27 6.712858381948409e-28 1.355282957882324e-27 1.023759322400049e-27 5.137313510133473e-28 2.076669430279082e-28 6.279889233317686e-29 1.891474450271758e-29
-11.4 9.912140881954102e-19 2.860289857638814e-27 -5.387506795639126e-26 1.685344517280197e-24 -8.816107696469806e-24 3.03723591079809e-23 -7.6089256683203e-23 1.638916820645455e-22 -1.878634023350896e-22 2.355435572846657e-22 1.723896196584685e-23 -8.55716627662354e-23 -5.681576006321281e-23 3.796016889994598e-23 3.242841617030268e-23 -8.791826230963768e-24 -9.931983235364899e-24 2.627996194052008e-24 2.705971823687627e-24 7.876248359194811e-25 -4.255813485403063e-26 -1.483919847680428e-25 -8.635282720028752e-26 -1.861638548188364e-26 3.175450766871005e-27 6.571668433153524e-27 5.002523454881375e-27 2.525715068523799e-27 1.028891563375271e-27 3.152228950673655e-28 9.674181249150715e-29
-11.25 -1.142428103622302e-18 1.518521006982576e-26 -2.846748841957152e-25 8.875149962156342e-24 -4.609672562493332e-23 1.585031558647632e-22 -3.933970404831237e-22 8.391557145877118e-22 -9.53301076324001e-22 1.184594565099093e-21 7.952843854042501e-23 -4.27974156687252e-22 -2.729011882180729e-22 1.880884898962524e-22 1.568952761516119e-22 -4.345418525126324e-23 -4.757645507307659e-23 1.283748155424233e-23 1.309061649583496e-23 3.76916139157795e-24 -2.041857520417619e-25 -7.116052782180604e-25 -4.09346861822601e-25 -8.886386912621463e-26 1.455504063517489e-26 3.092142659630915e-26 2.372709191364577e-26 1.20547357498243e-26 4.949621016532937e-27 1.536636484185274e-27 4.804590696382397e-28
-11.1 1.094719480453165e-18 7.875449313331792e-26 -1.469063979615334e-24 4.563512257148203e-23 -2.352523029011622e-22 8.072059569643592e-22 -1.983878400725998e-21 4.188766771668927e-21 -4.713664655733795e-21 5.802240846723334e-21 3.54310398816374e-22 -2.08381405965549e-21 -1.273271593508842e-21 9.069307695348447e-22 7.378930226489642e-22 -2.089071724469969e-22 -2.214060492206728e-22 6.096136904362817e-23 6.15462637186e-23 1.752012590217302e-23 -9.50761310360445e-25 -3.314344205194609e-24 -1.883349311329899e-24 -4.115986681633976e-25 6.459725705310966e-26 1.411055527415669e-25 1.091785030800921e-25 5.58253364640647e-26 2.310739656510637e-26 7.270912544650252e-27 2.315824071202986e-27
-10.95 -8.457619743644063e-19 3.989808142505231e-25 -7.403430167220056e-24 2.290984416406446e-22 -1.171710431369103e-21 4.011080538016697e-21 -9.756753565161996e-21 2.038000056782565e-20 -2.270542025228205e-20 2.76717492366804e-20 1.521663595102989e-21 -9.874762500270622e-21 -5.767887118145662e-21 4.254273585596495e-21 3.372242229254921e-21 -9.765252202045871e-22 -1.000581674262866e-21 2.813007470599007e-22 2.811075631811611e-22 7.907051149545975e-23 -4.293519583679603e-24 -1.49859183338746e-23 -8.405813548824791e-24 -1.848890952396069e-24 2.773623637845753e-25 6.241229605681431e-25 4.871029054866934e-25 2.507043318356553e-25 1.04632114418325e-25 3.337563447119851e-26 1.08273494083996e-26
-10.8 1.75534028585954e-18 1.974365207490486e-24 -3.643293213448758e-23 1.122804790755607e-21 -5.694786310998924e-21 1.944499142489496e-20 -4.678712193440272e-20 9.662873423946427e-20 -1.065212761812415e-19 1.28460821307089e-19 6.285421465662592e-21 -4.552843113097234e-20 -2.535572978946724e-20 1.940734663840983e-20 1.496984217085831e-20 -4.436573149796371e-21 -4.389278405665463e-21 1.26076651020901e-21 1.246760067316867e-21 3.463229756326742e-22 -1.87889305518082e-23 -6.574705544569317e-23 -3.637527152362706e-23 -8.049882354331784e-24 1.151070542164005e-24 2.673955019374422e-24 2.105850629458417e-24 1.0911517367571e-24 4.592529614541357e-25 1.48535904123073e-25 4.907348464244868e-26
-10.65 3.321988789579141e-18 9.542816931129606e-24 -1.750611318128321e-22 5.371579924984843e-21 -2.700531040815183e-20 9.195112531916015e-20 -2.1872386044864e-19 4.463698623491763e-19 -4.865912000239762e-19 5.803187743413422e-19 2.489563653297048e-20 -2.041633534310844e-19 -1.081093625440385e-19 8.606647174202739e-20 6.452204231782094e-20 -1.958199414224122e-20 -1.868141162115983e-20 5.485746149780313e-21 5.366949128054252e-21 1.471390641435908e-21 -7.960460367394674e-23 -2.797285165033271e-22 -1.525317110637037e-22 -3.395018913292058e-23 4.612117442229956e-24 1.108880750742966e-23 8.815891561645992e-24 4.599543369312838e-24 1.952666104425532e-24 6.404885631358844e-25 2.154761047182802e-25
-10.5 1.410354291864036e-17 4.504764716143918e-23 -8.212636710524383e-22 2.508235175446523e-20 -1.24932310356208e-19 4.240695944799417e-19 -9.966120445566921e-19 2.008465321397519e-18 -2.16365992214157e-18 2.550247966024409e-18 9.41656578165288e-20 -8.901237700519935e-19 -4.468079166679348e-19 3.708966272103919e-19 2.698969122130868e-19 -8.392788331702197e-20 -7.710566696170035e-20 2.316036635806449e-20 2.241217478102389e-20 6.060799218436704e-21 -3.261837082908171e-22 -1.153461722535057e-21 -6.193998556005875e-22 -1.386061586895141e-22 1.781897542968964e-23 4.447542748612987e-23 3.57123928893042e-23 1.876459284911808e-23 8.036835034006828e-24 2.67400542113078e-24 9.159563452846351e-25
-10.35 2.946942802051298e-17 2.076751863967128e-22 -3.761252661364227e-21 1.14301413132859e-19 -5.637524111619788e-19 1.907083261426137e-18 -4.425069367589363e-18 8.800360339853055e-18 -9.362163796561718e-18 1.089844471976609e-17 3.381116388395358e-19 -3.771598825581175e-18 -1.788821869434902e-18 1.552500746560856e-18 1.095164585625932e-18 -3.491187749419086e-19 -3.084548374651548e-19 9.482333021573136e-20 9.07426432399588e-20 2.419055815090209e-20 -1.291042244897909e-21 -4.606699489588891e-21 -2.43414580262303e-21 -5.473962033716207e-22 6.627969805135925e-23 1.723780645131654e-22 1.398744620586097e-22 7.403201319977583e-23 3.199548295985567e-23 1.080067914667904e-23 3.766555218502038e-24
-10.2 3.779224407720366e-18 9.349366456970141e-22 -1.681495852851933e-20 5.082721606009431e-19 -2.480954158957384e-18 8.361215511250213e-18 -1.914140100319649e-17 3.753872391533393e-17 -3.940764717789235e-17 4.527378982444085e-17 1.141971906442641e-18 -1.552434854805553e-17 -6.932551807819526e-18 6.309041896265819e-18 4.308543649302327e-18 -1.408692118474975e-18 -1.195301900180154e-18 3.762481923428718e-19 3.559984830333365e-19 9.350116645413101e-20 -4.928850044305828e-21 -1.780671833978752e-20 -9.250591896944226e-21 -2.089620104434808e-21 2.369080906736003e-22 6.449875236733146e-22 5.292298027242658e-22 2.822192115882069e-22 1.231048380613979e-22 4.217120426362523e-23 1.497098277292829e-23
-10.05 -8.225231556338972e-18 4.109890264068856e-21 -7.337112464679504e-20 2.205168374624809e-18 -1.064604576774477e-17 3.573088367357844e-17 -8.064433438533358e-17 1.558358832697061e-16 -1.613036903163408e-16 1.827467043321721e-16 3.572746902058496e-18 -6.204522696899266e-17 -2.598718873847157e-17 2.487839142229049e-17 1.642530055816796e-17 -5.510263060797909e-18 -4.484134419716065e-18 1.445866605119896e-18 1.352414637288499e-18 3.497558939076852e-19 -1.811884676396343e-20 -6.656435067045657e-20 -3.396999252012352e-20 -7.704075428617485e-21 8.118323664305402e-22 2.327345854733822e-21 1.932496386832767e-21 1.038572249946862e-21 4.573495889313444e-22 1.590243987207077e-22 5.746513461767339e-23
-9.9 -6.975277304822751e-18 1.763969776553336e-20 -3.124418919673835e-19 9.333011874301982e-18 -4.453619502924943e-17 1.487961916965627e-16 -3.308244594616955e-16 6.293889056221893e-16 -6.417959453435149e-16 7.164367463118704e-16 1.005322455147997e-17 -2.40650777813812e-16 -9.4143648060145e-17 9.514004599417216e-17 6.06419138158413e-17 -2.088124633093057e-17 -1.627457759334628e-17 5.377185541570908e-18 4.971496875095079e-18 1.265291416959464e-18 -6.40013515713232e-20 -2.404281100536249e-19 -1.204340264113308e-19 -2.740779408115523e-20 2.659121599502393e-21 8.088854974820248e-21 6.803008778328508e-21 3.685769427253696e-21 1.638988591630221e-21 5.785832994449264e-22 2.128062551577491e-22
-9.75 8.586393050841638e-18 7.391354204435063e-20 -1.298291465471796e-18 3.85269358583976e-17 -1.815941012305126e-16 6.036758075650033e-16 -1.321026356817366e-15 2.472161562437228e-15 -2.481152820389258e-15 2.726595104764876e-15 2.372242020484655e-17 -9.053316808329819e-16 -3.292863020174249e-16 3.526304051520824e-16 2.166884951104904e-16 -7.660508427159833e-17 -5.710384944299994e-17 1.933764604936039e-17 1.767025555767002e-17 4.423551771405733e-18 -2.166692548868164e-19 -8.382954380551214e-19 -4.118326812582011e-19 -9.399594802397984e-20 8.292088123674598e-21 2.704195753831224e-20 2.306117859091346e-20 1.260014754046627e-20 5.65959258968073e-21 2.028872173213361e-21 7.595038615395584e-22
-9.6 3.729457239653155e-18 3.023321112602106e-19 -5.263483096511206e-18 1.550926058406416e-16 -7.215308315543954e-16 2.385393263254505e-15 -5.132990031161873e-15 9.439954723134397e-15 -9.31565340137308e-15 1.006813502889092e-14 3.611834508564642e-17 -3.30146285157508e-15 -1.11082694796265e-15 1.265903844745471e-15 7.488743790670802e-16 -2.718550276875946e-16 -1.935609700541782e-16 6.718771729466624e-17 6.067483383690103e-17 1.493340206210206e-17 -7.006797784597683e-19 -2.818478535966646e-18 -1.356939262505287e-18 -3.104355875385684e-19 2.448120716153367e-20 8.682407967269802e-20 7.517837600466248e-20 4.144231903037385e-20 1.8808627664209e-20 6.848857752421131e-21 2.609386825666346e-21
-9.449999999999999 -8.112403873631484e-18 1.207044505641385e-18 -2.081642493332089e-17 6.087175423408283e-16 -2.792958836395469e-15 9.177620461110643e-15 -1.940067108560665e-14 3.502779996690676e-14 -3.395148100099893e-14 3.605077447762972e-14 -4.585670055691856e-17 -1.166264493061473e-14 -3.609895421893301e-15 4.398342318316309e-15 2.501367708871068e-15 -9.324522274264385e-16 -6.333080083897838e-16 2.253165263689144e-16 2.010858599791566e-16 4.863817839361193e-17 -2.155030814925672e-18 -9.126900384660981e-18 -4.30300573591799e-18 -9.862047944933133e-19 6.787080592670974e-20 2.672496194420694e-19 2.353425837629161e-19 1.309606152079919e-19 6.007864225653788e-20 2.222766475062685e-20 8.619039022562378e-21
-9.299999999999999 -3.585800347273945e-18 4.703139601863043e-18 -8.029689243386711e-17 2.32886744691421e-15 -1.052962876479931e-14 3.436940193221707e-14 -7.129827819812954e-14 1.262421632647251e-13 -1.200475881994373e-13 1.25097211338609e-13 -7.307197344470758e-16 -3.988118446138985e-14 -1.128600707881151e-14 1.477876567867027e-14 8.068697838479201e-15 -3.088318787888264e-15 -1.998382946317944e-15 7.285360590097826e-16 6.425688799320411e-16 1.526929428335888e-16 -6.265443107279183e-18 -2.842803158061444e-17 -1.311610398742718e-17 -3.009927616584343e-18 1.743854704900608e-19 7.869790287209923e-19 7.062984337092951e-19 3.970134400502212e-19 1.841795207355884e-19 6.925659702392391e-20 2.733284537239367e-20
-9.15 -1.796285535931068e-17 1.788215415203583e-17 -3.020453741177311e-16 8.683108819116693e-15 -3.865203870226923e-14 1.252364336091827e-13 -2.546659300563014e-13 4.416986249583571e-13 -4.115672948189174e-13 4.203925391798355e-13 -4.238354476570761e-15 -1.319106773414356e-13 -3.389455882718886e-14 4.798097020776274e-14 2.511441329699565e-14 -9.866950801604294e-15 -6.075779081640779e-15 2.268586018701154e-15 1.977593037425956e-15 4.615729335807931e-16 -1.706421103055357e-17 -8.504257477622527e-17 -3.837457255616715e-17 -8.813427056963272e-18 4.055705754601257e-19 2.211586838742345e-18 2.028341315688874e-18 1.152647307924072e-18 5.410232305961677e-19 2.068385110762194e-19 8.308944388337958e-20
-9 2.097289354880286e-17 6.633692762967301e-17 -1.10774641037782e-15 3.154240327706703e-14 -1.381029847323221e-13 4.438510941128932e-13 -8.836685100425178e-13 1.499478679032906e-12 -1.367231712952657e-12 1.36715536785908e-12 -1.907740193836647e-14 -4.216600946535604e-13 -9.761550337577151e-14 1.503716963168741e-13 7.536061849864248e-14 -3.037565463686442e-14 -1.778058214329841e-14 6.794286203081575e-15 5.854592528484692e-15 1.342015019346e-15 -4.290335268031859e-17 -2.439245872403738e-16 -1.075952074835891e-16 -2.472155320282048e-17 8.115357736617642e-19 5.913416875617514e-18 5.561861880279818e-18 3.198712378906878e-18 1.520031607131972e-18 5.910645828773426e-19 2.417103382776122e-19
-8.85 1.703226802336904e-17 2.400624958983344e-16 -3.960125757976757e-15 1.116041022958143e-13 -4.801235574444069e-13 1.529352349851641e-12 -2.977241325024937e-12 4.936159374659616e-12 -4.397987929665589e-12 4.299213762094326e-12 -7.487662370210985e-14 -1.301401281189427e-12 -2.690603784236403e-13 4.544362211779464e-13 2.17793326964785e-13 -8.999507592927636e-14 -5.003069541155629e-14 1.954311321030503e-14 1.664961815355367e-14 3.748342342320823e-15 -9.692981709996973e-17 -6.695139596555451e-16 -2.885750647907004e-16 -6.631511260627902e-17 1.198962325895265e-18 1.498818600234118e-17 1.452542692347889e-17 8.466042643080273e-18 4.076192487698007e-18 1.612886441014084e-18 6.715752587533903e-19
