x exact r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30
-8.699999999999999 2.386406756421812e-17 8.473241176673617e-16 -1.379668810575042e-14 3.844999446810249e-13 -1.623515965470121e-12 5.120832707299329e-12 -9.734302622681598e-12 1.574679688241383e-11 -1.368820963838743e-11 1.306140503136899e-11 -2.667920496736101e-13 -3.874212723049477e-12 -7.081502956408488e-13 1.322777374461556e-12 6.055710401812341e-13 -2.562572431574663e-13 -1.351946640766676e-13 5.39026920573721e-14 4.541479952161645e-14 1.004385625998999e-14 -1.851958572266593e-16 -1.754557312071967e-15 -7.387888704797016e-16 -1.697928090100154e-16 2.420315370233862e-19 3.583898139416066e-17 3.602151774668358e-17 2.131552895866298e-17 1.040862139995284e-17 4.193222859634342e-18 1.778250959359997e-18
-8.549999999999999 -2.817325975130375e-17 2.916392890093076e-15 -4.68300683820497e-14 1.289421625325e-12 -5.33744109629249e-12 1.665395480657378e-11 -3.08674472984028e-11 4.864569915517057e-11 -4.118704323389081e-11 3.830071764346074e-11 -8.785848760242169e-13 -1.111203497805673e-11 -1.774880319350739e-12 3.703836504880739e-12 1.618108970797366e-12 -7.002428341085851e-13 -3.503928013707164e-13 1.423032518183798e-13 1.186134226732021e-13 2.578048325176672e-14 -2.441991314780347e-16 -4.37846153493912e-15 -1.800902366174076e-15 -4.140288347153581e-16 -7.273725999195192e-18 8.032724765360216e-17 8.45142877456171e-17 5.089822895495652e-17 2.523883691157373e-17 1.03590930710878e-17 4.476065304788683e-18
-8.4 7.078888604978545e-17 9.786326680416238e-15 -1.548226924041661e-13 4.207397234674046e-12 -1.705240850460436e-11 5.257741238337748e-11 -9.48675358980739e-11 1.454165969101856e-10 -1.197027428432665e-10 1.082897758222351e-10 -2.697595481306079e-12 -3.066954938907069e-11 -4.222493938783631e-12 9.962106258621952e-12 4.149808986966285e-12 -1.833215188648759e-12 -8.697817815351396e-13 3.588606271081282e-13 2.960572106468446e-13 6.328247412209958e-14 8.333452953585287e-17 -1.037114488171756e-14 -4.167297874002141e-15 -9.58971388737045e-16 -3.782513143652568e-17 1.672193954050703e-16 1.867409333451754e-16 1.148429821954789e-16 5.792399475479153e-17 2.424235944738076e-17 1.067886716939818e-17
-8.25 2.719382805005334e-17 3.20085888074328e-14 -4.983883384722577e-13 1.335283322973966e-11 -5.291756742001933e-11 1.610370946224339e-10 -2.823882000135929e-10 4.20280714588571e-10 -3.356983730348645e-10 2.948728636415134e-10 -7.753818656325597e-12 -8.134576223501916e-11 -9.497249841731018e-12 2.569782179741051e-11 1.020063920391843e-11 -4.589444394622851e-12 -2.064659836187285e-12 8.624564125489867e-13 7.046412032757927e-13 1.482708782190825e-13 2.114077412606439e-15 -2.322508377080288e-14 -9.119689641959014e-15 -2.103089332838911e-15 -1.364887789329776e-16 3.187652160624572e-16 3.862698341220015e-16 2.437334495412045e-16 1.253213793340775e-16 5.354002671515848e-17 2.40630338083932e-17
-8.1 -6.009639282285185e-17 1.020166335014798e-13 -1.561616920618325e-12 4.119823394818272e-11 -1.594195897806021e-10 4.782050521482365e-10 -8.134882353021835e-10 1.173348746730043e-09 -9.074609242194011e-10 7.723284857310104e-10 -2.088834458276057e-11 -2.070245312416034e-10 -2.009507740944312e-11 6.346196950541002e-11 2.399616732202762e-11 -1.096408788103282e-11 -4.678604353084954e-12 1.970085693138366e-12 1.595183383397851e-12 3.308793568039079e-13 9.84390928904818e-15 -4.892184665623155e-14 -1.878280364903747e-14 -4.349501289899003e-15 -4.12653477966392e-16 5.429143251978292e-16 7.418527124803551e-16 4.836904312764181e-16 2.543233931153655e-16 1.110733468363781e-16 5.09914567234662e-17
-7.949999999999999 1.131567616447525e-17 3.167412319106557e-13 -4.760902946361458e-12 1.235132977595587e-10 -4.659683800932009e-10 1.375800116340592e-09 -2.266031525513552e-09 3.161165754691834e-09 -2.361711721301315e-09 1.943052197679189e-09 -5.268410657394619e-11 -5.047052719179005e-10 -3.974180016136667e-11 1.497359204975808e-10 5.392975054795749e-11 -2.49346761325127e-11 -1.010099604946493e-11 4.26385600018097e-12 3.42465663093759e-12 7.015182997039732e-13 3.387541932427929e-14 -9.627186098531087e-14 -3.617002126883228e-14 -8.43816081428076e-15 -1.102924163632508e-15 7.849352743989576e-16 1.307006880399783e-15 8.903833829736661e-16 4.809307177386303e-16 2.151621731500792e-16 1.010657154977683e-16
-7.8 8.838472313185987e-17 9.576880074951076e-13 -1.411660619566937e-11 3.596187531215087e-10 -1.320586333845572e-09 3.831895070598005e-09 -6.098068447729501e-09 8.209758161424671e-09 -5.9099180045652e-09 4.688239934313277e-09 -1.240032463355225e-10 -1.176419627437922e-09 -7.283272838491446e-11 3.367666122692639e-10 1.155698268124434e-10 -5.383209061783902e-11 -2.073096076089095e-11 8.710660903485174e-12 6.947948250187856e-12 1.408926798961712e-12 9.933400629621409e-14 -1.752749756528184e-13 -6.451353769098968e-14 -1.524292658233991e-14 -2.659600809798986e-15 8.300110695460422e-16 2.071494423754566e-15 1.502794316512522e-15 8.398022838086369e-16 3.86074392550586e-16 1.860578490135657e-16
-7.649999999999999 1.070253528511285e-16 2.818830815612667e-12 -4.069083515725434e-11 1.016260055418053e-09 -3.626360094305086e-09 1.032341806223177e-08 -1.583786164459911e-08 2.052873155569015e-08 -1.419933689353458e-08 1.082993398630546e-08 -2.707499588665644e-10 -2.61615739344855e-09 -1.222039476577728e-10 7.200385176913947e-10 2.356244401379301e-10 -1.099655136473215e-10 -4.034099044696433e-11 1.671928683432313e-11 1.326375599558628e-11 2.671116813345772e-12 2.597184218210335e-13 -2.908038727550155e-13 -1.050163742093297e-13 -2.535507222885038e-14 -5.827188645939837e-15 1.554443704289887e-16 2.847641685411714e-15 2.283449118585478e-15 1.336441297921015e-15 6.347598293984019e-16 3.155132937254663e-16
-7.5 -3.519892677453127e-17 8.073457905063464e-12 -1.139636814595842e-10 2.78558506593201e-09 -9.641411444727827e-09 2.687741741178723e-08 -3.965571758144796e-08 4.936027888319455e-08 -3.270351854239044e-08 2.39046917369313e-08 -5.428099486625715e-10 -5.536989194867146e-09 -1.844061611214175e-10 1.458904695973388e-09 4.558471653269068e-10 -2.117042540176082e-10 -7.419728572077674e-11 2.997422400305449e-11 2.369816574273982e-11 4.759810003378282e-12 6.170590888037845e-13 -4.281588384699119e-13 -1.519930508462729e-13 -3.812028050502934e-14 -1.159057698304906e-14 -2.208253491846966e-15 3.115014217283594e-15 3.025182293024992e-15 1.90054037218036e-15 9.439880608688176e-16 4.906102445729698e-16
-7.35 4.051189083911193e-17 2.249019405670637e-11 -3.099521914493069e-10 7.40056062908618e-09 -2.479814556273507e-08 6.755745467982059e-08 -9.561011589827087e-08 1.139603733562694e-07 -7.20754196316006e-08 5.030517455946132e-08 -9.812471822006399e-10 -1.112105976616078e-08 -2.433122995388795e-10 2.790461596052722e-09 8.342163420682157e-10 -3.822358608067094e-10 -1.284906914207569e-10 4.980375133785537e-11 3.935251383457773e-11 7.929489859801612e-12 1.343528914234071e-12 -5.285542637136529e-13 -1.849131804377069e-13 -4.994335155432979e-14 -2.07431318740877e-14 -7.611030526122338e-15 1.932562353278415e-15 3.283308454264188e-15 2.358906244199309e-15 1.272940607941157e-15 7.252565436947591e-16
-7.199999999999999 7.041518014465536e-16 6.09033099948297e-11 -8.181066397579062e-10 1.904176013584814e-08 -6.164805962771649e-08 1.637609399916602e-07 -2.216796614252806e-07 2.522320902050497e-07 -1.516961084637074e-07 1.006683402450166e-07 -1.542096813934346e-09 -2.112528830923259e-08 -2.676241149968147e-10 5.014542982952478e-09 1.438537490681799e-09 -6.431762570744815e-10 -2.084780049376748e-10 7.586377925751673e-11 6.016080069102478e-11 1.226449273898443e-11 2.689544284669536e-12 -4.58858037664967e-13 -1.587202525767755e-13 -5.182964081302352e-14 -3.256700441252167e-14 -1.70071596239012e-14 -1.691432391679326e-15 2.623461893265165e-15 2.666925960569222e-15 1.799678941646587e-15 1.298876762213373e-15
-7.05 3.891771085036528e-15 1.602296065988384e-10 -2.094166682797766e-09 4.740990407011769e-08 -1.479861324477481e-07 3.823723979037873e-07 -4.935737657505e-07 5.342521999765855e-07 -3.042028057796359e-07 1.909867904942739e-07 -1.919058038320436e-09 -3.779593039177557e-08 -2.262094728813374e-10 8.414360946237799e-09 2.326018966291965e-09 -1.000112785324029e-09 -3.148406711484234e-10 1.042170976665168e-10 8.351132959978477e-11 1.745004551942521e-11 4.951670037285589e-12 8.54813625558526e-15 3.55699057408393e-15 -2.568623626483957e-14 -4.112338758166351e-14 -2.784658679290632e-14 -6.422735246149694e-15 2.604175718278739e-15 4.737311021340854e-15 4.695152492316986e-15 4.51351106393996e-15
-6.899999999999999 2.547961514500844e-14 4.092629290342303e-10 -5.194750692325109e-09 1.141145126325212e-07 -3.426639073741321e-07 8.589020481817172e-07 -1.053657689159542e-06 1.080746701033462e-06 -5.797044162028184e-07 3.422582000947274e-07 -1.220049123561844e-09 -6.336058012821413e-08 -1.436949265661046e-10 1.307464533551734e-08 3.503729706759284e-09 -1.419748931848924e-09 -4.384142992888421e-10 1.256035537476919e-10 1.02982124573014e-10 2.25552415420389e-11 8.375659312751787e-12 1.181880417199791e-12 4.142652204404007e-13 6.668042422071895e-14 -2.180975793341537e-14 -2.102216929621245e-14 3.476984762006121e-15 1.810874697901959e-14 2.340575145585104e-14 2.491605196106689e-14 2.541458183883706e-14
-6.75 1.535027599657818e-13 1.014098188543033e-09 -1.247667421756398e-08 2.652621400861984e-07 -7.644824909257825e-07 1.853410877638673e-06 -2.152837720905305e-06 2.083264566092667e-06 -1.046542259859613e-06 5.767328951494874e-07 2.489422830981764e-09 -9.885181477016811e-08 -2.159612187502267e-10 1.858820827733195e-08 4.872386769566925e-09 -1.805162009200129e-09 -5.547615708926617e-10 1.257306461836821e-10 1.084528160771995e-10 2.606180101367629e-11 1.302997641773662e-11 3.411226482681087e-12 1.253452389048639e-12 3.418916375580098e-13 1.322568086656903e-13 1.028220690679346e-13 1.209482469312195e-13 1.391445923054972e-13 1.476601651638041e-13 1.511261190460112e-13 1.525699335268904e-13
-6.6 8.718461256781705e-13 2.435475131671452e-09 -2.898674817932211e-08 5.948190294991386e-07 -1.641282344980659e-06 3.836207343176001e-06 -4.201862010148287e-06 3.816493115295858e-06 -1.78317672665458e-06 9.085206760555135e-07 1.260736801675959e-08 -1.422002390512072e-07 -9.71911992624509e-10 2.372430889591001e-08 6.171767796176897e-09 -1.985847764447407e-09 -6.216145017657666e-10 9.02152308305317e-11 8.944817117513742e-11 2.663542928388168e-11 1.893615194428417e-11 7.241981510094796e-12 3.045590787003859e-12 1.313529888434541e-12 9.345990287079475e-13 8.479925336098872e-13 8.40502540984488e-13 8.543619142821009e-13 8.635838572334192e-13 8.68286390744848e-13 8.704836379872977e-13
-6.45 4.659395041451337e-12 5.663157918007473e-09 -6.507342017394587e-08 1.285107235771793e-06 -3.386377567818606e-06 7.603225089805971e-06 -7.816941352585472e-06 6.624240812199045e-06 -2.854426926571313e-06 1.327463860946547e-06 3.395532315816065e-08 -1.860379179146901e-07 -3.388561056868118e-09 2.626567618680753e-08 6.967851044851725e-09 -1.745965793193265e-09 -5.823073889655023e-10 1.668283816549731e-11 4.374605656438035e-11 2.590518407277991e-11 2.767599055619442e-11 1.486974554117819e-11 8.22563913447524e-12 5.49105613767515e-12 4.904423337040315e-12 4.722418917373908e-12 4.657538696319719e-12 4.650405714713582e-12 4.653589740046864e-12 4.656751787400609e-12 4.658605681950215e-12
-6.3 2.339549000793687e-11 1.273424800455927e-08 -1.409909865806348e-07 2.671546345398849e-06 -6.704931455042977e-06 1.440259716851198e-05 -1.382628521728735e-05 1.085250854108812e-05 -4.26746024415566e-06 1.778843607756721e-06 7.160941169682773e-08 -2.164407879292849e-07 -8.755878634950151e-09 2.334570919807589e-08 6.740551459950237e-09 -9.030014582648625e-10 -3.728500215421636e-10 -6.340127425868415e-11 -5.511984148352827e-12 3.775338819624286e-11 5.03095779055534e-11 3.762387576233712e-11 2.857865442134294e-11 2.479462234295227e-11 2.396851643064572e-11 2.363766438941972e-11 2.347037445339833e-11 2.341582634237084e-11 2.340131194268183e-11 2.339762926680571e-11 2.339689129467204e-11
-6.149999999999999 1.103634931527372e-10 2.765040262777732e-08 -2.944256292263515e-07 5.336165976349788e-06 -1.271969604061043e-05 2.602031394719665e-05 -2.318352644930908e-05 1.670372696810808e-05 -5.911725646360161e-06 2.147784677615237e-06 1.28011297985958e-07 -2.145146180545869e-07 -1.801614833434332e-08 1.260629680713499e-08 5.136497435389363e-09 6.005873513280015e-10 9.061142086559579e-11 -4.154571496184622e-11 2.976573679038942e-11 1.223146669223882e-10 1.405763165438598e-10 1.284607554526515e-10 1.173802685909208e-10 1.125712139463357e-10 1.114526989800026e-10 1.108994699329401e-10 1.105751747673548e-10 1.10440502125716e-10 1.103935499285317e-10 1.103760891429612e-10 1.103697720743992e-10
-6 4.892436555808717e-10 5.78761823670658e-08 -5.91681590952242e-07 1.022489748119627e-05 -2.308021993285938e-05 4.472661249962522e-05 -3.672435641996477e-05 2.400714619495841e-05 -7.503583396600399e-06 2.263862534980011e-06 1.986117280722496e-07 -1.624502049260407e-07 -3.037014327335702e-08 -5.771723642961559e-09 2.45697668565341e-09 2.743901788809437e-09 1.031135704705151e-09 3.940513214609774e-10 4.297239166324581e-10 5.157161495215408e-10 5.253712035782035e-10 5.117564450334288e-10 4.985590788009308e-10 4.925698732883831e-10 4.910419089413439e-10 4.901759402611408e-10 4.896425927409443e-10 4.893992021440077e-10 4.893076177374869e-10 4.892708679334505e-10 4.892567269571516e-10
-5.85 2.038755814553748e-09 1.165412176976451e-07 -1.142242287828393e-06 1.876323210970794e-05 -3.998322634119624e-05 7.294257795240637e-05 -5.472691111967995e-05 3.195034123431034e-05 -8.575926472045026e-06 1.942917512235152e-06 2.682429490909074e-07 -5.343672114965501e-08 -4.113714552398755e-08 -2.655586541293135e-08 5.537071610643675e-10 5.998162497082021e-09 3.317346409526295e-09 2.218758654263503e-09 2.134035390717366e-09 2.112213305182779e-09 2.089766065120517e-09 2.068391950563864e-09 2.051329931302651e-09 2.043499945318213e-09 2.041369492601981e-09 2.040112399592153e-09 2.039345847319694e-09 2.038987202084796e-09 2.038850702084806e-09 2.038795675839265e-09 2.038774600021198e-09
-5.7 7.989331205529263e-09 2.252011656855475e-07 -2.113883429045802e-06 3.291170728121013e-05 -6.599637633768149e-05 0.0001124839578604248 -7.631942703762049e-05 3.888983634627763e-05 -8.561902292694565e-06 1.072741093254799e-06 3.132851159540564e-07 9.978171708560374e-08 -3.876812714022246e-08 -3.689290923408184e-08 4.813400139081799e-09 1.337085883196586e-08 1.022277562352873e-08 8.724445266674075e-09 8.407136364250592e-09 8.153251278760701e-09 8.070906532865629e-09 8.031423438197146e-09 8.006427096283103e-09 7.995546658315107e-09 7.992631381277424e-09 7.990985751750612e-09 7.990029652081226e-09 7.989593372954741e-09 7.989433687922226e-09 7.989372698799977e-09 7.989350548427172e-09
-5.55 2.945510729722383e-08 4.16373123173982e-07 -3.740775717833216e-06 5.506123266360588e-05 -0.0001035720169029325 0.0001633238382096416 -9.89273441398571e-05 4.242158898375642e-05 -6.999656521668268e-06 -2.747446352559671e-07 3.177282989448075e-07 2.689356167915247e-07 6.128019521286525e-10 -1.23853974450622e-08 2.962136340466126e-08 3.645867251359023e-08 3.302800620448421e-08 3.100198862993444e-08 3.033498015322306e-08 2.9747222764972e-08 2.95832591013115e-08 2.951511474614236e-08 2.947723748843017e-08 2.946222131049113e-08 2.945857182864787e-08 2.945672236629829e-08 2.945573157201566e-08 2.945531369081551e-08 2.945517678907987e-08 2.945513226932295e-08 2.945511845402141e-08
-5.399999999999999 1.022236810477678e-07 7.339556244835594e-07 -6.309799358477335e-06 8.763200465518426e-05 -0.0001542070177677316 0.0002220183568662544 -0.0001181270682281353 3.988486160355949e-05 -3.816385087315956e-06 -1.748767427658387e-06 3.14015189270666e-07 4.435579180655935e-07 1.279890767188173e-07 9.528726905283635e-08 1.144799043709472e-07 1.125453563511578e-07 1.077916351360953e-07 1.046943402212995e-07 1.035935584770685e-07 1.026479976717898e-07 1.024007836834909e-07 1.023011968681414e-07 1.022488303464172e-07 1.022301889993262e-07 1.02226375729369e-07 1.022247638577965e-07 1.022240108226409e-07 1.022237468968215e-07 1.022236851709622e-07 1.022236774096877e-07 1.022236788275269e-07
-5.25 3.341609302071356e-07 1.228379786726387e-06 -1.010117763517348e-05 0.0001322277736276481 -0.0002173946735892469 0.0002802268074677062 -0.0001283702299485088 2.934110958126908e-05 4.581045535123735e-07 -2.687954981137718e-06 4.644696869130393e-07 7.151582023909451e-07 4.651695318362448e-07 3.999738955587094e-07 3.699372405437975e-07 3.515116868273812e-07 3.425374266055101e-07 3.37396263975718e-07 3.358653573162703e-07 3.346605887063517e-07 3.343607955276109e-07 3.342433003213912e-07 3.341833200091114e-07 3.3416464728854e-07 3.341618413185267e-07 3.341610737259184e-07 3.341608474446035e-07 3.341608399557412e-07 3.34160874918154e-07 3.341609039034035e-07 3.341609180486724e-07
-5.1 1.029633200342864e-06 1.943371690016829e-06 -1.524960883871119e-05 0.0001882185415698768 -0.0002898316363585961 0.000323995868146152 -0.0001249064699110224 1.082569880194983e-05 4.804941554350517e-06 -2.140024460940506e-06 1.214647921338965e-06 1.445049653853767e-06 1.324394406990145e-06 1.20083844319041e-06 1.099707520637962e-06 1.058624618186108e-06 1.041274220481692e-06 1.03312755494402e-06 1.03132089070221e-06 1.030085911625451e-06 1.02979895512605e-06 1.029695500155891e-06 1.029644843856688e-06 1.029632537945159e-06 1.029631975244466e-06 1.029632429701642e-06 1.029632815245348e-06 1.029633039480585e-06 1.029633133967562e-06 1.029633173886318e-06 1.029633188829609e-06
-4.95 2.992805140123779e-06 2.896485697291621e-06 -2.148020976266821e-05 0.0002506537222787705 -0.0003656985998602472 0.0003344668617970481 -0.0001067303560455674 -1.254658260941103e-05 8.456635226992247e-06 1.20887665069197e-06 3.593594621045862e-06 3.5859451061474e-06 3.505086432511071e-06 3.28410791815881e-06 3.10150662949356e-06 3.035660954554387e-06 3.006963850963424e-06 2.995763754278769e-06 2.994015757654157e-06 2.993062576667542e-06 2.992872532315066e-06 2.992821988917832e-06 2.992801247612082e-06 2.992800898267992e-06 2.992802721367051e-06 2.992804054931152e-06 2.992804757757833e-06 2.992805037476512e-06 2.992805116026329e-06 2.992805134669496e-06 2.992805138611078e-06
-4.8 8.213460208695988e-06 4.074521951709982e-06 -2.764934541695179e-05 0.0003073752150598503 -0.0004389924478223686 0.0002902905718957503 -7.950117687120358e-05 -3.398392913989558e-05 1.250042867057338e-05 9.514103172795334e-06 9.834204346926612e-06 9.32297112716385e-06 8.970059557975246e-06 8.6105154200115e-06 8.35192660005475e-06 8.265829287978868e-06 8.227572096569721e-06 8.215048544183091e-06 8.213824715001863e-06 8.213431719483533e-06 8.213402023559338e-06 8.21342633875812e-06 8.213445003432958e-06 8.213455822601406e-06 8.213458489733164e-06 8.213459640983609e-06 8.213460103537451e-06 8.213460229461277e-06 8.213460237677547e-06 8.213460224864119e-06 8.213460216671794e-06
-4.649999999999999 2.130316577067287e-05 5.512657959119384e-06 -3.095206991505307e-05 0.0003350492665614158 -0.0005084628277446887 0.0001715024968738159 -5.634301575125967e-05 -4.275735302588976e-05 2.243572589197627e-05 2.714569294988316e-05 2.466669127026642e-05 2.338628958805751e-05 2.227178401205885e-05 2.17557418429282e-05 2.144583729068971e-05 2.135232893401844e-05 2.131322119851209e-05 2.130295377289969e-05 2.130264532199213e-05 2.130290224008269e-05 2.130302967818877e-05 2.130310773599677e-05 2.13031512754165e-05 2.130316490306335e-05 2.130316612132062e-05 2.130316610015053e-05 2.13031659765709e-05 2.130316586975762e-05 2.130316581627129e-05 2.130316579016712e-05 2.130316577947294e-05
-4.5 5.227396250454692e-05 7.625379874399864e-06 -2.548015893358613e-05 0.0002936880804077102 -0.0005842610133725613 -3.54342255217639e-05 -5.367163779926751e-05 -2.319552446525244e-05 5.166497613603953e-05 6.355491581034489e-05 5.791094623738794e-05 5.566722145635111e-05 5.333170022703339e-05 5.269823707816127e-05 5.238357713305831e-05 5.230286308337674e-05 5.227646598218871e-05 5.227229643177641e-05 5.227296746308168e-05 5.227367298060097e-05 5.227385417806253e-05 5.227392482933865e-05 5.227395984100723e-05 5.227396545111334e-05 5.227396434042668e-05 5.227396335599215e-05 5.2273962803667e-05 5.227396258476867e-05 5.227396252426514e-05 5.227396250995973e-05 5.227396250648125e-05
-4.35 0.0001214887474537359 1.213579056798382e-05 5.696735016952753e-07 0.000119614907092186 -0.0006927213270240431 -0.0003305020886065887 -7.931139326515109e-05 4.890518932514634e-05 0.0001259825711286879 0.0001383261022999791 0.0001292981225198753 0.0001260752526449586 0.0001224213839096354 0.000121785541480673 0.0001215320711944158 0.0001214859690690796 0.0001214833021855779 0.0001214868024533521 0.0001214880007096276 0.0001214886462030374 0.0001214887500678528 0.0001214887594510524 0.0001214887567462483 0.0001214887507207036 0.0001214887489680295 0.0001214887479818653 0.0001214887475770408 0.0001214887474540134 0.0001214887474370721 0.000121488747442589 0.0001214887474480134
-4.2 0.0002677400371679065 2.422988986186349e-05 7.041862848421588e-05 -0.0002812465145239628 -0.0008721965208462616 -0.0006875263049216452 -0.000111728646849671 0.0002141511268600543 0.0002895169228650237 0.0002892253752295921 0.0002766398848866438 0.0002727208567419913 0.0002683020940370727 0.0002678343521918392 0.0002677094485028493 0.0002677096310455124 0.0002677307751593509 0.0002677392565617596 0.000267740035807387 0.0002677401855086851 0.0002677401411748506 0.000267740081303065 0.0002677400481893958 0.000267740038059836 0.0002677400368522564 0.0002677400369213194 0.0002677400370309136 0.0002677400371046609 0.0002677400371362256 0.0002677400371541201 0.0002677400371616291
-4.05 0.0005602262889866324 5.693932531106714e-05 0.0002292995739862359 -0.001033357602552872 -0.001150134316884084 -0.001030716371802441 -7.24591776381788e-05 0.0005420186445589183 0.0006131959537706421 0.0005840941305740476 0.0005682099480856777 0.000564243163521311 0.000560265528022826 0.0005601156917917132 0.0005601508539332551 0.0005601895361978902 0.0005602199656886472 0.0005602270782114351 0.000560226994463809 0.0005602265376411249 0.0005602263823199914 0.0005602263237138127 0.0005602262932925302 0.000560226286277604 0.000560226287488533 0.0005602262883129907 0.000560226288749207 0.0005602262889163227 0.0005602262889717506 0.0005602262889846231 0.0005602262889874444
-3.9 0.00111444657019471 0.0001391649557941204 0.0005634091755244352 -0.002271483190690792 -0.001492498112334154 -0.00119700376507631 0.0002017895105362263 0.001146282842004586 0.001207230613951238 0.001136956155292143 0.001119281284672429 0.001116160079134717 0.001114030914999452 0.001114223462387928 0.001114381993945942 0.00111442964765047 0.001114447075448009 0.001114448294572714 0.0011144473175271 0.001114446627654526 0.001114446567383868 0.001114446562029009 0.001114446562396648 0.001114446568321042 0.00111444656926236 0.001114446569821677 0.001114446570071617 0.001114446570193932 0.001114446570210421 0.001114446570207493 0.001114446570201841
-3.75 0.002110555876081329 0.0003290305199429613 0.001230723989677834 -0.004080940749300689 -0.001724591232373401 -0.0008900042597771805 0.0009770669399530585 0.002200670020963838 0.002238548495900876 0.002127206732853117 0.002110950340857458 0.002109463734034867 0.002109986628307706 0.002110376507141976 0.002110547782178953 0.002110569866130404 0.002110562621019498 0.002110556830865537 0.002110555884193508 0.002110555802512536 0.002110555792231932 0.00211055583646336 0.002110555867994398 0.002110555875930178 0.002110555876463698 0.002110555876285434 0.002110555876255971 0.002110555876153121 0.002110555876114605 0.002110555876093155 0.002110555876087936
-3.6 0.003810595128286574 0.0007341121220429724 0.002505508767985277 -0.006379875540675874 -0.001438935341813803 0.0003535620277756299 0.002619416592572241 0.003952566944283359 0.003951718250648446 0.003817956346828984 0.003807227464688425 0.003807557261150878 0.003810268679578916 0.003810578657624625 0.003810642019620377 0.003810628067713955 0.003810601373665757 0.003810594236101493 0.00381059469403039 0.003810594918832277 0.003810595056610951 0.003810595107120875 0.003810595125330799 0.00381059512916324 0.003810595129152211 0.003810595128993213 0.00381059512851198 0.003810595128352602 0.003810595128293756 0.003810595128288915 0.003810595128287521
-3.45 0.006568713361966111 0.001539128184209134 0.004833473020826047 -0.008742707771041157 7.248393080335532e-05 0.00315210250510469 0.005566044279558374 0.006733637843098209 0.006687443475246277 0.006566677977847998 0.006564186483190242 0.006565706061953442 0.006568834874558929 0.006568854917731319 0.006568774442811438 0.0065687357035996 0.00656871345689978 0.006568712297202657 0.00656871246392104 0.006568713307772766 0.00656871338174031 0.00656871337180328 0.006568713366148189 0.006568713364201925 0.00656871336323538 0.006568713362121057 0.006568713361984824 0.006568713361921183 0.006568713361949316 0.006568713361958121 0.006568713361966703
-3.3 0.0108269284745317 0.003039484004972799 0.008885797527487235 -0.01020179712070316 0.003808503147121024 0.008193825168244783 0.01027559172556675 0.01096466280898903 0.0108877274777171 0.01081956034183748 0.01082452246433272 0.0108258916801193 0.01082736302561631 0.01082710257128853 0.01082694361307511 0.01082692120416355 0.01082692630086445 0.01082692743804689 0.01082692882342329 0.01082692861892652 0.01082692854485619 0.0108269285032743 0.01082692848605974 0.01082692847601648 0.0108269284736127 0.01082692847411924 0.01082692847428552 0.01082692847448614 0.01082692847451476 0.01082692847453583 0.0108269284745363
-3.15 0.01708920625170586 0.005675410251341459 0.01558871969054617 -0.009114564072023582 0.01092451234374236 0.01608004042372847 0.0171731455369338 0.01714622541805221 0.01707441818952842 0.01708296339477223 0.01709051254981222 0.01709080309181855 0.01708959175037921 0.01708924724515655 0.01708916664548067 0.01708917981054222 0.0170891974804372 0.01708920734244287 0.01708920652655641 0.0170892063461381 0.01708920628991902 0.01708920627639221 0.01708920625369801 0.01708920624715506 0.01708920625053672 0.01708920625120291 0.01708920625169501 0.01708920625169818 0.01708920625172858 0.01708920625171663 0.01708920625171948
-3 0.02586948728522952 0.01005653307973075 0.02609477329163689 -0.003220648145966846 0.02246610904106311 0.02714722428119177 0.02660785235182422 0.02582038996760822 0.02579194326554833 0.02586880860866867 0.0258735981944742 0.02587250791114476 0.02586948111738846 0.02586937566611629 0.02586944702863354 0.02586946392405553 0.02586948938443672 0.02586948828257347 0.02586948799773832 0.02586948728459805 0.02586948727680172 0.02586948725766669 0.02586948726947981 0.0258694872856426 0.02586948728522517 0.02586948728561525 0.02586948728525907 0.02586948728529598 0.0258694872852477 0.02586948728525187 0.02586948728524074
-2.85 0.03761479046205454 0.01696151681386986 0.041658524194822 0.009997818347998025 0.03903084042190272 0.04135447135568041 0.03883024115968788 0.03748970661651931 0.03751555803756772 0.03761915453129797 0.03761827065906969 0.03761700509516105 0.03761447230538795 0.03761465191435247 0.03761475627186017 0.03761479422576519 0.03761479251271163 0.03761479086797646 0.03761479023308862 0.03761479050522273 0.03761479037940024 0.03761479043813398 0.037614790462709 0.037614790463251 0.03761479046337492 0.03761479046204653 0.03761479046220843 0.03761479046206229 0.03761479046208411 0.03761479046206129 0.03761479046206746
-2.7 0.05261162082092391 0.02729376020939484 0.06339106946540499 0.0326272796852756 0.06048387532357061 0.0583125112545692 0.05397763465907555 0.05249504055786088 0.05254149473269318 0.05261535615586837 0.05261177842775257 0.0526114098866096 0.05261136150870025 0.05261157342957614 0.05261168554057338 0.05261164599190708 0.05261162237818377 0.05261161954005825 0.05261162023411823 0.05261162046664586 0.05261162079963343 0.05261162082374238 0.05261162082684831 0.05261162082136894 0.05261162082009233 0.05261162082130343 0.05261162082091417 0.05261162082098112 0.05261162082091465 0.05261162082093558 0.05261162082093061
