x exact r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30
-9.75 1.827854856889915e-18 -6.231923130995272e-22 1.271065173673916e-20 -1.521579298121747e-19 2.393279500989755e-18 -1.178103624122567e-17 3.750442405657994e-17 -8.053795438098732e-17 1.599909897800265e-16 -1.692715359968211e-16 1.854718787084211e-16 3.750756550062387e-17 -6.478641645677587e-17 -2.577235463106745e-17 2.593779938473915e-17 1.359616515520887e-17 -5.350723942708419e-18 -3.584088578257601e-18 1.158881147847806e-18 1.055633087766193e-18 2.905514623402917e-19 -8.186046384517788e-21 -4.77569203947164e-20 -2.351522954028843e-20 -5.621090434977643e-21 2.055365510113634e-22 1.37770854392558e-21 1.171978173364804e-21 6.320441111840721e-22 2.841624193043339e-22 9.337065661468325e-23 3.777256612179578e-23
-9.6 1.488507925582436e-18 -2.576061201696744e-21 5.196356529647241e-20 -6.157850693844903e-19 9.601949282494434e-18 -4.666390966600237e-17 1.471603487216047e-16 -3.10867423887369e-16 6.065172136831721e-16 -6.303361661020156e-16 6.789701414510128e-16 1.338563426483446e-16 -2.33587318831287e-16 -8.91934667487522e-17 9.209005029268973e-17 4.727257541872871e-17 -1.871056699437801e-17 -1.220010746641497e-17 3.978076506742515e-18 3.608783822546911e-18 9.837071472457937e-19 -2.310341614932601e-20 -1.592591675477206e-19 -7.741718973437025e-20 -1.864003313269346e-20 4.688438067749153e-22 4.394342197037418e-21 3.806901312838244e-21 2.073298744785792e-21 9.421062251618761e-22 3.153314049493466e-22 1.295449728548519e-22
-9.449999999999999 -1.152125126870165e-19 -1.040055696526385e-20 2.073440630274067e-19 -2.430807542721173e-18 3.755404711302513e-17 -1.800414664164424e-16 5.620988553849861e-16 -1.16691392682521e-15 2.233680385358405e-15 -2.277826567541248e-15 2.40955675351712e-15 4.627402583397362e-16 -8.155800964619337e-16 -2.982142580235997e-16 3.163230789706778e-16 1.588721758838344e-16 -6.321975526180467e-17 -4.008495168574995e-17 1.317711838892825e-17 1.190389129586564e-17 3.212249164689595e-18 -5.887201269516621e-20 -5.112209856085972e-19 -2.451818082631695e-19 -5.943529214146512e-20 7.888584398866445e-22 1.34280729281577e-20 1.187099439132698e-20 6.532746672976194e-21 3.001454791476134e-21 1.023667467928489e-21 4.270722202070717e-22
-9.299999999999999 1.04377738664175e-18 -4.101017823735367e-20 8.074041678289616e-19 -9.358014101048834e-18 1.431492185108474e-16 -6.76453007559125e-16 2.08932073763936e-15 -4.258129784817195e-15 7.98776410198193e-15 -7.983459328318645e-15 8.284506874927809e-15 1.548681331457808e-15 -2.755657526708157e-15 -9.624184360069627e-16 1.050369623721357e-15 5.156808822236352e-16 -2.062116230592386e-16 -1.270089272383781e-16 4.207505020750582e-17 3.784868329575451e-17 1.010682314023515e-17 -1.276568174807022e-19 -1.577448580624394e-18 -7.459580065292565e-19 -1.819785367990197e-19 1.509578017690117e-22 3.922589716952396e-20 3.547664777456293e-20 1.974162479998674e-20 9.175452104367841e-21 3.189804992113433e-21 1.351502856641807e-21
-9.15 -5.253083616265261e-18 -1.579160554358449e-19 3.067870598142027e-18 -3.51274450432457e-17 5.316806688892035e-16 -2.474262899734906e-15 7.554618231196727e-15 -1.509830740688501e-14 2.772264719294842e-14 -2.712224079631211e-14 2.757689329053638e-14 5.014710766926219e-15 -9.002996503456417e-15 -2.99525008189253e-15 3.368755640471141e-15 1.615208579820761e-15 -6.486847947032107e-16 -3.876962315739883e-16 1.293550007358222e-16 1.15866034131719e-16 3.060581508889073e-17 -1.933529053745443e-19 -4.671692516316089e-18 -2.176994173564372e-18 -5.342128766583696e-19 -6.568149898542872e-21 1.092566531477637e-19 1.014182293591726e-19 5.711852044196334e-20 2.687087446764161e-20 9.525669918674665e-21 4.099252802678346e-21
-9 -1.396339135225991e-17 -5.937745037716106e-19 1.137270747478781e-17 -1.285433858380369e-16 1.923656415010796e-15 -8.807552362801038e-15 2.656230757420249e-14 -5.199526990530571e-14 9.332754475148444e-14 -8.925738585194475e-14 8.880840571430702e-14 1.570018877170046e-14 -2.841737098678823e-14 -8.980418772914231e-15 1.042558972292935e-14 4.877284754014532e-15 -1.965795917103344e-15 -1.13890050586771e-15 3.82420032018994e-16 3.410868491304082e-16 8.9095148132983e-17 6.282448975068515e-20 -1.325571634160406e-17 -6.083750908190683e-18 -1.501024152893768e-18 -3.939960304162433e-20 2.892486855655968e-19 2.767340268251702e-19 1.579192573329619e-19 7.524995022780775e-20 2.721369182067782e-20 1.189679981051601e-20
-8.85 -1.277873613833896e-17 -2.179887199699238e-18 4.112435173936448e-17 -4.584537206591247e-16 6.777871641022056e-15 -3.050081449862831e-14 9.077808389124068e-14 -1.73822179174262e-13 3.045726069031341e-13 -2.843434357935637e-13 2.764686455274073e-13 4.74938779464458e-14 -8.65792608216676e-14 -2.591074469954282e-14 3.110165156983891e-14 1.418342099819566e-14 -5.731966581237881e-15 -3.215940143000045e-15 1.085625029571527e-15 9.64227954781073e-16 2.489950595561713e-16 2.128235887298063e-18 -3.596364673753245e-17 -1.624810450288669e-17 -4.029049238495574e-18 -1.660619521100344e-19 7.249898384089726e-19 7.189197067093306e-19 4.162888136896145e-19 2.010993630993896e-19 7.423006936644347e-20 3.297413090261219e-20
-8.699999999999999 -5.445267739351864e-18 -7.81295148564684e-18 1.45031684983886e-16 -1.593224686999485e-15 2.324936654194478e-14 -1.027179965727567e-13 3.014102891057004e-13 -5.637843909644715e-13 9.629324368279612e-13 -8.761789753239318e-13 8.312715629290854e-13 1.387152135606618e-13 -2.543534522847587e-13 -7.18572621154355e-14 8.933482659788779e-14 3.967784556312355e-14 -1.606021572549262e-14 -8.717708687221134e-15 2.954688585988113e-15 2.613580033448705e-15 6.670839885493515e-16 1.156771124233195e-17 -9.307419453405763e-17 -4.137685287555503e-17 -1.030853020958973e-17 -5.920620096411213e-19 1.711623033452761e-18 1.772806272565955e-18 1.043617719698855e-18 5.1165714896391e-19 1.928839258437075e-19 8.709831030682481e-20
-8.549999999999999 1.311473000771901e-17 -2.733444387633177e-17 4.987321835740241e-16 -5.393583370319147e-15 7.761233238072661e-14 -3.362620683127508e-13 9.718054726809096e-13 -1.773077134334626e-12 2.947262271566008e-12 -2.609362127501864e-12 2.411753862197459e-12 3.908625609316903e-13 -7.197364583761512e-13 -1.913006039173236e-13 2.467537774451606e-13 1.066458435177096e-13 -4.317582457447178e-14 -2.265476421310199e-14 7.695931698095242e-15 6.780933169273604e-15 1.710490295444958e-15 4.660196829136445e-17 -2.29127818724179e-16 -1.001976008243308e-16 -2.507521497891615e-17 -1.88589192095468e-18 3.779869317442235e-18 4.134432425925428e-18 2.480632171959928e-18 1.236044080133144e-18 4.762241862471154e-19 2.187175558677519e-19
-8.4 2.684810238792326e-17 -9.333782287043099e-17 1.671919462766378e-15 -1.7781506577463e-14 2.520506921844556e-13 -1.069563922085276e-12 3.040941467658624e-12 -5.403396647268551e-12 8.726244595066534e-12 -7.50373178750663e-12 6.744742218564097e-12 1.061635513345621e-12 -1.959258434027988e-12 -4.882273417987713e-13 6.544910841213192e-13 2.750298312272268e-13 -1.111876696171302e-13 -5.635178749062418e-14 1.914473002500595e-14 1.680745010109497e-14 4.190113798129438e-15 1.611313967720149e-16 -5.347117740703986e-16 -2.299695998509627e-16 -5.780950313174872e-17 -5.489096658177843e-18 7.7295407514629e-18 9.077282682140817e-18 5.570274198368495e-18 2.826089706693005e-18 1.113803930423383e-18 5.206802679340918e-19
-8.25 1.443972562102077e-18 -3.11019303768139e-16 5.462596185728672e-15 -5.707029743542025e-14 7.959811409481809e-13 -3.30382466202946e-12 9.22968165797232e-12 -1.594499348158443e-11 2.497240066269596e-11 -2.081593233002161e-11 1.816125532104226e-11 2.777101576672451e-12 -5.123979647460097e-12 -1.192750478732268e-12 1.664414530164699e-12 6.795238408905615e-13 -2.737767127340855e-13 -1.339371927456647e-13 4.53803833686085e-14 3.971163008102698e-14 9.786138090831475e-15 5.012029528433718e-16 -1.177832211315171e-15 -4.981978319637173e-16 -1.25834537711781e-16 -1.475127790145487e-17 1.440447787687303e-17 1.865078686242634e-17 1.176321476414136e-17 6.091950272928305e-18 2.458733775386651e-18 1.17119071594399e-18
-8.1 -1.552584828717001e-17 -1.011158614457212e-15 1.738998139161854e-14 -1.782576414153203e-13 2.443309572083958e-12 -9.905435122915862e-12 2.715409066985815e-11 -4.552681987224995e-11 6.901195320675262e-11 -5.564482680608779e-11 4.702521173006877e-11 6.989710832603091e-12 -1.285498344106445e-11 -2.78494915295174e-12 4.051110949494242e-12 1.60580861976464e-12 -6.432067826965772e-13 -3.036026474180159e-13 1.022227446124478e-13 8.921473646220468e-14 2.174051234134547e-14 1.43131848151255e-15 -2.435130482566684e-15 -1.01323320806206e-15 -2.573474596542405e-16 -3.676539252459817e-17 2.376933829629522e-17 3.557213297626641e-17 2.322722983472846e-17 1.23213492602407e-17 5.100209887849407e-18 2.47926723287541e-18
-7.949999999999999 1.058204234928266e-17 -3.206724064158176e-15 5.39240456953e-14 -5.416435389008819e-13 7.286172561442448e-12 -2.880851690725406e-11 7.738363942662443e-11 -1.256707189423141e-10 1.839886197778554e-10 -1.431707874038686e-10 1.169281602752748e-10 1.690955930099495e-11 -3.088585064965774e-11 -6.204449743493343e-12 9.418392018264349e-12 3.622705485274585e-12 -1.43839067570401e-12 -6.549028227163644e-13 2.181249772482411e-13 1.900079902833618e-13 4.581835706431384e-14 3.790184260602465e-15 -4.688846648498575e-15 -1.920315550510716e-15 -4.912437813259092e-16 -8.505323343563637e-17 3.259168749099677e-17 6.223586359518115e-17 4.255177752074943e-17 2.323882587572621e-17 9.886274270023227e-18 4.916060595291801e-18
-7.8 2.245528159094305e-17 -9.917631394832979e-15 1.628174324344995e-13 -1.600370920690857e-12 2.109743098158142e-11 -8.122342915517531e-11 2.134505521788644e-10 -3.350668689592843e-10 4.727074157035256e-10 -3.540988847797141e-10 2.787681369064794e-10 3.927608094946589e-11 -7.093432369188675e-11 -1.31659793651006e-11 2.086786254258641e-11 7.78571401980432e-12 -3.053267090634732e-12 -1.341012923492515e-12 4.392136546473683e-13 3.822889098193169e-13 9.131883151260214e-14 9.352316749744158e-15 -8.312499707955243e-15 -3.354601614568927e-15 -8.669921789230393e-16 -1.822605078513752e-16 3.006927483084045e-17 9.80079777807017e-17 7.153624055946792e-17 4.054373136444372e-17 1.778957812032455e-17 9.088834018510436e-18
-7.649999999999999 1.585384507934739e-16 -2.9904361667387e-14 4.785074354544096e-13 -4.595843571580386e-12 5.928030395324932e-11 -2.218468177476647e-10 5.694029432655801e-10 -8.620483564197591e-10 1.169005979597581e-09 -8.406534287510914e-10 6.361440876558394e-10 8.748199408226618e-11 -1.553947244927213e-10 -2.656412352668371e-11 4.394660726862066e-11 1.59011074859989e-11 -6.131740625595242e-12 -2.599034095566894e-12 8.30610303137906e-13 7.23486137206924e-13 1.714783838072172e-13 2.154856065298861e-14 -1.331619705338626e-14 -5.306255662197269e-15 -1.393737627813777e-15 -3.598764273464062e-16 -8.172673840308691e-18 1.342607709231063e-16 1.086110112716612e-16 6.479502678454047e-17 2.956295889147214e-17 1.569234017607418e-17
-7.5 3.345661835268675e-17 -8.788115908165359e-14 1.368233031833554e-12 -1.282102414851142e-11 1.615322229408754e-10 -5.865555622462204e-10 1.467658813765454e-09 -2.137806794671392e-09 2.779085337373881e-09 -1.912694906619494e-09 1.386795869246484e-09 1.866034552359409e-10 -3.239176987874238e-10 -5.087099217958123e-11 8.769113204610854e-11 3.077354957702794e-11 -1.160393112581495e-11 -4.751277388783608e-12 1.466329840260801e-12 1.280996586418609e-12 3.019992669820594e-13 4.637366162847743e-14 -1.860318298080983e-14 -7.349858173546558e-15 -1.986156573266869e-15 -6.477496228130452e-16 -1.235701349298816e-16 1.488757492469434e-16 1.458648827371055e-16 9.448072811738953e-17 4.607251640816164e-17 2.638376601380345e-17
-7.35 1.415114469785609e-16 -2.516049083243284e-13 3.804575764775329e-12 -3.472528623146923e-11 4.26546606000762e-10 -1.500009632290191e-09 3.651640113226708e-09 -5.10426749680617e-09 6.342029922382556e-09 -4.163363302835527e-09 2.881716319446112e-09 3.806062572963789e-10 -6.406329325752156e-10 -9.231617946831755e-11 1.651657922407124e-10 5.624286302026699e-11 -2.05911382456342e-11 -8.158056356458143e-12 2.396913856337022e-12 2.107179679255964e-12 4.959832201903271e-13 9.311610696546092e-14 -2.078753578746553e-14 -8.226120948350259e-15 -2.357038985211761e-15 -1.036066832715811e-15 -3.598190694281146e-16 1.11842997535695e-16 1.74871877007598e-16 1.334445561969548e-16 7.71055044703259e-17 5.32816030313753e-17
-7.199999999999999 3.772407288513166e-16 -7.01451714431962e-13 1.028233606403899e-11 -9.125616374714805e-11 1.090672444772932e-09 -3.707002708286021e-09 8.76083223543914e-09 -1.171845562427505e-08 1.38710456515681e-08 -8.652650827501477e-09 5.693204836999676e-09 7.410377686424118e-10 -1.198069105316645e-09 -1.585476221748361e-10 2.92258568871228e-10 9.666842357042126e-11 -3.404389733635231e-11 -1.308589560746889e-11 3.58646096964717e-12 3.189621018742099e-12 7.540345215384105e-13 1.741124883469118e-13 -1.281865310011878e-14 -5.338098014157686e-15 -1.83719194376622e-15 -1.347421091683808e-15 -6.636250872515567e-16 6.339008659790034e-17 2.582186301093119e-16 2.611912505635829e-16 2.120270466140104e-16 1.900250762109262e-16
-7.05 1.110123665211504e-15 -1.903185800439111e-12 2.699296353259649e-11 -2.325260183110069e-10 2.698197196472798e-09 -8.844609706572152e-09 2.024385236817617e-08 -2.583265676033688e-08 2.902538805192292e-08 -1.713074866919836e-08 1.066144395446672e-08 1.374501018843301e-09 -2.109845749237698e-09 -2.575265609264152e-10 4.828924710849358e-10 1.554325991521956e-10 -5.199145448375238e-11 -1.946921255818098e-11 4.826468716098839e-12 4.381656637476085e-12 1.050950924869032e-12 3.025673451204413e-13 1.702515681946736e-14 5.867448992214656e-15 1.150956402937778e-15 -6.815163771031817e-16 -3.506664743485403e-16 6.132734479661966e-16 1.009914494610847e-15 1.105725351495959e-15 1.089925660099742e-15 1.081126994168964e-15
-6.899999999999999 6.702262332577755e-15 -5.021824491087596e-12 6.878292880219908e-11 -5.740404771010016e-10 6.452116505669722e-09 -2.03521260430785e-08 4.4996783795243e-08 -5.459551273643771e-08 5.799241470692435e-08 -3.222471449891468e-08 1.88558851233578e-08 2.423039691092084e-09 -3.48056909535955e-09 -3.95739094811134e-10 7.389054064545142e-10 2.321867598781777e-10 -7.243178187844407e-11 -2.65942623118781e-11 5.66903987049887e-12 5.345233774524097e-12 1.326970910340118e-12 4.893238913235767e-13 8.629410652196239e-14 3.417117475516302e-14 1.188055006712474e-14 5.55301383402724e-15 4.868771720576037e-15 5.873259354234368e-15 6.494046573334773e-15 6.725282479529999e-15 6.773383929302103e-15 6.792567336946265e-15
-6.75 4.138372937086439e-14 -1.287522875636333e-11 1.69995987639072e-10 -1.371857456012995e-09 1.489848068884229e-08 -4.511567076226596e-08 9.60746868330996e-08 -1.104303122268743e-07 1.103835249882671e-07 -5.741838071647352e-08 3.135372870624493e-08 4.047968118292888e-09 -5.342135710092481e-09 -5.763716246065814e-10 1.03471483806343e-09 3.191759910411942e-10 -9.023134699443051e-11 -3.281765555529095e-11 5.474576473196495e-12 5.580344113234061e-12 1.506852395522446e-12 7.503412619870491e-13 2.295199160361782e-13 1.073028361441447e-13 5.545910886669081e-14 4.211636209128893e-14 3.941216811784751e-14 3.994709478620764e-14 4.067154736774628e-14 4.102978888253344e-14 4.115618790362395e-14 4.121332494472836e-14
-6.6 2.355133056155661e-13 -3.20386522012413e-11 4.0712985097272e-10 -3.170777336158357e-09 3.318313011457289e-08 -9.622821224404952e-08 1.967503998963095e-07 -2.133681974266052e-07 1.996356084736229e-07 -9.655070680565806e-08 4.873310910528549e-08 6.385877052956117e-09 -7.556994233983962e-09 -7.984338082983343e-10 1.301442053769415e-09 3.981589869954784e-10 -9.682828007956902e-11 -3.548117139392491e-11 3.73700660632805e-12 4.678470366457303e-12 1.619938154577054e-12 1.187236628651105e-12 5.778205323825693e-13 3.572097393358172e-13 2.641463548317925e-13 2.415851644386104e-13 2.355257918523972e-13 2.346279506541107e-13 2.350631244034295e-13 2.354194468629592e-13 2.355866472059713e-13 2.356710977493768e-13
-6.45 1.266033258167579e-12 -7.726592028478062e-11 9.438784178622138e-10 -7.080485209037616e-09 7.120537385025604e-08 -1.972248508451443e-07 3.858095137404107e-07 -3.929522885416985e-07 3.420017970540543e-07 -1.525163630088338e-07 7.025217700578815e-08 9.46955905071554e-09 -9.715447024007059e-09 -1.056894883193177e-09 1.42197775389608e-09 4.409852574478093e-10 -8.157115705172138e-11 -3.097106709696312e-11 1.017619143189201e-12 3.119854900108003e-12 2.309431193679519e-12 2.42967830356524e-12 1.790591851749594e-12 1.456187964290365e-12 1.314793644958298e-12 1.281723915158478e-12 1.270630356987139e-12 1.266778683602799e-12 1.266134645410953e-12 1.266167232470774e-12 1.266244937875394e-12 1.266305960442815e-12
-6.3 6.393300329308912e-12 -1.802425944445236e-10 2.115810286010222e-09 -1.52580615322627e-08 1.470181564526699e-07 -3.878676748752939e-07 7.230539127185854e-07 -6.880834581921791e-07 5.529047555178434e-07 -2.250028094147744e-07 9.28828318964537e-08 1.312158038401065e-08 -1.10908898043374e-08 -1.340340547771049e-09 1.254475315316503e-09 4.184432987354109e-10 -3.401843096922817e-11 -1.369438421658518e-11 1.630338592635441e-12 4.78785965849365e-12 6.973296223588091e-12 7.704878413064458e-12 7.100914588325432e-12 6.658788909275548e-12 6.468908443329708e-12 6.424670444444271e-12 6.406322963634174e-12 6.397412415604123e-12 6.39446176683174e-12 6.393629609256475e-12 6.393375727084986e-12 6.3933118422061e-12
-6.149999999999999 3.033682191339446e-11 -4.056340377736603e-10 4.579650516306048e-09 -3.168922011508128e-08 2.916696497821935e-07 -7.3079090235214e-07 1.292403165464035e-06 -1.142295416080245e-06 8.396085605968088e-07 -3.075731385408438e-07 1.106799294743687e-07 1.685870385444336e-08 -1.073975320329629e-08 -1.614689919273897e-09 7.023971057274712e-10 3.245400100277917e-10 5.927302642256409e-11 3.170515407392965e-11 2.298052945715201e-11 2.618699905909002e-11 3.073182191187772e-11 3.177443692671872e-11 3.121801040941694e-11 3.068624676570674e-11 3.04503332239396e-11 3.039305660391702e-11 3.036428374897456e-11 3.034776614662658e-11 3.034100021949907e-11 3.033863063137566e-11 3.033773424451279e-11 3.033741170789838e-11
-6 1.353373633877828e-10 -8.773793262507034e-10 9.557064564955592e-09 -6.333723742210564e-08 5.551723219402233e-07 -1.31690680067831e-06 2.197939738040341e-06 -1.791667381665007e-06 1.190359303922739e-06 -3.852069406963312e-07 1.15266012501523e-07 1.989493145951178e-08 -7.79378387085068e-09 -1.76386093158539e-09 -1.537962817046626e-10 2.34399103824336e-10 2.478097680016101e-10 1.662411357931728e-10 1.314431474717604e-10 1.3235494264341e-10 1.364941671328982e-10 1.370592676568996e-10 1.364240613770824e-10 1.357934951025718e-10 1.355030016277517e-10 1.354268146220953e-10 1.353833254866144e-10 1.353567140868029e-10 1.353448093527865e-10 1.35340356834114e-10 1.353385794259367e-10 1.353378984739457e-10
-5.85 5.677981508679453e-10 -1.813783903376044e-09 1.919656459664734e-08 -1.21618204699887e-07 1.012250577982216e-06 -2.265511449331186e-06 3.546620036675385e-06 -2.643920674998652e-06 1.562669627107552e-06 -4.342250207405512e-07 9.824633486722208e-08 2.14118868438078e-08 -1.826633405675529e-09 -1.408355761134472e-09 -8.263137840388268e-10 4.615177735101322e-10 7.592989778789507e-10 6.351426222463336e-10 5.778856534137101e-10 5.726232557132861e-10 5.714419585262827e-10 5.702907378687847e-10 5.692378025412175e-10 5.684138256039635e-10 5.680329085562248e-10 5.679269356763669e-10 5.678644501893662e-10 5.678264793135203e-10 5.678091274630439e-10 5.678026080596684e-10 5.678000207798291e-10 5.677990233102981e-10
-5.7 2.241211794546207e-09 -3.551994238270927e-09 3.704708614306954e-08 -2.23891412445063e-07 1.764939211027953e-06 -3.71318767239343e-06 5.411899198474512e-06 -3.651145728028651e-06 1.87686959726827e-06 -4.265789975160012e-07 5.591559102914146e-08 2.143692404463896e-08 7.189220604624672e-09 6.388954590885445e-10 9.112140893480682e-11 2.048657596592362e-09 2.500023245737774e-09 2.354849593922069e-09 2.27865483435025e-09 2.262007192135976e-09 2.249552768687743e-09 2.245281939777361e-09 2.243280434129182e-09 2.242056087861992e-09 2.241521088306789e-09 2.241374206171842e-09 2.241291954895329e-09 2.241244567686806e-09 2.241223548148476e-09 2.24121601582693e-09 2.241213221149412e-09 2.241212173895736e-09
-5.55 8.327212211116415e-09 -6.488926743265129e-09 6.857574276591649e-08 -3.941362917976537e-07 2.937356462177535e-06 -5.785350837548039e-06 7.777408148428604e-06 -4.684929130513261e-06 2.023881213925023e-06 -3.386759261337857e-07 -4.14107592456047e-09 2.313747514073512e-08 2.051304730911954e-08 8.021783159774324e-09 6.419019191524117e-09 8.343655877411363e-09 8.669749116626769e-09 8.507767807563574e-09 8.404432026007133e-09 8.370613835225032e-09 8.342070833906872e-09 8.333648896941686e-09 8.330182058325166e-09 8.328315300670701e-09 8.327571246039954e-09 8.327384709116949e-09 8.327291106047968e-09 8.327241765765332e-09 8.327221683073923e-09 8.327215331675892e-09 8.327213392352647e-09 8.327212723165515e-09
-5.399999999999999 2.914054707169361e-08 -1.072838910201887e-08 1.216022331602522e-07 -6.611247380795306e-07 4.657044641984257e-06 -8.547639761838622e-06 1.047055923295004e-05 -5.528795306459323e-06 1.896173402015257e-06 -1.602164676629922e-07 -5.490886854578461e-08 3.866096594975031e-08 4.643465566392781e-08 3.174921504501564e-08 2.905488985819776e-08 2.983984445582271e-08 2.965783555501469e-08 2.942495489068839e-08 2.926341136603158e-08 2.920767221387091e-08 2.91619747753749e-08 2.914941815441358e-08 2.914437988032341e-08 2.914180362533277e-08 2.914087980701181e-08 2.91406833247512e-08 2.91406004925003e-08 2.914056267752763e-08 2.914055006885093e-08 2.914054736041434e-08 2.914054718750572e-08 2.914054721327659e-08
-5.25 9.610998584109881e-08 -1.490415131422059e-08 2.066194120528316e-07 -1.051038713674711e-06 7.018745994766408e-06 -1.194263709351274e-05 1.311155881055169e-05 -5.902806454057851e-06 1.447067883644627e-06 1.094896192518373e-07 -3.737797867554844e-08 1.040954384296773e-07 1.160336333200212e-07 1.041049079511856e-07 9.967284281760034e-08 9.807149712309086e-08 9.698581276904441e-08 9.654349605207325e-08 9.627156543865626e-08 9.619305805465932e-08 9.613498552738694e-08 9.611991879456869e-08 9.6114026135999e-08 9.611109653819171e-08 9.611017870472466e-08 9.611003444087139e-08 9.610999375608366e-08 9.61099819511637e-08 9.610998172052146e-08 9.610998358288183e-08 9.610998506479164e-08 9.610998568220868e-08
-5.1 2.989800789971712e-07 -1.295651893260083e-08 3.37678983264175e-07 -1.569212290646354e-06 1.00321332947568e-05 -1.572863240301987e-05 1.511960597909969e-05 -5.519936132246214e-06 7.796051376379818e-07 5.016262711271742e-07 1.693875507309787e-07 3.172320216593889e-07 3.222848653411329e-07 3.15621172624458e-07 3.07723622623162e-07 3.027125568027901e-07 3.004290551713694e-07 2.995858856862444e-07 2.991562745396968e-07 2.990618884384639e-07 2.9900245619499e-07 2.989882043427661e-07 2.989830802936578e-07 2.989806392953543e-07 2.989800482170845e-07 2.989800211209686e-07 2.989800426887174e-07 2.989800613033144e-07 2.989800721550819e-07 2.989800766971197e-07 2.989800785091643e-07 2.989800791893807e-07
-4.95 8.779867257861363e-07 1.376600123107631e-08 5.369031149955792e-07 -2.161246491379501e-06 1.356624619439318e-05 -1.944243165546403e-05 1.583047661574447e-05 -4.13435184031069e-06 2.728512833169644e-07 1.193997011014875e-06 8.295794966068595e-07 9.290478170286976e-07 9.127159035030205e-07 9.067394449687021e-07 8.925532357355551e-07 8.836488384439368e-07 8.800928195464717e-07 8.787199278092487e-07 8.781380282609785e-07 8.780448512513785e-07 8.779991192987267e-07 8.779898883690039e-07 8.779874636674276e-07 8.779865059158525e-07 8.77986510185062e-07 8.779866067190462e-07 8.779866738069379e-07 8.779867084316493e-07 8.779867218201979e-07 8.779867254208853e-07 8.779867260705687e-07 8.779867262761034e-07
-4.8 2.436202188583975e-06 1.14405165914887e-07 8.518449463157346e-07 -2.633972375942213e-06 1.732170564559515e-05 -2.238872474429766e-05 1.479082196515262e-05 -1.473286934066326e-06 7.872367099715185e-07 2.76711876235683e-06 2.553869296803621e-06 2.552944605216545e-06 2.499153427759124e-06 2.47931412300221e-06 2.455822802248545e-06 2.443290823649348e-06 2.438725927145125e-06 2.436920185376658e-06 2.436285521232471e-06 2.436218855499721e-06 2.436200279955867e-06 2.436199160718984e-06 2.436200471793785e-06 2.436201420322783e-06 2.436201963782357e-06 2.436202102069186e-06 2.43620216120715e-06 2.436202184346578e-06 2.436202190320273e-06 2.436202190523926e-06 2.436202189721587e-06 2.436202189375022e-06
-4.649999999999999 6.393878042421967e-06 4.06714726689418e-07 1.408512532903395e-06 -2.494977161008655e-06 2.089215919673923e-05 -2.358609388580258e-05 1.232293401821465e-05 3.148755513231367e-06 4.064631234290434e-06 6.705948384236322e-06 6.750893796541826e-06 6.61265004348014e-06 6.505982481139848e-06 6.450116403921299e-06 6.416044031320872e-06 6.401078426694525e-06 6.396189506059732e-06 6.394367819500576e-06 6.393869876739066e-06 6.393851892892491e-06 6.393864688847034e-06 6.393871314822167e-06 6.393875229597348e-06 6.393877337545265e-06 6.393877995865396e-06 6.393878057507066e-06 6.393878057998533e-06 6.393878052430551e-06 6.393878047363361e-06 6.393878044753185e-06 6.393878043542093e-06 6.39387804305175e-06
-4.5 1.589001968254046e-05 1.154054838610841e-06 2.549352316330965e-06 -6.244257294093509e-07 2.403412680316368e-05 -2.144577535710236e-05 1.053305198662502e-05 1.183451780221627e-05 1.354996056345912e-05 1.632204478273667e-05 1.653162743937437e-05 1.623499943652915e-05 1.606438720979949e-05 1.595242152691492e-05 1.591059889294441e-05 1.589546726694589e-05 1.589131332092874e-05 1.589010773347808e-05 1.588993606358562e-05 1.588997140860124e-05 1.589000551863728e-05 1.589001449251711e-05 1.589001793426511e-05 1.589001958033325e-05 1.589001983308747e-05 1.589001977280949e-05 1.589001972383239e-05 1.589001969688646e-05 1.589001968651408e-05 1.589001968371936e-05 1.589001968326265e-05 1.589001968307099e-05
-4.35 3.743806750557488e-05 2.913619002249802e-06 5.151644087418644e-06 5.389836744910851e-06 2.738099203638114e-05 -1.271628459037716e-05 1.509024605131011e-05 3.010157668265278e-05 3.597871902429305e-05 3.836955454623517e-05 3.836723115091974e-05 3.78990539862371e-05 3.766474678366104e-05 3.749371352625018e-05 3.745222252813446e-05 3.744013840146606e-05 3.743784626961991e-05 3.74377540174167e-05 3.743796798087289e-05 3.743803246350248e-05 3.743806307066768e-05 3.743806781596076e-05 3.743806815876976e-05 3.743806798899042e-05 3.743806767580513e-05 3.743806758292945e-05 3.743806753215724e-05 3.743806751190118e-05 3.743806750600223e-05 3.743806750530728e-05 3.74380675057644e-05 3.743806750598295e-05
